002,Azcapotzalco
003,Coyoacán
004,Cuajimalpa de Morelos
005,Gustavo A. Madero
006,Iztacalco
007,Iztapalapa
008,La Magdalena Contreras
009,Milpa Alta
010,Álvaro Obregón
011,Tláhuac
012,Tlalpan
013,Xochimilco
014,Benito Juárez
015,Cuauhtémoc
016,Miguel Hidalgo
017,Venustiano Carranza
