001,Amealco de Bonfil
002,Pinal de Amoles
003,Arroyo Seco
004,Cadereyta de Montes
005,Colón
006,Corregidora
007,Ezequiel Montes
008,Huimilpan
009,Jalpan de Serra
010,Landa de Matamoros
011,El Marqués
012,Pedro Escobedo
013,Peñamiller
014,Querétaro
015,San Joaquín
016,San Juan del Río
017,Tequisquiapan
018,Tolimán
