"muni","total","danio","delsex","hom","les","robo","otros","year","muniYear"
"20924",NA,NA,NA,NA,NA,NA,NA,1998,"20924_1998"
"20925",NA,NA,NA,NA,NA,NA,NA,1998,"20925_1998"
"20926",NA,NA,NA,NA,NA,NA,NA,1998,"20926_1998"
"20927",NA,NA,NA,NA,NA,NA,NA,1998,"20927_1998"
"20928",NA,NA,NA,NA,NA,NA,NA,1998,"20928_1998"
"20929",NA,NA,NA,NA,NA,NA,NA,1998,"20929_1998"
"20930",NA,NA,NA,NA,NA,NA,NA,1998,"20930_1998"
"21001",0,0,0,0,0,0,0,1998,"21001_1998"
"21002",0,0,0,0,0,0,0,1998,"21002_1998"
"21003",462,NA,NA,47,114,84,217,1998,"21003_1998"
"21004",0,0,0,0,0,0,0,1998,"21004_1998"
"21005",0,0,0,0,0,0,0,1998,"21005_1998"
"21006",0,0,0,0,0,0,0,1998,"21006_1998"
"21007",0,0,0,0,0,0,0,1998,"21007_1998"
"21008",0,0,0,0,0,0,0,1998,"21008_1998"
"21009",0,0,0,0,0,0,0,1998,"21009_1998"
"21010",0,0,0,0,0,0,0,1998,"21010_1998"
"21011",0,0,0,0,0,0,0,1998,"21011_1998"
"21012",0,0,0,0,0,0,0,1998,"21012_1998"
"21013",0,0,0,0,0,0,0,1998,"21013_1998"
"21014",0,0,0,0,0,0,0,1998,"21014_1998"
"21015",0,0,0,0,0,0,0,1998,"21015_1998"
"21016",0,0,0,0,0,0,0,1998,"21016_1998"
"21017",0,0,0,0,0,0,0,1998,"21017_1998"
"21018",0,0,0,0,0,0,0,1998,"21018_1998"
"21019",1793,NA,NA,39,605,456,693,1998,"21019_1998"
"21020",0,0,0,0,0,0,0,1998,"21020_1998"
"21021",0,0,0,0,0,0,0,1998,"21021_1998"
"21022",0,0,0,0,0,0,0,1998,"21022_1998"
"21023",0,0,0,0,0,0,0,1998,"21023_1998"
"21024",0,0,0,0,0,0,0,1998,"21024_1998"
"21025",0,0,0,0,0,0,0,1998,"21025_1998"
"21026",0,0,0,0,0,0,0,1998,"21026_1998"
"21027",0,0,0,0,0,0,0,1998,"21027_1998"
"21028",0,0,0,0,0,0,0,1998,"21028_1998"
"21029",0,0,0,0,0,0,0,1998,"21029_1998"
"21030",0,0,0,0,0,0,0,1998,"21030_1998"
"21031",0,0,0,0,0,0,0,1998,"21031_1998"
"21032",0,0,0,0,0,0,0,1998,"21032_1998"
"21033",0,0,0,0,0,0,0,1998,"21033_1998"
"21034",0,0,0,0,0,0,0,1998,"21034_1998"
"21035",0,0,0,0,0,0,0,1998,"21035_1998"
"21036",0,0,0,0,0,0,0,1998,"21036_1998"
"21037",0,0,0,0,0,0,0,1998,"21037_1998"
"21038",0,0,0,0,0,0,0,1998,"21038_1998"
"21039",0,0,0,0,0,0,0,1998,"21039_1998"
"21040",0,0,0,0,0,0,0,1998,"21040_1998"
"21041",0,0,0,0,0,0,0,1998,"21041_1998"
"21042",0,0,0,0,0,0,0,1998,"21042_1998"
"21043",0,0,0,0,0,0,0,1998,"21043_1998"
"21044",0,0,0,0,0,0,0,1998,"21044_1998"
"21045",685,NA,NA,47,169,186,283,1998,"21045_1998"
"21046",0,0,0,0,0,0,0,1998,"21046_1998"
"21047",263,NA,NA,39,55,45,124,1998,"21047_1998"
"21048",0,0,0,0,0,0,0,1998,"21048_1998"
"21049",0,0,0,0,0,0,0,1998,"21049_1998"
"21050",0,0,0,0,0,0,0,1998,"21050_1998"
"21051",0,0,0,0,0,0,0,1998,"21051_1998"
"21052",0,0,0,0,0,0,0,1998,"21052_1998"
"21053",342,NA,NA,50,84,91,117,1998,"21053_1998"
"21054",0,0,0,0,0,0,0,1998,"21054_1998"
"21055",0,0,0,0,0,0,0,1998,"21055_1998"
"21056",0,0,0,0,0,0,0,1998,"21056_1998"
"21057",0,0,0,0,0,0,0,1998,"21057_1998"
"21058",0,0,0,0,0,0,0,1998,"21058_1998"
"21059",0,0,0,0,0,0,0,1998,"21059_1998"
"21060",0,0,0,0,0,0,0,1998,"21060_1998"
"21061",0,0,0,0,0,0,0,1998,"21061_1998"
"21062",0,0,0,0,0,0,0,1998,"21062_1998"
"21063",0,0,0,0,0,0,0,1998,"21063_1998"
"21064",0,0,0,0,0,0,0,1998,"21064_1998"
"21065",0,0,0,0,0,0,0,1998,"21065_1998"
"21066",0,0,0,0,0,0,0,1998,"21066_1998"
"21067",199,NA,NA,20,25,45,109,1998,"21067_1998"
"21068",0,0,0,0,0,0,0,1998,"21068_1998"
"21069",0,0,0,0,0,0,0,1998,"21069_1998"
"21070",0,0,0,0,0,0,0,1998,"21070_1998"
"21071",1307,NA,NA,55,404,346,502,1998,"21071_1998"
"21072",32,NA,NA,4,8,5,15,1998,"21072_1998"
"21073",0,0,0,0,0,0,0,1998,"21073_1998"
"21074",780,NA,NA,62,141,180,397,1998,"21074_1998"
"21075",0,0,0,0,0,0,0,1998,"21075_1998"
"21076",0,0,0,0,0,0,0,1998,"21076_1998"
"21077",0,0,0,0,0,0,0,1998,"21077_1998"
"21078",0,0,0,0,0,0,0,1998,"21078_1998"
"21079",0,0,0,0,0,0,0,1998,"21079_1998"
"21080",0,0,0,0,0,0,0,1998,"21080_1998"
"21081",0,0,0,0,0,0,0,1998,"21081_1998"
"21082",0,0,0,0,0,0,0,1998,"21082_1998"
"21083",0,0,0,0,0,0,0,1998,"21083_1998"
"21084",0,0,0,0,0,0,0,1998,"21084_1998"
"21085",772,NA,NA,115,171,151,335,1998,"21085_1998"
"21086",0,0,0,0,0,0,0,1998,"21086_1998"
"21087",0,0,0,0,0,0,0,1998,"21087_1998"
"21088",0,0,0,0,0,0,0,1998,"21088_1998"
"21089",0,0,0,0,0,0,0,1998,"21089_1998"
"21090",0,0,0,0,0,0,0,1998,"21090_1998"
"21091",0,0,0,0,0,0,0,1998,"21091_1998"
"21092",0,0,0,0,0,0,0,1998,"21092_1998"
"21093",0,0,0,0,0,0,0,1998,"21093_1998"
"21094",414,NA,NA,40,79,103,192,1998,"21094_1998"
"21095",0,0,0,0,0,0,0,1998,"21095_1998"
"21096",0,0,0,0,0,0,0,1998,"21096_1998"
"21097",0,0,0,0,0,0,0,1998,"21097_1998"
"21098",0,0,0,0,0,0,0,1998,"21098_1998"
"21099",0,0,0,0,0,0,0,1998,"21099_1998"
"21100",0,0,0,0,0,0,0,1998,"21100_1998"
"21101",0,0,0,0,0,0,0,1998,"21101_1998"
"21102",0,0,0,0,0,0,0,1998,"21102_1998"
"21103",0,0,0,0,0,0,0,1998,"21103_1998"
"21104",0,0,0,0,0,0,0,1998,"21104_1998"
"21105",0,0,0,0,0,0,0,1998,"21105_1998"
"21106",0,0,0,0,0,0,0,1998,"21106_1998"
"21107",0,0,0,0,0,0,0,1998,"21107_1998"
"21108",0,0,0,0,0,0,0,1998,"21108_1998"
"21109",0,0,0,0,0,0,0,1998,"21109_1998"
"21110",0,0,0,0,0,0,0,1998,"21110_1998"
"21111",0,0,0,0,0,0,0,1998,"21111_1998"
"21112",0,0,0,0,0,0,0,1998,"21112_1998"
"21113",89,NA,NA,9,18,18,44,1998,"21113_1998"
"21114",29021,NA,NA,513,5856,12067,10585,1998,"21114_1998"
"21115",0,0,0,0,0,0,0,1998,"21115_1998"
"21116",0,0,0,0,0,0,0,1998,"21116_1998"
"21117",0,0,0,0,0,0,0,1998,"21117_1998"
"21118",0,0,0,0,0,0,0,1998,"21118_1998"
"21119",0,0,0,0,0,0,0,1998,"21119_1998"
"21120",0,0,0,0,0,0,0,1998,"21120_1998"
"21121",0,0,0,0,0,0,0,1998,"21121_1998"
"21122",0,0,0,0,0,0,0,1998,"21122_1998"
"21123",0,0,0,0,0,0,0,1998,"21123_1998"
"21124",0,0,0,0,0,0,0,1998,"21124_1998"
"21125",0,0,0,0,0,0,0,1998,"21125_1998"
"21126",0,0,0,0,0,0,0,1998,"21126_1998"
"21127",0,0,0,0,0,0,0,1998,"21127_1998"
"21128",0,0,0,0,0,0,0,1998,"21128_1998"
"21129",0,0,0,0,0,0,0,1998,"21129_1998"
"21130",0,0,0,0,0,0,0,1998,"21130_1998"
"21131",0,0,0,0,0,0,0,1998,"21131_1998"
"21132",1437,NA,NA,86,360,491,500,1998,"21132_1998"
"21133",0,0,0,0,0,0,0,1998,"21133_1998"
"21134",0,0,0,0,0,0,0,1998,"21134_1998"
"21135",0,0,0,0,0,0,0,1998,"21135_1998"
"21136",0,0,0,0,0,0,0,1998,"21136_1998"
"21137",0,0,0,0,0,0,0,1998,"21137_1998"
"21138",0,0,0,0,0,0,0,1998,"21138_1998"
"21139",0,0,0,0,0,0,0,1998,"21139_1998"
"21140",2090,NA,NA,106,462,675,847,1998,"21140_1998"
"21141",0,0,0,0,0,0,0,1998,"21141_1998"
"21142",0,0,0,0,0,0,0,1998,"21142_1998"
"21143",0,0,0,0,0,0,0,1998,"21143_1998"
"21144",0,0,0,0,0,0,0,1998,"21144_1998"
"21145",0,0,0,0,0,0,0,1998,"21145_1998"
"21146",0,0,0,0,0,0,0,1998,"21146_1998"
"21147",0,0,0,0,0,0,0,1998,"21147_1998"
"21148",0,0,0,0,0,0,0,1998,"21148_1998"
"21149",0,0,0,0,0,0,0,1998,"21149_1998"
"21150",0,0,0,0,0,0,0,1998,"21150_1998"
"21151",0,0,0,0,0,0,0,1998,"21151_1998"
"21152",0,0,0,0,0,0,0,1998,"21152_1998"
"21153",375,NA,NA,42,77,75,181,1998,"21153_1998"
"21154",617,NA,NA,75,158,173,211,1998,"21154_1998"
"21155",0,0,0,0,0,0,0,1998,"21155_1998"
"21156",3414,NA,NA,186,1151,969,1108,1998,"21156_1998"
"21157",0,0,0,0,0,0,0,1998,"21157_1998"
"21158",0,0,0,0,0,0,0,1998,"21158_1998"
"21159",0,0,0,0,0,0,0,1998,"21159_1998"
"21160",0,0,0,0,0,0,0,1998,"21160_1998"
"21161",0,0,0,0,0,0,0,1998,"21161_1998"
"21162",0,0,0,0,0,0,0,1998,"21162_1998"
"21163",0,0,0,0,0,0,0,1998,"21163_1998"
"21164",1109,NA,NA,72,255,284,498,1998,"21164_1998"
"21165",0,0,0,0,0,0,0,1998,"21165_1998"
"21166",0,0,0,0,0,0,0,1998,"21166_1998"
"21167",0,0,0,0,0,0,0,1998,"21167_1998"
"21168",0,0,0,0,0,0,0,1998,"21168_1998"
"21169",313,NA,NA,29,57,53,174,1998,"21169_1998"
"21170",0,0,0,0,0,0,0,1998,"21170_1998"
"21171",0,0,0,0,0,0,0,1998,"21171_1998"
"21172",158,NA,NA,20,33,35,70,1998,"21172_1998"
"21173",0,0,0,0,0,0,0,1998,"21173_1998"
"21174",1069,NA,NA,29,283,296,461,1998,"21174_1998"
"21175",0,0,0,0,0,0,0,1998,"21175_1998"
"21176",0,0,0,0,0,0,0,1998,"21176_1998"
"21177",0,0,0,0,0,0,0,1998,"21177_1998"
"21178",0,0,0,0,0,0,0,1998,"21178_1998"
"21179",0,0,0,0,0,0,0,1998,"21179_1998"
"21180",0,0,0,0,0,0,0,1998,"21180_1998"
"21181",0,0,0,0,0,0,0,1998,"21181_1998"
"21182",0,0,0,0,0,0,0,1998,"21182_1998"
"21183",0,0,0,0,0,0,0,1998,"21183_1998"
"21184",0,0,0,0,0,0,0,1998,"21184_1998"
"21185",0,0,0,0,0,0,0,1998,"21185_1998"
"21186",492,NA,NA,31,118,166,177,1998,"21186_1998"
"21187",0,0,0,0,0,0,0,1998,"21187_1998"
"21188",0,0,0,0,0,0,0,1998,"21188_1998"
"21189",0,0,0,0,0,0,0,1998,"21189_1998"
"21190",0,0,0,0,0,0,0,1998,"21190_1998"
"21191",0,0,0,0,0,0,0,1998,"21191_1998"
"21192",0,0,0,0,0,0,0,1998,"21192_1998"
"21193",0,0,0,0,0,0,0,1998,"21193_1998"
"21194",0,0,0,0,0,0,0,1998,"21194_1998"
"21195",0,0,0,0,0,0,0,1998,"21195_1998"
"21196",0,0,0,0,0,0,0,1998,"21196_1998"
"21197",941,NA,NA,97,212,208,424,1998,"21197_1998"
"21198",0,0,0,0,0,0,0,1998,"21198_1998"
"21199",0,0,0,0,0,0,0,1998,"21199_1998"
"21200",0,0,0,0,0,0,0,1998,"21200_1998"
"21201",0,0,0,0,0,0,0,1998,"21201_1998"
"21202",0,0,0,0,0,0,0,1998,"21202_1998"
"21203",0,0,0,0,0,0,0,1998,"21203_1998"
"21204",0,0,0,0,0,0,0,1998,"21204_1998"
"21205",0,0,0,0,0,0,0,1998,"21205_1998"
"21206",0,0,0,0,0,0,0,1998,"21206_1998"
"21207",378,NA,NA,28,150,72,128,1998,"21207_1998"
"21208",643,NA,NA,53,161,161,268,1998,"21208_1998"
"21209",0,0,0,0,0,0,0,1998,"21209_1998"
"21210",86,NA,NA,8,17,11,50,1998,"21210_1998"
"21211",0,0,0,0,0,0,0,1998,"21211_1998"
"21212",0,0,0,0,0,0,0,1998,"21212_1998"
"21213",0,0,0,0,0,0,0,1998,"21213_1998"
"21214",0,0,0,0,0,0,0,1998,"21214_1998"
"21215",0,0,0,0,0,0,0,1998,"21215_1998"
"21216",0,0,0,0,0,0,0,1998,"21216_1998"
"21217",0,0,0,0,0,0,0,1998,"21217_1998"
"22001",594,52,NA,61,118,96,267,1998,"22001_1998"
"22002",NA,NA,NA,NA,NA,NA,NA,1998,"22002_1998"
"22003",NA,NA,NA,NA,NA,NA,NA,1998,"22003_1998"
"22004",813,68,NA,62,131,162,390,1998,"22004_1998"
"22005",NA,NA,NA,NA,NA,NA,NA,1998,"22005_1998"
"22006",NA,NA,NA,NA,NA,NA,NA,1998,"22006_1998"
"22007",NA,NA,NA,NA,NA,NA,NA,1998,"22007_1998"
"22008",NA,NA,NA,NA,NA,NA,NA,1998,"22008_1998"
"22009",535,48,NA,59,123,87,218,1998,"22009_1998"
"22010",NA,NA,NA,NA,NA,NA,NA,1998,"22010_1998"
"22011",NA,NA,NA,NA,NA,NA,NA,1998,"22011_1998"
"22012",NA,NA,NA,NA,NA,NA,NA,1998,"22012_1998"
"22013",NA,NA,NA,NA,NA,NA,NA,1998,"22013_1998"
"22014",17362,1898,NA,627,2716,6215,5906,1998,"22014_1998"
"22015",NA,NA,NA,NA,NA,NA,NA,1998,"22015_1998"
"22016",4165,379,NA,210,877,1205,1494,1998,"22016_1998"
"22017",569,50,NA,29,110,141,239,1998,"22017_1998"
"22018",381,44,NA,25,98,61,153,1998,"22018_1998"
"23001",1102,NA,NA,16,182,522,382,1998,"23001_1998"
"23002",394,NA,NA,15,93,128,158,1998,"23002_1998"
"23003",259,NA,NA,10,39,126,84,1998,"23003_1998"
"23004",3900,NA,NA,81,581,1782,1456,1998,"23004_1998"
"23005",8694,NA,NA,209,1030,3820,3635,1998,"23005_1998"
"23006",149,NA,NA,8,27,51,63,1998,"23006_1998"
"23007",79,NA,NA,9,7,24,39,1998,"23007_1998"
"23008",1474,NA,NA,83,159,670,562,1998,"23008_1998"
"23009",0,0,0,0,0,0,0,1998,"23009_1998"
"23010",NA,NA,NA,NA,NA,NA,NA,1998,"23010_1998"
"23011",NA,NA,NA,NA,NA,NA,NA,1998,"23011_1998"
"24001",302,56,NA,2,64,53,127,1998,"24001_1998"
"24002",10,3,NA,NA,2,1,4,1998,"24002_1998"
"24003",220,14,NA,3,68,24,111,1998,"24003_1998"
"24004",2,NA,NA,NA,1,1,0,1998,"24004_1998"
"24005",519,81,NA,7,114,108,209,1998,"24005_1998"
"24006",NA,NA,NA,NA,NA,NA,NA,1998,"24006_1998"
"24007",440,46,NA,1,89,99,205,1998,"24007_1998"
"24008",510,66,NA,5,124,78,237,1998,"24008_1998"
"24009",NA,NA,NA,NA,NA,NA,NA,1998,"24009_1998"
"24010",328,42,NA,5,66,50,165,1998,"24010_1998"
"24011",440,70,NA,1,76,81,212,1998,"24011_1998"
"24012",370,41,NA,10,81,61,177,1998,"24012_1998"
"24013",2632,317,NA,38,553,670,1054,1998,"24013_1998"
"24014",170,17,NA,NA,53,28,72,1998,"24014_1998"
"24015",298,53,NA,3,85,62,95,1998,"24015_1998"
"24016",371,52,NA,8,57,91,163,1998,"24016_1998"
"24017",211,27,NA,12,57,28,87,1998,"24017_1998"
"24018",27,NA,NA,1,7,3,16,1998,"24018_1998"
"24019",8,2,NA,NA,2,NA,4,1998,"24019_1998"
"24020",1563,177,NA,42,387,360,597,1998,"24020_1998"
"24021",143,26,NA,NA,32,42,43,1998,"24021_1998"
"24022",124,23,NA,6,27,17,51,1998,"24022_1998"
"24023",78,11,NA,2,15,19,31,1998,"24023_1998"
"24024",1377,197,NA,46,239,393,502,1998,"24024_1998"
"24025",130,19,NA,5,19,20,67,1998,"24025_1998"
"24026",13,2,NA,NA,6,NA,5,1998,"24026_1998"
"24027",108,18,NA,1,14,31,44,1998,"24027_1998"
"24028",18128,3359,NA,218,3760,5244,5547,1998,"24028_1998"
"24029",89,9,NA,1,22,6,51,1998,"24029_1998"
"24030",50,5,NA,2,9,9,25,1998,"24030_1998"
"24031",3,2,NA,NA,NA,NA,1,1998,"24031_1998"
"24032",498,72,NA,10,114,108,194,1998,"24032_1998"
"24033",18,2,NA,NA,10,2,4,1998,"24033_1998"
"24034",198,20,NA,2,38,43,95,1998,"24034_1998"
"24035",1340,238,NA,16,268,365,453,1998,"24035_1998"
"24036",267,37,NA,5,57,28,140,1998,"24036_1998"
"24037",1171,112,NA,17,255,191,596,1998,"24037_1998"
"24038",127,15,NA,3,39,13,57,1998,"24038_1998"
"24039",NA,NA,NA,NA,NA,NA,NA,1998,"24039_1998"
"24040",400,38,NA,7,85,132,138,1998,"24040_1998"
"24041",35,2,NA,1,15,1,16,1998,"24041_1998"
"24042",64,6,NA,1,10,17,30,1998,"24042_1998"
"24043",4,NA,NA,NA,3,NA,1,1998,"24043_1998"
"24044",NA,NA,NA,NA,NA,NA,NA,1998,"24044_1998"
"24045",138,28,NA,1,27,18,64,1998,"24045_1998"
"24046",93,22,NA,NA,21,16,34,1998,"24046_1998"
"24047",64,9,NA,NA,17,5,33,1998,"24047_1998"
"24048",NA,NA,NA,NA,NA,NA,NA,1998,"24048_1998"
"24049",160,27,NA,3,42,25,63,1998,"24049_1998"
"24050",260,38,NA,14,78,49,81,1998,"24050_1998"
"24051",196,28,NA,1,65,34,68,1998,"24051_1998"
"24052",67,6,NA,NA,13,12,36,1998,"24052_1998"
"24053",222,14,NA,2,48,26,132,1998,"24053_1998"
"24054",214,15,NA,4,65,37,93,1998,"24054_1998"
"24055",16,1,NA,NA,5,NA,10,1998,"24055_1998"
"24056",5,NA,NA,NA,2,NA,3,1998,"24056_1998"
"24057",13,NA,NA,NA,8,2,3,1998,"24057_1998"
"24058",400,76,NA,2,53,76,193,1998,"24058_1998"
"25001",2161,203,NA,110,231,1136,481,1998,"25001_1998"
"25002",154,13,NA,7,13,86,35,1998,"25002_1998"
"25003",93,5,NA,34,24,20,10,1998,"25003_1998"
"25004",130,13,NA,16,42,33,26,1998,"25004_1998"
"25005",81,4,NA,21,9,28,19,1998,"25005_1998"
"25006",6278,534,NA,350,614,3947,833,1998,"25006_1998"
"25007",151,10,NA,41,32,43,25,1998,"25007_1998"
"25008",264,18,NA,13,33,148,52,1998,"25008_1998"
"25009",345,35,NA,23,77,137,73,1998,"25009_1998"
"25010",383,34,NA,31,67,177,74,1998,"25010_1998"
"25011",1074,94,NA,81,147,562,190,1998,"25011_1998"
"25012",3997,342,NA,117,764,2229,545,1998,"25012_1998"
"25013",214,12,NA,42,30,102,28,1998,"25013_1998"
"25014",290,35,NA,35,61,107,52,1998,"25014_1998"
"25015",434,24,NA,32,38,271,69,1998,"25015_1998"
"25016",82,8,NA,22,15,23,14,1998,"25016_1998"
"25017",278,14,NA,65,49,91,59,1998,"25017_1998"
"25018",438,46,NA,77,106,161,48,1998,"25018_1998"
"26001",15,3,0,0,1,4,7,1998,"26001_1998"
"26002",1489,145,18,44,224,632,426,1998,"26002_1998"
"26003",481,39,2,20,75,154,191,1998,"26003_1998"
"26004",52,8,0,5,19,14,6,1998,"26004_1998"
"26005",7,0,0,1,2,2,2,1998,"26005_1998"
"26006",49,6,0,0,4,9,30,1998,"26006_1998"
"26007",5,0,0,0,1,1,3,1998,"26007_1998"
"26008",12,1,0,0,3,6,2,1998,"26008_1998"
"26009",10,2,0,0,1,3,4,1998,"26009_1998"
"26010",3,1,0,0,1,1,0,1998,"26010_1998"
"26011",9,0,0,0,3,1,5,1998,"26011_1998"
"26012",716,88,7,49,128,207,237,1998,"26012_1998"
"26013",45,5,0,1,8,10,21,1998,"26013_1998"
"26014",48,7,1,1,9,2,28,1998,"26014_1998"
"26015",6,0,0,1,0,0,5,1998,"26015_1998"
"26016",194,44,2,23,56,45,24,1998,"26016_1998"
"26017",1341,149,10,58,209,598,317,1998,"26017_1998"
"26018",9038,1326,45,122,1694,3553,2298,1998,"26018_1998"
"26019",643,78,3,14,96,316,136,1998,"26019_1998"
"26020",81,6,0,5,18,31,21,1998,"26020_1998"
"26021",53,4,0,2,6,15,26,1998,"26021_1998"
"26022",26,4,0,0,5,5,12,1998,"26022_1998"
"26023",103,14,1,1,9,37,41,1998,"26023_1998"
"26024",8,0,0,0,0,0,8,1998,"26024_1998"
"26025",423,29,9,20,119,141,105,1998,"26025_1998"
"26026",359,25,2,12,86,95,139,1998,"26026_1998"
"26027",24,1,1,2,4,6,10,1998,"26027_1998"
"26028",3,1,0,0,1,0,1,1998,"26028_1998"
"26029",1212,122,11,48,267,385,379,1998,"26029_1998"
"26030",17191,2182,100,262,3298,6948,4401,1998,"26030_1998"
"26031",13,1,1,0,1,2,8,1998,"26031_1998"
"26032",4,1,0,0,2,0,1,1998,"26032_1998"
"26033",1355,66,1,27,174,629,458,1998,"26033_1998"
"26034",9,0,0,1,5,2,1,1998,"26034_1998"
"26035",138,9,3,5,19,64,38,1998,"26035_1998"
"26036",381,23,4,8,36,222,88,1998,"26036_1998"
"26037",21,3,0,1,2,5,10,1998,"26037_1998"
"26038",41,6,0,1,8,10,16,1998,"26038_1998"
"26039",83,7,2,3,15,33,23,1998,"26039_1998"
"26040",30,4,0,3,9,5,9,1998,"26040_1998"
"26041",189,16,1,9,21,92,50,1998,"26041_1998"
"26042",3509,255,19,111,489,1798,837,1998,"26042_1998"
"26043",3084,294,49,88,445,1566,642,1998,"26043_1998"
"26044",10,4,0,0,1,1,4,1998,"26044_1998"
"26045",21,1,0,2,4,4,10,1998,"26045_1998"
"26046",0,0,0,0,0,0,0,1998,"26046_1998"
"26047",25,3,0,1,3,13,5,1998,"26047_1998"
"26048",831,86,9,17,148,351,220,1998,"26048_1998"
"26049",46,6,0,3,7,12,18,1998,"26049_1998"
"26050",11,0,0,0,2,2,7,1998,"26050_1998"
"26051",173,18,2,22,12,32,87,1998,"26051_1998"
"26052",49,1,1,2,10,16,19,1998,"26052_1998"
"26053",3,0,0,0,1,0,2,1998,"26053_1998"
"26054",6,1,0,0,2,0,3,1998,"26054_1998"
"26055",3240,428,11,92,447,1589,673,1998,"26055_1998"
"26056",41,6,0,0,7,13,15,1998,"26056_1998"
"26057",7,0,0,0,2,1,4,1998,"26057_1998"
"26058",233,14,0,14,25,125,55,1998,"26058_1998"
"26059",0,0,0,0,0,0,0,1998,"26059_1998"
"26060",18,1,1,2,4,4,6,1998,"26060_1998"
"26061",11,2,0,1,2,1,5,1998,"26061_1998"
"26062",6,1,0,2,1,1,1,1998,"26062_1998"
"26063",18,7,0,0,0,3,8,1998,"26063_1998"
"26064",11,0,0,2,2,2,5,1998,"26064_1998"
"26065",24,2,0,4,1,5,12,1998,"26065_1998"
"26066",198,14,3,9,48,46,78,1998,"26066_1998"
"26067",18,1,1,1,1,4,10,1998,"26067_1998"
"26068",9,0,0,0,2,4,3,1998,"26068_1998"
"26069",53,3,0,9,5,18,18,1998,"26069_1998"
"26070",372,60,3,7,69,103,130,1998,"26070_1998"
"26071",585,37,2,13,118,223,192,1998,"26071_1998"
"26072",17,0,1,0,2,11,3,1998,"26072_1998"
"27001",752,58,7,14,136,118,419,1998,"27001_1998"
"27002",4688,418,58,29,885,1003,2295,1998,"27002_1998"
"27003",1626,120,15,34,321,343,793,1998,"27003_1998"
"27004",19976,2811,203,130,3015,5096,8721,1998,"27004_1998"
"27005",3058,301,36,16,713,430,1562,1998,"27005_1998"
"27006",2090,239,24,9,441,449,928,1998,"27006_1998"
"27007",476,29,8,5,88,119,227,1998,"27007_1998"
"27008",2286,225,37,35,459,380,1150,1998,"27008_1998"
"27009",591,94,5,1,109,107,275,1998,"27009_1998"
"27010",1137,127,12,4,221,216,557,1998,"27010_1998"
"27011",488,37,3,0,84,79,285,1998,"27011_1998"
"27012",2523,207,27,23,503,392,1371,1998,"27012_1998"
"27013",1530,182,13,4,369,179,783,1998,"27013_1998"
"27014",1013,121,18,9,253,342,270,1998,"27014_1998"
"27015",414,24,12,3,125,56,194,1998,"27015_1998"
"27016",932,75,10,3,203,219,422,1998,"27016_1998"
"27017",779,62,11,16,142,123,425,1998,"27017_1998"
"28001",170,12,NA,6,32,47,73,1998,"28001_1998"
"28002",333,41,NA,16,50,88,138,1998,"28002_1998"
"28003",1568,75,NA,46,251,480,716,1998,"28003_1998"
"28004",17,3,NA,0,3,0,11,1998,"28004_1998"
"28005",32,3,NA,0,2,9,18,1998,"28005_1998"
"28006",13,0,NA,1,4,0,8,1998,"28006_1998"
"28007",288,25,NA,14,69,78,102,1998,"28007_1998"
"28008",6,0,NA,0,0,2,4,1998,"28008_1998"
"28009",2896,206,NA,44,452,867,1327,1998,"28009_1998"
"28010",9,0,NA,2,1,3,3,1998,"28010_1998"
"28011",39,1,NA,1,5,15,17,1998,"28011_1998"
"28012",439,20,NA,15,60,141,203,1998,"28012_1998"
"28013",122,6,NA,11,23,29,53,1998,"28013_1998"
"28014",65,7,NA,5,10,15,28,1998,"28014_1998"
"28015",226,12,NA,17,48,74,75,1998,"28015_1998"
"28016",241,21,NA,19,35,52,114,1998,"28016_1998"
"28017",141,7,NA,7,34,42,51,1998,"28017_1998"
"28018",96,5,NA,11,11,31,38,1998,"28018_1998"
"28019",199,15,NA,10,33,53,88,1998,"28019_1998"
"28020",12,1,NA,2,4,1,4,1998,"28020_1998"
"28021",1462,109,NA,38,225,460,630,1998,"28021_1998"
"28022",6604,363,NA,174,729,3264,2074,1998,"28022_1998"
"28023",9,2,NA,0,2,1,4,1998,"28023_1998"
"28024",122,5,NA,7,16,49,45,1998,"28024_1998"
"28025",397,28,NA,21,64,166,118,1998,"28025_1998"
"28026",14,0,NA,1,2,1,10,1998,"28026_1998"
"28027",6096,181,NA,150,1233,2940,1592,1998,"28027_1998"
"28028",2,0,NA,0,1,0,1,1998,"28028_1998"
"28029",142,14,NA,7,29,17,75,1998,"28029_1998"
"28030",198,12,NA,13,17,54,102,1998,"28030_1998"
"28031",20,0,NA,4,7,1,8,1998,"28031_1998"
"28032",5645,352,NA,176,886,2489,1742,1998,"28032_1998"
"28033",1909,108,NA,43,279,755,724,1998,"28033_1998"
"28034",70,6,NA,2,13,25,24,1998,"28034_1998"
"28035",619,44,NA,38,84,211,242,1998,"28035_1998"
"28036",4,0,NA,1,1,1,1,1998,"28036_1998"
"28037",349,18,NA,13,75,99,144,1998,"28037_1998"
"28038",4048,238,NA,49,588,1718,1455,1998,"28038_1998"
"28039",214,17,NA,9,47,30,111,1998,"28039_1998"
"28040",575,37,NA,30,57,251,200,1998,"28040_1998"
"28041",3967,374,NA,49,495,1343,1706,1998,"28041_1998"
"28042",47,7,NA,2,5,19,14,1998,"28042_1998"
"28043",280,16,NA,9,62,50,143,1998,"28043_1998"
"29001",NA,NA,NA,NA,NA,NA,NA,1998,"29001_1998"
"29002",NA,NA,NA,NA,NA,NA,NA,1998,"29002_1998"
