"muni","total","danio","delsex","hom","les","robo","otros","year","muniYear"
"19030",NA,NA,NA,NA,NA,NA,NA,2003,"19030_2003"
"19031",1266,163,10,10,339,476,268,2003,"19031_2003"
"19032",NA,NA,NA,NA,NA,NA,NA,2003,"19032_2003"
"19033",859,94,10,18,159,327,251,2003,"19033_2003"
"19034",NA,NA,NA,NA,NA,NA,NA,2003,"19034_2003"
"19035",NA,NA,NA,NA,NA,NA,NA,2003,"19035_2003"
"19036",NA,NA,NA,NA,NA,NA,NA,2003,"19036_2003"
"19037",NA,NA,NA,NA,NA,NA,NA,2003,"19037_2003"
"19038",1116,150,17,10,208,399,332,2003,"19038_2003"
"19039",26328,3867,465,133,2910,12037,6916,2003,"19039_2003"
"19040",NA,NA,NA,NA,NA,NA,NA,2003,"19040_2003"
"19041",NA,NA,NA,NA,NA,NA,NA,2003,"19041_2003"
"19042",NA,NA,NA,NA,NA,NA,NA,2003,"19042_2003"
"19043",NA,NA,NA,NA,NA,NA,NA,2003,"19043_2003"
"19044",581,67,2,23,153,195,141,2003,"19044_2003"
"19045",NA,NA,NA,NA,NA,NA,NA,2003,"19045_2003"
"19046",4768,1292,71,30,584,1494,1297,2003,"19046_2003"
"19047",NA,NA,NA,NA,NA,NA,NA,2003,"19047_2003"
"19048",4179,794,52,20,1066,1344,903,2003,"19048_2003"
"19049",633,125,2,11,101,207,187,2003,"19049_2003"
"19050",NA,NA,NA,NA,NA,NA,NA,2003,"19050_2003"
"19051",82,9,1,0,17,27,28,2003,"19051_2003"
"20001",4,0,NA,0,2,0,2,2003,"20001_2003"
"20002",285,21,NA,26,45,64,129,2003,"20002_2003"
"20003",8,0,NA,2,1,0,5,2003,"20003_2003"
"20004",4,0,NA,1,1,0,2,2003,"20004_2003"
"20005",49,5,NA,6,12,9,17,2003,"20005_2003"
"20006",322,35,NA,20,82,68,117,2003,"20006_2003"
"20007",24,3,NA,1,6,0,14,2003,"20007_2003"
"20008",3,0,NA,0,1,0,2,2003,"20008_2003"
"20009",55,3,NA,1,14,5,32,2003,"20009_2003"
"20010",49,2,NA,5,14,7,21,2003,"20010_2003"
"20011",2,0,NA,0,0,0,2,2003,"20011_2003"
"20012",39,4,NA,10,11,3,11,2003,"20012_2003"
"20013",17,4,NA,0,7,3,3,2003,"20013_2003"
"20014",283,35,NA,16,50,55,127,2003,"20014_2003"
"20015",11,1,NA,2,1,1,6,2003,"20015_2003"
"20016",18,1,NA,5,3,3,6,2003,"20016_2003"
"20017",2,1,NA,0,1,0,0,2003,"20017_2003"
"20018",4,0,NA,0,0,0,4,2003,"20018_2003"
"20019",4,0,NA,0,0,0,4,2003,"20019_2003"
"20020",1,0,NA,0,1,0,0,2003,"20020_2003"
"20021",158,9,NA,16,29,39,65,2003,"20021_2003"
"20022",NA,NA,NA,NA,NA,NA,NA,2003,"20022_2003"
"20023",46,3,NA,5,10,3,25,2003,"20023_2003"
"20024",10,0,NA,2,4,0,4,2003,"20024_2003"
"20025",92,8,NA,8,17,24,35,2003,"20025_2003"
"20026",36,2,NA,7,8,4,15,2003,"20026_2003"
"20027",NA,NA,NA,NA,NA,NA,NA,2003,"20027_2003"
"20028",148,18,NA,10,33,22,65,2003,"20028_2003"
"20029",15,1,NA,0,5,2,7,2003,"20029_2003"
"20030",13,0,NA,1,6,2,4,2003,"20030_2003"
"20031",48,5,NA,4,10,6,23,2003,"20031_2003"
"20032",NA,NA,NA,NA,NA,NA,NA,2003,"20032_2003"
"20033",17,3,NA,0,3,4,7,2003,"20033_2003"
"20034",6,0,NA,0,1,3,2,2003,"20034_2003"
"20035",8,2,NA,0,1,2,3,2003,"20035_2003"
"20036",22,0,NA,6,3,2,11,2003,"20036_2003"
"20037",NA,NA,NA,NA,NA,NA,NA,2003,"20037_2003"
"20038",7,0,NA,3,1,0,3,2003,"20038_2003"
"20039",1069,127,NA,60,240,228,414,2003,"20039_2003"
"20040",16,2,NA,0,3,3,8,2003,"20040_2003"
"20041",409,34,NA,39,121,46,169,2003,"20041_2003"
"20042",82,6,NA,6,28,11,31,2003,"20042_2003"
"20043",1718,185,NA,73,390,372,698,2003,"20043_2003"
"20044",435,33,NA,22,65,169,146,2003,"20044_2003"
"20045",40,3,NA,4,6,8,19,2003,"20045_2003"
"20046",14,0,NA,1,5,3,5,2003,"20046_2003"
"20047",NA,NA,NA,NA,NA,NA,NA,2003,"20047_2003"
"20048",NA,NA,NA,NA,NA,NA,NA,2003,"20048_2003"
"20049",9,1,NA,0,3,0,5,2003,"20049_2003"
"20050",10,0,NA,3,0,3,4,2003,"20050_2003"
"20051",31,3,NA,2,6,3,17,2003,"20051_2003"
"20052",16,3,NA,1,2,1,9,2003,"20052_2003"
"20053",4,1,NA,0,1,0,2,2003,"20053_2003"
"20054",5,0,NA,1,0,0,4,2003,"20054_2003"
"20055",7,1,NA,0,5,1,0,2003,"20055_2003"
"20056",11,1,NA,1,1,1,7,2003,"20056_2003"
"20057",607,53,NA,41,119,110,284,2003,"20057_2003"
"20058",31,4,NA,3,10,3,11,2003,"20058_2003"
"20059",516,48,NA,32,109,105,222,2003,"20059_2003"
"20060",3,0,NA,0,0,1,2,2003,"20060_2003"
"20061",5,1,NA,1,1,0,2,2003,"20061_2003"
"20062",1,0,NA,0,0,0,1,2003,"20062_2003"
"20063",30,2,NA,1,5,3,19,2003,"20063_2003"
"20064",12,1,NA,2,5,0,4,2003,"20064_2003"
"20065",6,1,NA,4,1,0,0,2003,"20065_2003"
"20066",NA,NA,NA,NA,NA,NA,NA,2003,"20066_2003"
"20067",13802,1618,NA,374,2617,3075,6118,2003,"20067_2003"
"20068",311,23,NA,29,84,50,125,2003,"20068_2003"
"20069",NA,NA,NA,NA,NA,NA,NA,2003,"20069_2003"
"20070",33,2,NA,8,6,2,15,2003,"20070_2003"
"20071",14,3,NA,0,7,2,2,2003,"20071_2003"
"20072",23,2,NA,6,3,5,7,2003,"20072_2003"
"20073",451,39,NA,62,96,67,187,2003,"20073_2003"
"20074",3,2,NA,1,0,0,0,2003,"20074_2003"
"20075",10,0,NA,0,2,3,5,2003,"20075_2003"
"20076",5,0,NA,0,4,0,1,2003,"20076_2003"
"20077",26,2,NA,2,10,3,9,2003,"20077_2003"
"20078",5,1,NA,0,1,0,3,2003,"20078_2003"
"20079",1898,185,NA,84,375,480,774,2003,"20079_2003"
"20080",14,0,NA,0,1,1,12,2003,"20080_2003"
"20081",9,0,NA,0,3,0,6,2003,"20081_2003"
"20082",9,0,NA,2,2,2,3,2003,"20082_2003"
"20083",38,5,NA,2,9,6,16,2003,"20083_2003"
"20084",23,0,NA,0,6,1,16,2003,"20084_2003"
"20085",44,3,NA,8,7,8,18,2003,"20085_2003"
"20086",2,0,NA,0,1,1,0,2003,"20086_2003"
"20087",9,2,NA,0,3,0,4,2003,"20087_2003"
"20088",11,0,NA,0,4,0,7,2003,"20088_2003"
"20089",6,1,NA,1,3,0,1,2003,"20089_2003"
"20090",34,0,NA,4,7,4,19,2003,"20090_2003"
"20091",10,1,NA,0,3,0,6,2003,"20091_2003"
"20092",4,0,NA,1,2,0,1,2003,"20092_2003"
"20093",NA,NA,NA,NA,NA,NA,NA,2003,"20093_2003"
"20094",7,0,NA,0,4,0,3,2003,"20094_2003"
"20095",4,1,NA,2,1,0,0,2003,"20095_2003"
"20096",3,1,NA,0,0,2,0,2003,"20096_2003"
"20097",5,0,NA,3,0,0,2,2003,"20097_2003"
"20098",10,0,NA,2,5,0,3,2003,"20098_2003"
"20099",2,0,NA,1,0,0,1,2003,"20099_2003"
"20100",8,1,NA,0,2,1,4,2003,"20100_2003"
"20101",1,0,NA,0,0,0,1,2003,"20101_2003"
"20102",21,0,NA,1,1,6,13,2003,"20102_2003"
"20103",32,2,NA,6,8,5,11,2003,"20103_2003"
"20104",6,0,NA,2,3,1,0,2003,"20104_2003"
"20105",12,0,NA,1,1,0,10,2003,"20105_2003"
"20106",NA,NA,NA,NA,NA,NA,NA,2003,"20106_2003"
"20107",112,16,NA,6,38,18,34,2003,"20107_2003"
"20108",3,0,NA,0,0,0,3,2003,"20108_2003"
"20109",14,0,NA,0,2,4,8,2003,"20109_2003"
"20110",NA,NA,NA,NA,NA,NA,NA,2003,"20110_2003"
"20111",13,2,NA,0,2,0,9,2003,"20111_2003"
"20112",18,2,NA,2,4,0,10,2003,"20112_2003"
"20113",10,1,NA,3,2,0,4,2003,"20113_2003"
"20114",2,0,NA,1,0,1,0,2003,"20114_2003"
"20115",29,2,NA,0,9,5,13,2003,"20115_2003"
"20116",12,1,NA,2,2,0,7,2003,"20116_2003"
"20117",4,0,NA,1,1,0,2,2003,"20117_2003"
"20118",9,0,NA,2,2,1,4,2003,"20118_2003"
"20119",1,0,NA,0,0,1,0,2003,"20119_2003"
"20120",2,0,NA,0,0,0,2,2003,"20120_2003"
"20121",4,0,NA,1,1,0,2,2003,"20121_2003"
"20122",NA,NA,NA,NA,NA,NA,NA,2003,"20122_2003"
"20123",8,0,NA,3,3,0,2,2003,"20123_2003"
"20124",54,3,NA,2,12,8,29,2003,"20124_2003"
"20125",65,6,NA,16,8,6,29,2003,"20125_2003"
"20126",4,0,NA,0,1,0,3,2003,"20126_2003"
"20127",2,1,NA,0,1,0,0,2003,"20127_2003"
"20128",3,3,NA,0,0,0,0,2003,"20128_2003"
"20129",5,0,NA,0,0,1,4,2003,"20129_2003"
"20130",7,2,NA,0,1,1,3,2003,"20130_2003"
"20131",13,0,NA,3,3,0,7,2003,"20131_2003"
"20132",5,0,NA,1,2,0,2,2003,"20132_2003"
"20133",10,2,NA,2,0,2,4,2003,"20133_2003"
"20134",62,6,NA,8,16,4,28,2003,"20134_2003"
"20135",25,2,NA,2,8,1,12,2003,"20135_2003"
"20136",52,7,NA,5,6,8,26,2003,"20136_2003"
"20137",7,2,NA,1,0,1,3,2003,"20137_2003"
"20138",2,0,NA,1,1,0,0,2003,"20138_2003"
"20139",3,0,NA,2,1,0,0,2003,"20139_2003"
"20140",2,0,NA,0,0,0,2,2003,"20140_2003"
"20141",53,4,NA,8,7,4,30,2003,"20141_2003"
"20142",7,0,NA,1,0,2,4,2003,"20142_2003"
"20143",37,5,NA,3,2,11,16,2003,"20143_2003"
"20144",6,1,NA,2,0,0,3,2003,"20144_2003"
"20145",31,3,NA,1,4,5,18,2003,"20145_2003"
"20146",5,1,NA,2,0,1,1,2003,"20146_2003"
"20147",NA,NA,NA,NA,NA,NA,NA,2003,"20147_2003"
"20148",3,0,NA,0,1,0,2,2003,"20148_2003"
"20149",4,0,NA,0,0,1,3,2003,"20149_2003"
"20150",102,6,NA,5,30,10,51,2003,"20150_2003"
"20151",3,0,NA,0,0,0,3,2003,"20151_2003"
"20152",1,0,NA,0,0,0,1,2003,"20152_2003"
"20153",12,1,NA,2,3,2,4,2003,"20153_2003"
"20154",4,0,NA,1,1,2,0,2003,"20154_2003"
"20155",NA,NA,NA,NA,NA,NA,NA,2003,"20155_2003"
"20156",60,7,NA,4,9,6,34,2003,"20156_2003"
"20157",35,3,NA,0,9,9,14,2003,"20157_2003"
"20158",3,0,NA,1,0,1,1,2003,"20158_2003"
"20159",5,0,NA,4,0,0,1,2003,"20159_2003"
"20160",24,2,NA,1,6,1,14,2003,"20160_2003"
"20161",17,1,NA,2,4,1,9,2003,"20161_2003"
"20162",3,0,NA,1,1,0,1,2003,"20162_2003"
"20163",12,0,NA,4,1,0,7,2003,"20163_2003"
"20164",14,1,NA,1,2,1,9,2003,"20164_2003"
"20165",8,0,NA,1,1,0,6,2003,"20165_2003"
"20166",25,2,NA,1,6,6,10,2003,"20166_2003"
"20167",7,0,NA,0,2,2,3,2003,"20167_2003"
"20168",4,0,NA,0,0,1,3,2003,"20168_2003"
"20169",1,1,NA,0,0,0,0,2003,"20169_2003"
"20170",5,0,NA,2,3,0,0,2003,"20170_2003"
"20171",50,3,NA,10,13,7,17,2003,"20171_2003"
"20172",3,1,NA,1,0,1,0,2003,"20172_2003"
"20173",13,0,NA,1,4,0,8,2003,"20173_2003"
"20174",20,2,NA,0,2,3,13,2003,"20174_2003"
"20175",4,0,NA,1,1,0,2,2003,"20175_2003"
"20176",55,14,NA,2,12,6,21,2003,"20176_2003"
"20177",196,24,NA,23,54,34,61,2003,"20177_2003"
"20178",38,4,NA,3,9,4,18,2003,"20178_2003"
"20179",3,2,NA,1,0,0,0,2003,"20179_2003"
"20180",8,2,NA,2,0,1,3,2003,"20180_2003"
"20181",1,0,NA,1,0,0,0,2003,"20181_2003"
"20182",4,0,NA,0,1,0,3,2003,"20182_2003"
"20183",2,0,NA,0,0,0,2,2003,"20183_2003"
"20184",2854,217,NA,158,517,817,1145,2003,"20184_2003"
"20185",51,11,NA,4,9,7,20,2003,"20185_2003"
"20186",6,0,NA,2,0,3,1,2003,"20186_2003"
"20187",4,0,NA,1,0,1,2,2003,"20187_2003"
"20188",22,3,NA,2,1,2,14,2003,"20188_2003"
"20189",2,0,NA,1,0,0,1,2003,"20189_2003"
"20190",105,7,NA,16,18,15,49,2003,"20190_2003"
"20191",2,0,NA,0,0,1,1,2003,"20191_2003"
"20192",7,0,NA,0,4,1,2,2003,"20192_2003"
"20193",20,1,NA,3,7,1,8,2003,"20193_2003"
"20194",4,0,NA,2,0,0,2,2003,"20194_2003"
"20195",7,0,NA,0,3,1,3,2003,"20195_2003"
"20196",1,0,NA,0,0,0,1,2003,"20196_2003"
"20197",19,2,NA,1,5,3,8,2003,"20197_2003"
"20198",82,4,NA,10,20,8,40,2003,"20198_2003"
"20199",3,1,NA,2,0,0,0,2003,"20199_2003"
"20200",7,0,NA,0,4,0,3,2003,"20200_2003"
"20201",3,0,NA,0,1,0,2,2003,"20201_2003"
"20202",17,0,NA,1,2,3,11,2003,"20202_2003"
"20203",3,0,NA,1,0,0,2,2003,"20203_2003"
"20204",6,0,NA,0,3,0,3,2003,"20204_2003"
"20205",50,9,NA,4,4,4,29,2003,"20205_2003"
"20206",5,0,NA,2,0,1,2,2003,"20206_2003"
"20207",32,2,NA,3,7,3,17,2003,"20207_2003"
"20208",27,2,NA,3,6,3,13,2003,"20208_2003"
"20209",NA,NA,NA,NA,NA,NA,NA,2003,"20209_2003"
"20210",16,0,NA,6,3,1,6,2003,"20210_2003"
"20211",4,1,NA,2,1,0,0,2003,"20211_2003"
"20212",1,0,NA,0,0,1,0,2003,"20212_2003"
"20213",1,0,NA,1,0,0,0,2003,"20213_2003"
"20214",9,0,NA,1,3,0,5,2003,"20214_2003"
"20215",8,1,NA,0,3,1,3,2003,"20215_2003"
"20216",1,0,NA,0,0,0,1,2003,"20216_2003"
"20217",8,1,NA,1,2,1,3,2003,"20217_2003"
"20218",1,0,NA,1,0,0,0,2003,"20218_2003"
"20219",11,1,NA,0,2,0,8,2003,"20219_2003"
"20220",4,0,NA,0,1,1,2,2003,"20220_2003"
"20221",26,0,NA,4,4,3,15,2003,"20221_2003"
"20222",9,0,NA,1,1,0,7,2003,"20222_2003"
"20223",2,0,NA,0,1,0,1,2003,"20223_2003"
"20224",7,0,NA,0,4,1,2,2003,"20224_2003"
"20225",13,1,NA,4,3,2,3,2003,"20225_2003"
"20226",8,1,NA,1,2,1,3,2003,"20226_2003"
"20227",105,9,NA,6,19,17,54,2003,"20227_2003"
"20228",3,1,NA,0,1,0,1,2003,"20228_2003"
"20229",9,0,NA,2,3,0,4,2003,"20229_2003"
"20230",5,0,NA,0,1,0,4,2003,"20230_2003"
"20231",4,0,NA,0,3,0,1,2003,"20231_2003"
"20232",78,7,NA,10,9,12,40,2003,"20232_2003"
"20233",2,0,NA,0,0,0,2,2003,"20233_2003"
"20234",34,3,NA,5,10,5,11,2003,"20234_2003"
"20235",32,6,NA,2,6,5,13,2003,"20235_2003"
"20236",4,0,NA,3,0,0,1,2003,"20236_2003"
"20237",10,0,NA,1,3,3,3,2003,"20237_2003"
"20238",NA,NA,NA,NA,NA,NA,NA,2003,"20238_2003"
"20239",14,2,NA,2,5,1,4,2003,"20239_2003"
"20240",5,0,NA,1,1,0,3,2003,"20240_2003"
"20241",9,0,NA,3,3,1,2,2003,"20241_2003"
"20242",11,0,NA,6,1,1,3,2003,"20242_2003"
"20243",14,2,NA,0,1,2,9,2003,"20243_2003"
"20244",23,3,NA,1,5,4,10,2003,"20244_2003"
"20245",2,0,NA,1,1,0,0,2003,"20245_2003"
"20246",4,1,NA,0,1,0,2,2003,"20246_2003"
"20247",9,1,NA,0,3,1,4,2003,"20247_2003"
"20248",20,1,NA,5,5,3,6,2003,"20248_2003"
"20249",3,0,NA,1,1,0,1,2003,"20249_2003"
"20250",8,1,NA,2,1,0,4,2003,"20250_2003"
"20251",4,0,NA,1,1,0,2,2003,"20251_2003"
"20252",1,0,NA,1,0,0,0,2003,"20252_2003"
"20253",18,1,NA,0,4,2,11,2003,"20253_2003"
"20254",28,4,NA,3,7,0,14,2003,"20254_2003"
"20255",1,0,NA,1,0,0,0,2003,"20255_2003"
"20256",NA,NA,NA,NA,NA,NA,NA,2003,"20256_2003"
"20257",4,0,NA,1,1,0,2,2003,"20257_2003"
"20258",5,1,NA,0,0,0,4,2003,"20258_2003"
"20259",5,0,NA,0,1,0,4,2003,"20259_2003"
"20260",39,5,NA,0,8,4,22,2003,"20260_2003"
"20261",11,0,NA,3,3,2,3,2003,"20261_2003"
"20262",2,0,NA,1,1,0,0,2003,"20262_2003"
"20263",8,1,NA,1,2,1,3,2003,"20263_2003"
"20264",7,0,NA,1,3,0,3,2003,"20264_2003"
"20265",15,3,NA,1,4,0,7,2003,"20265_2003"
"20266",50,8,NA,5,5,12,20,2003,"20266_2003"
"20267",NA,NA,NA,NA,NA,NA,NA,2003,"20267_2003"
"20268",2,0,NA,0,0,1,1,2003,"20268_2003"
"20269",22,2,NA,2,2,1,15,2003,"20269_2003"
"20270",4,0,NA,1,1,0,2,2003,"20270_2003"
"20271",2,0,NA,1,0,0,1,2003,"20271_2003"
"20272",20,0,NA,3,7,0,10,2003,"20272_2003"
"20273",NA,NA,NA,NA,NA,NA,NA,2003,"20273_2003"
"20274",6,0,NA,2,2,0,2,2003,"20274_2003"
"20275",47,10,NA,2,6,6,23,2003,"20275_2003"
"20276",1,0,NA,0,0,0,1,2003,"20276_2003"
"20277",83,6,NA,13,14,10,40,2003,"20277_2003"
"20278",64,8,NA,8,17,9,22,2003,"20278_2003"
"20279",8,2,NA,3,2,0,1,2003,"20279_2003"
"20280",20,2,NA,0,1,3,14,2003,"20280_2003"
"20281",3,0,NA,0,0,0,3,2003,"20281_2003"
"20282",18,0,NA,0,4,2,12,2003,"20282_2003"
"20283",1,0,NA,0,1,0,0,2003,"20283_2003"
"20284",4,0,NA,2,2,0,0,2003,"20284_2003"
"20285",11,2,NA,0,2,2,5,2003,"20285_2003"
"20286",7,0,NA,1,4,0,2,2003,"20286_2003"
"20287",NA,NA,NA,NA,NA,NA,NA,2003,"20287_2003"
"20288",1,0,NA,0,0,0,1,2003,"20288_2003"
"20289",NA,NA,NA,NA,NA,NA,NA,2003,"20289_2003"
"20290",3,0,NA,1,0,0,2,2003,"20290_2003"
"20291",10,1,NA,2,1,0,6,2003,"20291_2003"
"20292",1,0,NA,0,0,0,1,2003,"20292_2003"
"20293",96,6,NA,1,24,19,46,2003,"20293_2003"
"20294",46,8,NA,2,13,5,18,2003,"20294_2003"
"20295",35,2,NA,4,9,3,17,2003,"20295_2003"
"20296",3,0,NA,1,0,0,2,2003,"20296_2003"
"20297",1,0,NA,0,0,0,1,2003,"20297_2003"
"20298",88,7,NA,10,12,7,52,2003,"20298_2003"
"20299",1,0,NA,0,0,0,1,2003,"20299_2003"
"20300",11,1,NA,2,5,1,2,2003,"20300_2003"
"20301",4,1,NA,0,1,1,1,2003,"20301_2003"
"20302",4,0,NA,2,1,0,1,2003,"20302_2003"
"20303",8,1,NA,2,2,0,3,2003,"20303_2003"
"20304",3,0,NA,0,0,0,3,2003,"20304_2003"
"20305",3,0,NA,1,0,1,1,2003,"20305_2003"
"20306",4,0,NA,0,2,1,1,2003,"20306_2003"
"20307",43,2,NA,5,16,6,14,2003,"20307_2003"
"20308",24,0,NA,1,8,0,15,2003,"20308_2003"
"20309",55,9,NA,12,11,3,20,2003,"20309_2003"
"20310",16,3,NA,1,2,2,8,2003,"20310_2003"
"20311",1,0,NA,0,1,0,0,2003,"20311_2003"
"20312",19,3,NA,3,1,0,12,2003,"20312_2003"
"20313",9,2,NA,0,4,0,3,2003,"20313_2003"
"20314",12,0,NA,4,3,2,3,2003,"20314_2003"
"20315",7,1,NA,1,4,0,1,2003,"20315_2003"
"20316",6,1,NA,2,0,0,3,2003,"20316_2003"
"20317",4,0,NA,0,0,1,3,2003,"20317_2003"
"20318",1099,96,NA,42,203,299,459,2003,"20318_2003"
"20319",NA,NA,NA,NA,NA,NA,NA,2003,"20319_2003"
"20320",10,0,NA,1,4,0,5,2003,"20320_2003"
"20321",1,0,NA,0,0,1,0,2003,"20321_2003"
"20322",NA,NA,NA,NA,NA,NA,NA,2003,"20322_2003"
"20323",4,0,NA,0,0,0,4,2003,"20323_2003"
"20324",716,68,NA,35,149,194,270,2003,"20324_2003"
"20325",6,0,NA,2,2,0,2,2003,"20325_2003"
"20326",3,0,NA,1,1,0,1,2003,"20326_2003"
"20327",141,12,NA,16,19,38,56,2003,"20327_2003"
"20328",NA,NA,NA,NA,NA,NA,NA,2003,"20328_2003"
"20329",4,0,NA,1,1,0,2,2003,"20329_2003"
"20330",4,0,NA,3,0,0,1,2003,"20330_2003"
"20331",2,0,NA,1,0,0,1,2003,"20331_2003"
"20332",1,0,NA,0,1,0,0,2003,"20332_2003"
"20333",9,2,NA,2,4,0,1,2003,"20333_2003"
"20334",230,23,NA,31,32,38,106,2003,"20334_2003"
"20335",19,0,NA,2,8,2,7,2003,"20335_2003"
"20336",7,0,NA,1,0,1,5,2003,"20336_2003"
"20337",21,2,NA,4,9,2,4,2003,"20337_2003"
"20338",283,38,NA,17,66,47,115,2003,"20338_2003"
"20339",62,3,NA,4,10,13,32,2003,"20339_2003"
"20340",6,1,NA,0,1,0,4,2003,"20340_2003"
"20341",1,0,NA,0,0,1,0,2003,"20341_2003"
"20342",21,1,NA,3,3,2,12,2003,"20342_2003"
"20343",11,1,NA,1,3,1,5,2003,"20343_2003"
"20344",15,0,NA,2,5,0,8,2003,"20344_2003"
"20345",16,2,NA,6,3,0,5,2003,"20345_2003"
"20346",16,0,NA,0,3,2,11,2003,"20346_2003"
"20347",7,0,NA,1,1,1,4,2003,"20347_2003"
"20348",11,1,NA,2,3,1,4,2003,"20348_2003"
"20349",38,2,NA,4,7,2,23,2003,"20349_2003"
"20350",16,1,NA,0,4,5,6,2003,"20350_2003"
"20351",7,0,NA,2,2,0,3,2003,"20351_2003"
"20352",1,0,NA,0,0,0,1,2003,"20352_2003"
"20353",9,1,NA,2,3,0,3,2003,"20353_2003"
"20354",2,0,NA,1,0,0,1,2003,"20354_2003"
"20355",5,1,NA,0,0,1,3,2003,"20355_2003"
"20356",23,4,NA,1,4,3,11,2003,"20356_2003"
"20357",3,0,NA,1,2,0,0,2003,"20357_2003"
"20358",8,0,NA,0,2,1,5,2003,"20358_2003"
"20359",4,0,NA,0,0,1,3,2003,"20359_2003"
"20360",34,1,NA,5,10,3,15,2003,"20360_2003"
"20361",1,1,NA,0,0,0,0,2003,"20361_2003"
"20362",26,0,NA,1,5,1,19,2003,"20362_2003"
"20363",11,2,NA,0,1,2,6,2003,"20363_2003"
"20364",164,25,NA,17,39,23,60,2003,"20364_2003"
"20365",2,0,NA,0,1,0,1,2003,"20365_2003"
"20366",13,4,NA,3,3,0,3,2003,"20366_2003"
"20367",4,0,NA,1,1,0,2,2003,"20367_2003"
"20368",10,0,NA,1,1,0,8,2003,"20368_2003"
"20369",13,3,NA,1,6,0,3,2003,"20369_2003"
"20370",1,0,NA,0,0,0,1,2003,"20370_2003"
"20371",7,1,NA,1,1,0,4,2003,"20371_2003"
"20372",8,1,NA,1,1,2,3,2003,"20372_2003"
"20373",7,0,NA,0,1,1,5,2003,"20373_2003"
"20374",15,0,NA,3,7,1,4,2003,"20374_2003"
"20375",44,5,NA,1,8,4,26,2003,"20375_2003"
"20376",4,0,NA,2,2,0,0,2003,"20376_2003"
"20377",58,4,NA,5,10,10,29,2003,"20377_2003"
"20378",6,0,NA,1,3,0,2,2003,"20378_2003"
"20379",21,1,NA,2,5,0,13,2003,"20379_2003"
"20380",15,0,NA,0,2,1,12,2003,"20380_2003"
"20381",6,0,NA,5,0,0,1,2003,"20381_2003"
"20382",NA,NA,NA,NA,NA,NA,NA,2003,"20382_2003"
"20383",1,0,NA,0,0,0,1,2003,"20383_2003"
"20384",7,1,NA,4,0,0,2,2003,"20384_2003"
"20385",244,28,NA,8,48,39,121,2003,"20385_2003"
"20386",24,0,NA,10,9,2,3,2003,"20386_2003"
"20387",10,1,NA,1,2,2,4,2003,"20387_2003"
"20388",9,3,NA,1,0,1,4,2003,"20388_2003"
"20389",7,0,NA,2,1,3,1,2003,"20389_2003"
"20390",116,9,NA,5,32,18,52,2003,"20390_2003"
"20391",9,0,NA,5,3,0,1,2003,"20391_2003"
"20392",17,5,NA,2,4,0,6,2003,"20392_2003"
"20393",17,0,NA,2,0,3,12,2003,"20393_2003"
"20394",22,2,NA,2,4,1,13,2003,"20394_2003"
"20395",7,0,NA,3,1,1,2,2003,"20395_2003"
"20396",1,0,NA,1,0,0,0,2003,"20396_2003"
"20397",518,40,NA,48,125,95,210,2003,"20397_2003"
"20398",24,3,NA,3,6,6,6,2003,"20398_2003"
"20399",54,4,NA,2,14,6,28,2003,"20399_2003"
"20400",13,0,NA,2,4,2,5,2003,"20400_2003"
"20401",74,9,NA,2,11,9,43,2003,"20401_2003"
"20402",4,1,NA,1,1,0,1,2003,"20402_2003"
"20403",5,1,NA,0,2,0,2,2003,"20403_2003"
"20404",5,0,NA,0,0,2,3,2003,"20404_2003"
"20405",8,3,NA,0,0,0,5,2003,"20405_2003"
"20406",34,0,NA,6,6,11,11,2003,"20406_2003"
"20407",8,1,NA,1,2,2,2,2003,"20407_2003"
"20408",3,0,NA,0,1,1,1,2003,"20408_2003"
"20409",39,4,NA,1,11,5,18,2003,"20409_2003"
"20410",6,1,NA,2,2,1,0,2003,"20410_2003"
"20411",11,3,NA,0,0,1,7,2003,"20411_2003"
"20412",13,1,NA,1,3,1,7,2003,"20412_2003"
"20413",647,75,NA,23,122,168,259,2003,"20413_2003"
"20414",13,2,NA,2,2,2,5,2003,"20414_2003"
"20415",NA,NA,NA,NA,NA,NA,NA,2003,"20415_2003"
"20416",NA,NA,NA,NA,NA,NA,NA,2003,"20416_2003"
"20417",52,6,NA,3,7,6,30,2003,"20417_2003"
"20418",32,6,NA,2,7,1,16,2003,"20418_2003"
"20419",NA,NA,NA,NA,NA,NA,NA,2003,"20419_2003"
"20420",3,1,NA,1,0,0,1,2003,"20420_2003"
"20421",23,2,NA,2,1,2,16,2003,"20421_2003"
"20422",1,0,NA,0,0,0,1,2003,"20422_2003"
"20423",1,0,NA,0,0,0,1,2003,"20423_2003"
"20424",20,3,NA,5,4,0,8,2003,"20424_2003"
"20425",3,1,NA,0,0,0,2,2003,"20425_2003"
"20426",14,0,NA,6,1,0,7,2003,"20426_2003"
"20427",71,7,NA,4,13,11,36,2003,"20427_2003"
"20428",1,0,NA,0,0,0,1,2003,"20428_2003"
"20429",9,0,NA,0,3,2,4,2003,"20429_2003"
"20430",3,0,NA,0,0,1,2,2003,"20430_2003"
"20431",15,0,NA,1,4,4,6,2003,"20431_2003"
"20432",4,1,NA,0,2,1,0,2003,"20432_2003"
"20433",6,0,NA,1,1,0,4,2003,"20433_2003"
"20434",19,1,NA,1,3,4,10,2003,"20434_2003"
