"muniYear","IM"
"021167_2006",1.58635207498894
"021008_2006",-0.229674892366173
"021191_2006",0.128990654405126
"021091_2006",-1.04037389475295
"021122_2006",-0.652082212732686
"021040_2006",0.460434112009096
"021038_2006",-0.182452327168957
"021100_2006",1.07787753010191
"021137_2006",0.277025884026513
"021112_2006",0.438607629176185
"021073_2006",0.167602350445676
"021023_2006",0.701409554351689
"021039_2006",1.02962080283952
"021070_2006",0.844308769360774
"021148_2006",0.687010762222154
"021002_2006",0.871475823610763
"021125_2006",-0.658899862830855
"021209_2006",0.453322812211577
"021166_2006",0.219271533232011
"021016_2006",0.740785325727901
"021082_2006",-0.219938899509871
"021128_2006",NA
"021185_2006",0.352502021261134
"021025_2006",0.876696495213333
"021176_2006",-0.13643992361404
"021151_2006",-0.432631890951968
"021068_2006",1.55203732678954
"021204_2006",0.0708521557182496
"021057_2006",0.793640420416776
"021066_2006",0.473098825977076
"021046_2006",NA
"021158_2006",0.986637489914097
"021060_2006",-0.290349517519358
"021150_2006",0.926365428952792
"021193_2006",0.833241226680357
"021181_2006",-0.738856260569057
"021020_2006",-0.418718250998323
"021084_2006",1.91933489604974
"021155_2006",NA
"021168_2006",0.942474936382159
"021012_2006",-0.0382003218802888
"021184_2006",1.49574020482139
"021098_2006",0.483283518054049
"021203_2006",0.616127971195789
"021192_2006",0.52285128864475
"021147_2006",0.76887396173998
"021187_2006",1.21893720524393
"021126_2006",0.259038045912499
"021103_2006",0.489950845110263
"021113_2006",0.132196813243303
"021173_2006",-0.79782030575737
"021077_2006",2.45010605377245
"021210_2006",0.68482395787588
"021120_2006",1.14879462514369
"021079_2006",-0.33672714976716
"021092_2006",0.914242311805001
"021159_2006",1.03984271156838
"021027_2006",0.800649399040104
"021055_2006",0.585258869865428
"021014_2006",1.27199739945601
"021182_2006",-0.150230774307403
"021105_2006",0.211575613940406
"021088_2006",1.05393897238751
"021215_2006",0.419197309152333
"021033_2006",0.519315094660608
"021062_2006",0.258202832012703
"021123_2006",1.5967178590289
"021081_2006",0.786145367980212
"021206_2006",0.730702091542149
"021127_2006",0.529321133132625
"021200_2006",0.538934270851643
"021162_2006",1.42350934261385
"021042_2006",0.628605016642292
"021029_2006",1.06378621469863
"021007_2006",0.993037029860631
"021101_2006",0.47288043102412
"021018_2006",0.425036363975004
"021130_2006",-0.141387834637935
"021141_2006",0.000525305560880754
"021031_2006",0.6389839995941
"021139_2006",0.227780436989908
"021160_2006",0.169682202920041
"021171_2006",-0.32986506200373
"021201_2006",0.49557000109114
"021005_2006",1.57737976437566
"021080_2006",1.20104594457807
"021216_2006",1.1506341079071
"021096_2006",-0.205169601299992
"021059_2006",0.103761776070564
"021028_2006",1.62728057271951
"021009_2006",-0.0635562212183891
"021037_2006",-0.0983271495610063
"021097_2006",-0.640682944419631
"021056_2006",0.101999557823421
"021032_2006",0.830197566326575
"021011_2006",NA
"021196_2006",-0.0744467187345825
"021024_2006",-0.0952507046227174
"021198_2006",0.597306621313316
"021021_2006",-0.0106190885356134
"021052_2006",0.438941197124129
"021121_2006",0.98996116178685
"021165_2006",1.50893412043053
"021190_2006",0.0154610620108803
"021133_2006",-0.0970289642359923
"021030_2006",0.592418205416963
"021146_2006",0.53008197191384
"021131_2006",NA
"021095_2006",-0.191786140011982
"021135_2006",0.359996167604351
"022014_2006",-1.87402079781667
"022016_2006",-1.29071311684659
"022006_2006",-1.57713782510663
"022011_2006",-0.553500238916017
"022017_2006",-0.917910190705302
"022004_2006",0.122823141793516
"022012_2006",-0.68094368376615
"022005_2006",-0.0928749534673756
"022001_2006",0.599795871626992
"022007_2006",-0.577434885116534
"022008_2006",0.373173681424023
"022018_2006",0.105711130919411
"022002_2006",1.08945236081799
"022009_2006",0.07712505550457
"022013_2006",0.313302438346343
"022010_2006",0.59617247997009
"022003_2006",0.213284292512267
"022015_2006",0.462660846935049
"023005_2006",-1.75602022401648
"023004_2006",-0.985791328664299
"023008_2006",-0.996680975042366
"023001_2006",-1.57078764530178
"023002_2006",0.28955967231673
"023010_2006",NA
"023006_2006",0.376498736390032
"023009_2006",NA
"023007_2006",NA
"023003_2006",-1.30290828961921
"024028_2006",-1.90204164446094
"024035_2006",-1.72312432639271
"024013_2006",-0.9025779773544
"024037_2006",0.477296276454259
"024020_2006",-1.26324686606643
"024024_2006",-0.470719482894915
"024021_2006",0.115141414847931
"024054_2006",0.790507164576588
"024050_2006",NA
"024003_2006",1.56377645517565
"024010_2006",NA
"024011_2006",-0.624776741378922
"024016_2006",-0.469941223300116
"024032_2006",0.226218900236304
"024040_2006",-0.26420915799765
"024049_2006",0.307617277422585
"024053_2006",0.297200192736935
"024025_2006",-0.17662265843151
"024057_2006",0.973014999110142
"024036_2006",0.44909277728332
"024017_2006",0.786266541129769
"024055_2006",NA
"024029_2006",1.09136052015091
"024008_2006",-0.838824871981151
"024058_2006",-0.460535210271268
"024015_2006",-0.196101586393458
"024012_2006",1.02061370789537
"024022_2006",0.766541169479515
"024041_2006",1.1616391233663
"024001_2006",0.593627140807905
"024007_2006",-0.590756813262288
"024005_2006",-0.918489723729481
"024023_2006",0.0815983550543871
"024046_2006",0.511383616494542
"024014_2006",0.786448074304304
"024038_2006",0.75115760540195
"024018_2006",0.899921127930392
"024051_2006",-0.221807869731012
"024039_2006",1.08337662798183
"024056_2006",0.179627158277018
"024042_2006",-0.160887492802835
"024034_2006",0.328491837871429
"024045_2006",0.308002029307048
"024033_2006",0.27344055839046
"024052_2006",0.163458353132971
"024047_2006",0.57723227571939
"024006_2006",0.260081124068814
"024031_2006",2.13333803282385
"024027_2006",-0.0985949423198588
"024043_2006",0.257605352045131
"024026_2006",1.02557458035817
"024002_2006",0.742271465642322
"024044_2006",0.367576392434667
"024030_2006",0.124877451118518
"024019_2006",0.810700169176697
"024004_2006",0.271064402372773
"024048_2006",-0.747750247055637
"024009_2006",-0.750288000479736
"025006_2006",-1.44536296094195
"025012_2006",-1.71577909020423
"025001_2006",-1.33381648750057
"025011_2006",-0.818021502581232
"025018_2006",-0.597430530383327
"025010_2006",-0.436421939893661
"025017_2006",0.155721988575469
"025015_2006",-1.45980796957633
"025009_2006",-0.912949983062952
"025008_2006",0.0378003260173795
"025014_2006",-0.704500508572628
"025013_2006",-0.0680201064007285
"025002_2006",-0.903550133359719
"025003_2006",0.919824072165011
"025007_2006",0.249260073683352
"025004_2006",-0.475156922124606
"025016_2006",-0.0505427276198695
"025005_2006",0.115911979950462
"026030_2006",-1.81815685454984
"026018_2006",-1.60579628725732
"026043_2006",-1.74799597037598
"026055_2006",-1.60029641743864
"026042_2006",-1.0709517874657
"026029_2006",-1.44970614412533
"026017_2006",-1.32818235677824
"026002_2006",-1.64961619804964
"026033_2006",-0.633120706978129
"026026_2006",-0.283873549118238
"026048_2006",-1.717040961941
"026025_2006",-1.38139834010957
"026019_2006",-2.01792002859948
"026036_2006",-1.75561071816204
"026003_2006",0.0549761124785008
"026012_2006",-0.590584401175571
"026071_2006",-0.784735415026515
"026070_2006",-1.32363185190701
"026058_2006",-1.61401001233005
"026072_2006",-0.459064134455662
"026041_2006",-1.81840296443668
"026035_2006",-1.29729749140237
"026066_2006",-1.12235908497161
"026004_2006",-1.31079557148546
"026047_2006",-1.14279485443833
"026056_2006",NA
"026027_2006",-1.70434639649229
"026052_2006",-0.784560224398437
"026023_2006",-1.37340399933961
"026039_2006",-1.38858414006415
"026051_2006",NA
"026016_2006",-1.53790306137847
"026069_2006",NA
"026020_2006",-0.82843165440389
"026038_2006",-1.4576932194776
"026014_2006",-1.0523796007964
"026006_2006",-0.832871062343949
"026049_2006",0.348819009540247
"026045_2006",-0.716808829815204
"026063_2006",-1.12602059787415
"026001_2006",-1.02100254647578
"026060_2006",-0.978387565045502
"026040_2006",-0.535457530048776
"026021_2006",-0.713426055250605
"026067_2006",-1.17446982506937
"026064_2006",-0.827257699322159
"026061_2006",-0.780367123520993
"026059_2006",-1.206
"026065_2006",-0.748740063271156
"026057_2006",-0.902689965507792
"026050_2006",-0.857323029436369
"026037_2006",-1.21786706747804
"026010_2006",-0.7092932809041
"026005_2006",-0.82411436174603
"026015_2006",-1.0980073011054
"026013_2006",-1.10106601734617
"026068_2006",-0.858382213160324
"026011_2006",-1.11566345636272
"026031_2006",-0.927160274889561
"026008_2006",-0.847921212415729
"026009_2006",-0.745361185691575
"026062_2006",-0.904777805030906
"026028_2006",-1.39723308222664
"026034_2006",-1.31132197638635
"026032_2006",-1.14401356780547
"026022_2006",-0.467128803689105
"026024_2006",-0.997556516479747
"026007_2006",-1.24468019216815
"026054_2006",-1.0073291764293
"026044_2006",-0.319385935164736
"026053_2006",-1.30361233367203
"026046_2006",-1.26410219677734
"027004_2006",-1.47621137031258
"027002_2006",-0.51092594697629
"027005_2006",-0.308751480193808
"027008_2006",NA
"027012_2006",-0.387572700393862
"027006_2006",-0.172695085677604
"027013_2006",-0.597782861883214
"027003_2006",-0.0502788327016916
"027014_2006",-0.943839312492946
"027010_2006",-0.422181122381162
"027001_2006",-0.0731787919137508
"027017_2006",-0.346767258826879
"027016_2006",-0.534921928491097
"027015_2006",NA
"027009_2006",-0.437
"027007_2006",-0.925881297540659
"027011_2006",NA
"028032_2006",-1.63916445194093
"028022_2006",-1.5929669980332
"028027_2006",-1.71235106441022
"028041_2006",-1.653
"028038_2006",-1.90025772017493
"028003_2006",-1.1211919488073
"028009_2006",-1.99213427883944
"028033_2006",-1.2355869860954
"028021_2006",-1.1186882975864
"028040_2006",-1.23891173119172
"028035_2006",-0.637951051055345
"028012_2006",-0.334594689565129
"028039_2006",NA
"028002_2006",-0.329732200518579
"028025_2006",-1.61337746790048
"028016_2006",-0.287467719247795
"028037_2006",-0.367565501166807
"028043_2006",-0.638400462231503
"028019_2006",-0.0709922986473008
"028015_2006",-1.27857117085156
"028007_2006",-1.30978744117005
"028013_2006",-0.0843780546720216
"028001_2006",-0.674492848246787
"028017_2006",-0.0576641407865079
"028029_2006",0.0778448898085031
"028030_2006",-0.653384376077396
"028034_2006",0.308631873766114
"028004_2006",0.0286502413173044
"028011_2006",-0.0073641004761232
"028018_2006",-0.8458932366675
"028006_2006",0.817787058242589
"028042_2006",0.09676625596532
"028024_2006",-1.61200058635122
"028005_2006",-0.137679521302345
"028023_2006",-0.218722122175879
"028008_2006",0.465064858565027
"028014_2006",-1.16162103245529
"028026_2006",0.474571474240022
"028028_2006",0.0450839571945789
"028020_2006",-0.216604391641273
"028010_2006",-0.128870464782775
"028031_2006",-0.103377200709474
"028036_2006",1.06363970579309
"029033_2006",-1.93653597908962
"029013_2006",-0.796327735488195
"029005_2006",-1.62902980771754
"029025_2006",-0.883861549572662
"029010_2006",-1.35423061657881
"029006_2006",-1.12499318527035
"029044_2006",-1.30682358570923
"029034_2006",-0.381797242586272
"029018_2006",-0.731624251550127
"029015_2006",-0.881363254883992
"029043_2006",-1.11343544870007
"029031_2006",-0.991648772462745
"029041_2006",-1.35574823048622
"029024_2006",-1.27764846658678
"029023_2006",-0.791888703696304
"029028_2006",-1.00876674480972
"029039_2006",-0.961648356944142
"029036_2006",-1.4892925425796
"029019_2006",-1.09428137296671
"029026_2006",-1.07651729128356
"029048_2006",-0.911740106541334
"029021_2006",-0.954999487639948
"029007_2006",-0.336819108859772
"029004_2006",0.00244521374770047
"029029_2006",-0.915654540054774
"029038_2006",-1.02985423799754
"029032_2006",-1.19602734986117
"029008_2006",-0.466314848021877
"029002_2006",-1.47137044251657
"029030_2006",NA
"029014_2006",-0.418748309363036
"029042_2006",-1.52460696783379
"029027_2006",-1.12050005547239
"029001_2006",-1.42064711451691
"029050_2006",-0.880475461336646
"029017_2006",-0.828764491155164
"029040_2006",-0.306337730700098
"029020_2006",-0.563227149328861
"029037_2006",-0.195740034698367
"029058_2006",-1.14545363316603
"029012_2006",-0.115535788159165
"029056_2006",-1.23587702510965
"029053_2006",-1.16085029522732
"029059_2006",-0.634425646573574
"029016_2006",-0.92087693944765
"029022_2006",-0.768374615289483
"029003_2006",-0.222954077832613
"029045_2006",-0.651792047219704
"029052_2006",-0.197253037174509
"029035_2006",-0.613391248162643
"029054_2006",-1.15538851611925
"029049_2006",-1.23496270017919
"029009_2006",-0.47587222487998
"029060_2006",-0.590168765412425
"029011_2006",-0.614412498751614
"029046_2006",NA
"029057_2006",-0.80072455024704
"029051_2006",-0.900262401474938
"029055_2006",-0.542399936499601
"029047_2006",-0.28617233732661
"030193_2006",-1.65609622523626
"030087_2006",-1.67
"030039_2006",-1.41430005213842
"030044_2006",-1.16432090218756
"030108_2006",-0.743797610407609
"030131_2006",-1.53325961079838
"030124_2006",0.313141772939078
"030141_2006",0.40402059171794
"030189_2006",-0.800042073199449
"030028_2006",-1.75261554462245
"030048_2006",-0.721794342497284
"030118_2006",-1.74119230288667
"030102_2006",-0.478223215369299
"030174_2006",-0.197553632450784
"030160_2006",0.426820198901109
"030155_2006",1.06706539481612
"030123_2006",-0.414038552873759
"030175_2006",0.300515124691389
"030038_2006",-0.977329528637769
"030003_2006",-0.206158199710455
"030061_2006",0.594606057339799
"030045_2006",-0.766357037129232
"030065_2006",-0.59194758716523
"030105_2006",-0.354466545432641
"030128_2006",-0.504810499636039
"030085_2006",-0.607104073321417
"030068_2006",-0.978561053172647
"030010_2006",0.664877845858663
"030109_2006",-0.0185668328687674
"030183_2006",-0.228009078682975
"030071_2006",-0.0883774970689452
"030058_2006",0.71274214624608
"030047_2006",0.807245627287039
"030133_2006",-0.887446805945381
"030143_2006",0.665904436259136
"030173_2006",1.07139139134244
"030040_2006",-0.690768532746337
"030083_2006",1.36310303344447
"030011_2006",-0.626571259137013
"030130_2006",0.778760627903703
"030023_2006",1.02939744493784
"030032_2006",-0.010175697908028
"030204_2006",-0.901210837594375
"030207_2006",NA
"030014_2006",0.025751979184088
"030086_2006",0.587288832128599
"030201_2006",1.42327536683482
"030004_2006",-0.301152827801175
"030077_2006",-0.136884182693258
"030073_2006",0.618351130439173
"030030_2006",-1.04624926213909
"030138_2006",-1.55599742268466
"030089_2006",-0.539218721236114
"030094_2006",0.125651423242128
"030092_2006",-0.244981873960906
"030115_2006",-0.916987688369775
"030181_2006",0.325809623257364
"030101_2006",-0.3446937324827
"030161_2006",0.803385818866647
"030149_2006",1.983
"030015_2006",NA
"030142_2006",0.666404797999273
"030026_2006",-1.21224743593069
"030126_2006",-0.433177917288823
"030144_2006",0.431650852827156
"030125_2006",NA
"030191_2006",-1.18771561163532
"030206_2006",-1.60936212478729
"030211_2006",NA
"030151_2006",0.530665102535215
"030210_2006",1.09202416166901
"030091_2006",0.606317779406635
"030009_2006",-0.103843429728703
"030013_2006",-0.939547529640014
"030069_2006",-0.127268123429134
"030034_2006",-1.19324033922206
"030053_2006",-0.561141848131509
"030148_2006",-0.0127273668404145
"030066_2006",0.950693256737661
"030016_2006",-1.18007556796457
"030127_2006",1.48808526164314
"030025_2006",1.20070185182076
"030159_2006",3.04668992061918
"030121_2006",0.572883948268765
"030070_2006",1.07010602540043
"030158_2006",0.588038691675566
"030169_2006",0.54485550461289
"030081_2006",NA
"030033_2006",0.852898768126996
"030208_2006",-0.80617456331291
"030117_2006",0.489885021487018
"030021_2006",-0.43033022973602
"030100_2006",0.0529157858121116
"030147_2006",1.77379961594428
"030135_2006",0.32649580687236
"030080_2006",0.776550660141439
"030006_2006",0.692532683307775
"030104_2006",1.54228970112157
"030051_2006",1.22430254243728
"030134_2006",-0.431785971721402
"030112_2006",-0.429676243479469
"030205_2006",-0.54557925235442
"030072_2006",0.796839157943734
"030022_2006",0.620081704087871
"030062_2006",0.280149142738817
"030049_2006",0.564049279001583
"030172_2006",0.566896833045546
"030097_2006",-1.17584543510636
"030192_2006",-0.505609951325722
"030157_2006",0.724647407948245
"030043_2006",1.19364164522854
"030132_2006",-0.0752558054734409
"030075_2006",0.802388204402438
"030095_2006",0.673413906370723
"030182_2006",0.238041707307508
"030067_2006",2.01413086576327
"030129_2006",0.400411935061968
"030099_2006",NA
"030111_2006",0.0649856965548918
"030196_2006",-0.528235580348282
"030027_2006",0.975186713974624
"030122_2006",1.33470477955211
"030188_2006",0.619312265051158
"030031_2006",1.53066032216358
"030050_2006",1.69879884474385
"030060_2006",0.854071981695926
"030116_2006",-0.353181703439686
"030093_2006",-0.34846180519618
"030164_2006",-0.45134601740583
"030145_2006",0.0824562109792114
"030046_2006",0.551658451740311
"030059_2006",-0.149691496314616
"030120_2006",0.357234675311435
"030178_2006",-0.200977320374644
"030024_2006",0.925621602072832
"030082_2006",-0.257347656110355
"030063_2006",0.986797180564936
"030209_2006",1.14108122611637
"030203_2006",1.959879540181
"030168_2006",1.82183624589102
"030167_2006",0.612099552974222
"030202_2006",2.03390433805319
"030057_2006",1.19814024202921
"030152_2006",0.273464959286453
"030154_2006",0.814706387389946
"030055_2006",0.967555167411676
"030078_2006",1.21677732728382
"030076_2006",2.03442553710536
"030197_2006",0.666505679285294
"030200_2006",0.57481776488732
"030029_2006",1.42568979663357
"030212_2006",NA
"030054_2006",0.14275193160552
"030103_2006",2.19104775278598
"030052_2006",NA
"030035_2006",0.921910407686883
"030194_2006",0.331072940411519
"030150_2006",0.545897671300254
"030110_2006",2.884
"030180_2006",1.56347776990686
"030079_2006",0.871013896269538
"030177_2006",1.12170425369455
"030090_2006",0.430893817253021
"030199_2006",NA
"030170_2006",2.25484313680811
"030020_2006",1.86517077073877
"030114_2006",0.078926227732649
"030036_2006",0.474401541619973
"030008_2006",1.14633660111207
"030166_2006",0.584746152798558
"030001_2006",0.324250275073996
"030037_2006",1.46793341460027
"030165_2006",1.1622290635813
"030136_2006",-0.342822964975342
"030012_2006",0.102793142683426
"030184_2006",1.46143878543695
"030198_2006",1.53563222400434
"030074_2006",-0.560805446692829
"030153_2006",0.387630916963075
"030186_2006",-0.126646574621733
"030056_2006",1.63745021196365
"030162_2006",1.08751834108352
"030019_2006",2.00509905939716
"030007_2006",0.552179647389395
"030042_2006",0.651382485129984
"030084_2006",0.574683880561363
"030139_2006",0.0463559209139744
"030137_2006",1.88143826333183
"030156_2006",1.36851520796404
"030119_2006",-0.23490898666337
"030187_2006",0.871738488090187
"030163_2006",0.76146537453113
"030195_2006",1.62759516893663
"030005_2006",0.629382502437878
"030171_2006",1.37333236831778
"030185_2006",0.564514608017201
"030088_2006",0.471550529827073
"030176_2006",-0.0235271346494274
"030106_2006",0.354068046981846
"030113_2006",0.767659470003598
"030017_2006",-0.0517981362702727
"030179_2006",0.385463464548149
"030064_2006",1.69205540602639
"030146_2006",0.600959289644335
"030002_2006",-0.270690889265735
"030098_2006",1.03524823278701
"030140_2006",1.13331268477369
"030107_2006",1.25235645483564
"030041_2006",0.953333127043077
"030190_2006",NA
"030018_2006",1.49318383263047
"030096_2006",NA
"031050_2006",-1.57568393574153
"031041_2006",-0.699554038697922
"031102_2006",-0.319957491618141
"031096_2006",NA
"031059_2006",-1.28967995633859
"031101_2006",-0.636186714625699
"031079_2006",NA
"031089_2006",-0.579951661562307
"031019_2006",1.23893353867887
"031052_2006",-0.251605949322638
"031038_2006",NA
"031056_2006",0.0714958379946191
"031040_2006",-0.227382471451768
"031058_2006",0.0259978464166607
"031048_2006",0.0969356878737367
"031033_2006",0.404579591199824
"031093_2006",-0.697468351540254
"031076_2006",0.417440135897446
"031002_2006",-0.129990438425069
"031032_2006",0.187636689858839
"031085_2006",0.462604751386652
"031104_2006",0.837355664480649
"031098_2006",0.39713100402585
"031053_2006",-0.469606305512635
"031091_2006",0.160775831815631
"031003_2006",0.132298365204431
"031013_2006",-0.576187477544166
"031080_2006",0.135856132268708
"031067_2006",-0.0647304759750971
"031069_2006",0.531847338363627
"031006_2006",NA
"031021_2006",0.875856412936026
"031027_2006",-0.867574384110035
"031011_2006",-0.244499275160087
"031057_2006",NA
"031036_2006",0.078
"031090_2006",0.717959579410064
"031007_2006",-0.0691370284042393
"031084_2006",0.112680208022041
"031044_2006",0.387429521177691
"031092_2006",0.995111038059184
"031055_2006",0.218459032322383
"031075_2006",1.10925428883445
"031001_2006",0.4893277747187
"031029_2006",-0.111692845921815
"031034_2006",0.609729403423044
"031035_2006",0.536764515413285
"031004_2006",0.0498857014750941
"031047_2006",0.700424378543954
"031042_2006",0.536237589900794
"031095_2006",-0.237589717265126
"031025_2006",0.164118961032576
"031037_2006",0.267103336947228
"031015_2006",0.379576594911739
"031087_2006",0.786500165893621
"031063_2006",0.55626895144099
"031073_2006",1.66325712190061
"031009_2006",NA
"031062_2006",NA
"031094_2006",1.0218667007683
"031023_2006",0.0472236927117189
"031017_2006",1.01787818721765
"031020_2006",-0.0681685167042823
"031022_2006",1.13828289218449
"031008_2006",0.180343198862809
"031039_2006",NA
"031099_2006",0.887527465270859
"031066_2006",0.635708497067986
"031078_2006",NA
"031070_2006",-0.139858089887446
"031012_2006",0.120321707321596
"031074_2006",NA
"031030_2006",0.446445255431737
"031082_2006",-0.278134785613264
"031049_2006",1.29020574817809
"031097_2006",0.50751512687088
"031100_2006",NA
"031026_2006",-0.0363515287775249
"031061_2006",-0.400925672365384
"031103_2006",0.514959141238298
"031024_2006",0.852017624259029
"031051_2006",-0.58139474507808
"031081_2006",0.718751940349519
"031046_2006",0.607444579762622
"031018_2006",0.53336819423815
"031068_2006",0.0381853938756706
"031043_2006",0.875793099768918
"031105_2006",-0.122080528677712
"031016_2006",1.09340865663691
"031031_2006",0.810826433563013
"031054_2006",NA
"031028_2006",-0.503670495276282
"031077_2006",0.64989445064576
"031010_2006",1.0226124884801
"031045_2006",0.136201386143688
"031086_2006",0.488841631505419
"031106_2006",NA
"031005_2006",NA
"031088_2006",0.41398588861172
"031072_2006",0.0651173076515831
"031065_2006",-0.401418926436236
"031083_2006",-0.418707667799408
"031071_2006",0.763875219205703
"031064_2006",0.446241131034193
"031014_2006",0.749460718515311
"031060_2006",0.15204329503397
"032010_2006",-0.953616784853215
"032017_2006",-1.66421294285126
"032056_2006",-1.88898885341309
"032038_2006",0.24891650798984
"032042_2006",-0.597436009979588
"032039_2006",-0.937059408401184
"032020_2006",-1.21656942055844
"032024_2006",-0.757890454453758
"032005_2006",-1.22396624325276
"032036_2006",-0.65280747373424
"032049_2006",-0.206257183062724
"032055_2006",-0.695602119766287
"032051_2006",-0.0483086034154727
"032034_2006",-0.805667193825396
"032048_2006",-0.820755452212993
"032014_2006",-0.327595924826424
"032019_2006",-0.899531081830203
"032029_2006",-0.877923091281169
"032016_2006",-0.159455249744165
"032040_2006",-0.00212799062563017
"032026_2006",0.296282074075844
"032022_2006",-0.96985480882732
"032057_2006",-0.772966356450603
"032054_2006",-0.00937081286044529
"032052_2006",-0.627370392125885
"032037_2006",-0.193354597848891
"032035_2006",-0.174327237987377
"032044_2006",-0.560976098460167
"032009_2006",-0.435071188900545
"032023_2006",-1.2047972942074
"032007_2006",-1.00056468000508
"032025_2006",-0.844791837376322
"032053_2006",-0.565809210580784
"032008_2006",-0.628520522943335
"032032_2006",-1.29443759946522
"032031_2006",-0.374048195384809
"032046_2006",-0.357593192621771
"032047_2006",-0.532373619934126
"032050_2006",-0.612412627906465
"032045_2006",-0.472505579526362
"032006_2006",-0.935435624681874
"032012_2006",0.0999026352705241
"032001_2006",-0.493737342132795
"032033_2006",-0.585179393661758
"032013_2006",-0.810311963363831
"032018_2006",-0.353113913505199
"032021_2006",0.640781526202102
"032002_2006",-0.0232172463434969
"032004_2006",-0.510635805857705
"032003_2006",-0.300589918877642
"032011_2006",-0.800351572430872
"032041_2006",0.255734828364145
"032027_2006",0.52214681437859
"032028_2006",-0.139574892175028
"032030_2006",-0.653720555695244
"032015_2006",NA
"032058_2006",NA
"032043_2006",-0.48602269817943
"0-_2006",NA
"01001_2007",-1.84497868891312
"01005_2007",-1.15128626235219
"01003_2007",-0.764128101151565
"01007_2007",-1.08290689418205
"01006_2007",-1.33520698301921
"01002_2007",-0.519623241422715
"01011_2007",-1.06864503471868
"01009_2007",-0.612824158305073
"01010_2007",-0.528897915363241
"01004_2007",-0.728376859243566
"01008_2007",-0.743965424862294
"02004_2007",-1.91485339517501
"02002_2007",-1.86325646424384
"02001_2007",-1.47860681096495
"02003_2007",-1.58001173578707
"02005_2007",-1.54813888247655
"03008_2007",-1.56172785242004
"03003_2007",-1.75598616645038
"03001_2007",-1.18147338010234
"03002_2007",-1.17844627889893
"03009_2007",-1.34922750351546
"04002_2007",-1.3146873083545
"04003_2007",-1.09350485607438
"04004_2007",-0.150097078244358
"04009_2007",-0.0342759637033964
"04001_2007",-0.143374369760279
"04011_2007",0.937486334169373
"04006_2007",0.257199421711756
"04005_2007",-0.2133808652006
"04010_2007",1.37466160364472
"04008_2007",0.0437899424593403
"04007_2007",0.127414957419681
"05030_2007",-1.99822945794232
"05035_2007",-1.97796219598228
"05018_2007",-1.96538616020352
"05025_2007",-1.92117750150175
"05002_2007",-1.55989576265018
"05017_2007",-1.20133818934688
"05033_2007",-0.974886962064188
"05027_2007",-1.68492127784983
"05010_2007",-1.72844618192773
"05020_2007",-1.54976351890293
"05028_2007",-1.79596082530324
"05009_2007",-1.11263999520219
"05024_2007",-1.07664271797134
"05032_2007",-1.837
"05022_2007",-1.61379673037727
"05006_2007",-1.49865095181108
"05031_2007",-1.76267395503405
"05004_2007",-0.789874176181646
"05003_2007",-1.75372815872586
"05036_2007",-0.518293420794614
"05007_2007",-1.03145765237172
"05023_2007",-0.676027021095601
"05038_2007",-1.40866559988967
"05011_2007",-0.487864181930611
"05014_2007",-0.406342515148851
"05034_2007",-1.17998365856628
"05019_2007",-1.57594363244929
"05021_2007",-1.16352411230667
"05037_2007",-1.01155771972669
"05026_2007",-0.969089576227957
"05008_2007",-0.754652384937236
"05012_2007",-0.902584498146532
"05029_2007",-1.1228273245898
"05016_2007",-1.25486422219648
"05005_2007",-0.733777636590134
"05013_2007",-0.828425408998522
"05015_2007",-0.597515730849097
"05001_2007",-1.23007325743353
"06007_2007",-1.53796928967668
"06002_2007",-1.78809806461246
"06010_2007",-1.89096682439143
"06009_2007",-0.868995190936718
"06005_2007",-1.3354827024694
"06001_2007",-0.709412029699101
"06003_2007",-0.814807230670879
"06004_2007",-0.849611908966324
"06008_2007",-0.752597292974889
"06006_2007",-0.219202676994356
"07101_2007",-1.42164273197239
"07089_2007",-0.552
"07059_2007",0.923502575052664
"07078_2007",-0.688845226046028
"07019_2007",-0.370760258453853
"07031_2007",2.02145181429637
"07052_2007",1.1693232683804
"07065_2007",0.512330085540911
"07108_2007",0.00552215819523316
"07027_2007",-0.101668572284507
"07061_2007",0.355885025740109
"07097_2007",NA
"07023_2007",2.06287081897686
"07017_2007",0.0950702932275025
"07107_2007",0.608660528142993
"07096_2007",1.30059347427819
"07099_2007",0.673272967556366
"07034_2007",0.207419256558009
"07057_2007",0.281238775604307
"07106_2007",0.572751832152795
"07077_2007",1.61866400525115
"07040_2007",NA
"07069_2007",0.409923643875704
"07012_2007",0.16245522588048
"07064_2007",1.79734948256251
"07051_2007",0.308553077483617
"07020_2007",0.911098147424429
"07015_2007",-0.0107965253734969
"07074_2007",-0.65797839870979
"07041_2007",0.740369965917507
"07081_2007",1.21121223481189
"07093_2007",1.29001979553853
"07094_2007",0.871194468480056
"07102_2007",0.35476879867681
"07092_2007",0.605442026995626
"07111_2007",1.77119757794032
"07009_2007",-0.318513487521883
"07026_2007",1.90566426253444
"07079_2007",0.256291670136177
"07046_2007",0.143626364838932
"07087_2007",0.32465961662555
"07080_2007",1.17776116417079
"07109_2007",0.806667506646177
"07037_2007",0.61631817692846
"07013_2007",0.605396855129219
"07112_2007",2.1658207554582
"07030_2007",0.925734165471164
"07100_2007",1.64664042755155
"07004_2007",1.11316833269424
"07072_2007",1.13857769407298
"07032_2007",0.35208273423086
"07103_2007",0.622171674887499
"07002_2007",0.282309635079505
