"muniYear","IM"
"031037_1992",0.32131275887184
"031015_1992",0.571780540577764
"031087_1992",0.646126047232679
"031063_1992",0.238611139065183
"031073_1992",1.65166181866271
"031009_1992",0.108101199058329
"031062_1992",NA
"031094_1992",0.664254621681926
"031023_1992",-0.168048148099468
"031017_1992",0.958027459758302
"031020_1992",-0.0567534610659305
"031022_1992",0.699906447178117
"031008_1992",0.140680071265319
"031039_1992",0.0377897924497006
"031099_1992",0.585816919655037
"031066_1992",0.171692513628797
"031078_1992",0.478038918876975
"031070_1992",-0.250236228015761
"031012_1992",0
"031074_1992",0.303781236588115
"031030_1992",0.166839885399021
"031082_1992",-0.355112747124822
"031049_1992",0.959381278286968
"031097_1992",0.590976055626189
"031100_1992",0.13417730965331
"031026_1992",0.194955797444672
"031061_1992",-0.84825797627996
"031103_1992",0.338995724105053
"031024_1992",0.457496984394296
"031051_1992",NA
"031081_1992",0.909130412329085
"031046_1992",0.455094015177398
"031018_1992",0.291274123409262
"031068_1992",NA
"031043_1992",0.910019789132327
"031105_1992",NA
"031016_1992",0.753746414108301
"031031_1992",0.508379566684403
"031054_1992",0.498648284566733
"031028_1992",-0.852518952154447
"031077_1992",0.545501401060297
"031010_1992",0.625176089224156
"031045_1992",0.13347401946642
"031086_1992",0.823863742815933
"031106_1992",NA
"031005_1992",NA
"031088_1992",0.497106743455566
"031072_1992",NA
"031065_1992",-0.889868235670373
"031083_1992",-0.623346471178213
"031071_1992",0.638621128318278
"031064_1992",0.27327393087811
"031014_1992",0.711939344917889
"031060_1992",0.393210040197167
"032010_1992",-0.840548618601561
"032017_1992",-1.33667519693253
"032056_1992",-1.81986661601115
"032038_1992",0.536220067728799
"032042_1992",-0.44514339120629
"032039_1992",-0.776461408725834
"032020_1992",-1.26462411224855
"032024_1992",-0.66906576950371
"032005_1992",-1.12808461335956
"032036_1992",-0.679333415733459
"032049_1992",-0.143019883638371
"032055_1992",-0.714951062223983
"032051_1992",NA
"032034_1992",-0.681015030349903
"032048_1992",-0.562676283213937
"032014_1992",-0.124335840997145
"032019_1992",-0.921038221534087
"032029_1992",-0.840378344983108
"032016_1992",-0.259309543672994
"032040_1992",NA
"032026_1992",0.392149389479854
"032022_1992",-0.794613867019231
"032057_1992",NA
"032054_1992",0.202624008052104
"032052_1992",-0.271531369643192
"032037_1992",-0.0270527024549851
"032035_1992",-0.121916418425687
"032044_1992",-0.465932954056223
"032009_1992",-0.416476724430577
"032023_1992",-1.42132138036522
"032007_1992",-0.797278220320749
"032025_1992",-0.820923657970565
"032053_1992",-0.289917746457058
"032008_1992",-0.658577903642508
"032032_1992",-0.984109396956203
"032031_1992",-0.273851128038739
"032046_1992",-0.467438073325793
"032047_1992",-0.549331099523085
"032050_1992",-0.670511666926499
"032045_1992",-0.517069499191728
"032006_1992",-0.800198703839678
"032012_1992",0.187923039881228
"032001_1992",-0.502155316546015
"032033_1992",-0.779670591697024
"032013_1992",-0.766505946057641
"032018_1992",-0.313754773597621
"032021_1992",0.71627691661541
"032002_1992",NA
"032004_1992",-0.303851859100052
"032003_1992",-0.510344116217041
"032011_1992",-0.876262164051743
"032041_1992",0.214943830106475
"032027_1992",0.628863223286851
"032028_1992",NA
"032030_1992",-0.860957974270357
"032015_1992",NA
"032058_1992",NA
"032043_1992",-0.107386251464977
"0-_1992",NA
"01001_1993",-1.77355505091651
"01005_1993",-0.940435409849047
"01003_1993",-1.04323498302575
"01007_1993",-0.969620368274024
"01006_1993",-1.22236258441742
"01002_1993",-0.554200930592726
"01011_1993",NA
"01009_1993",-0.737974045326433
"01010_1993",NA
"01004_1993",-0.667667281468239
"01008_1993",-0.619785153341091
"02004_1993",-1.86732263315419
"02002_1993",-1.81672288842969
"02001_1993",-1.62745933854945
"02003_1993",-1.6354834731831
"02005_1993",NA
"03008_1993",-1.39220132245253
"03003_1993",-1.69027935802214
"03001_1993",-1.18359696458947
"03002_1993",-1.4309413458453
"03009_1993",NA
"04002_1993",-1.23501783661819
"04003_1993",-0.791894104479538
"04004_1993",NA
"04009_1993",-0.0407497379070018
"04001_1993",-0.147749746868788
"04011_1993",NA
"04006_1993",0.662278101337903
"04005_1993",NA
"04010_1993",NA
"04008_1993",NA
"04007_1993",0.0350825385682457
"05030_1993",-1.73750232425328
"05035_1993",-1.8414760799536
"05018_1993",-1.86514599411336
"05025_1993",-1.67885354747209
"05002_1993",-1.32984968085071
"05017_1993",-0.754575622331499
"05033_1993",-0.712077917412242
"05027_1993",-1.04458608030251
"05010_1993",-1.50144096001089
"05020_1993",-1.30592043711639
"05028_1993",-1.62249933375928
"05009_1993",-0.831596338307037
"05024_1993",-0.894774897030546
"05032_1993",-1.66193757266161
"05022_1993",-1.36538382810317
"05006_1993",-1.11123784915265
"05031_1993",-1.491654222555
"05004_1993",-0.461225898389242
"05003_1993",-1.53806299340729
"05036_1993",-0.274319699381738
"05007_1993",-0.751748566545483
"05023_1993",-0.303021916085294
"05038_1993",-1.17868211232404
"05011_1993",-0.287179458947467
"05014_1993",-0.119096137750039
"05034_1993",-1.04885060927878
"05019_1993",-1.34691623764954
"05021_1993",-0.921910450836929
"05037_1993",-0.920258371168186
"05026_1993",-0.686043636369625
"05008_1993",-0.468676862905685
"05012_1993",-0.773977604141553
"05029_1993",-0.918708525311498
"05016_1993",-1.02961495075728
"05005_1993",-0.781402636207845
"05013_1993",-0.305000470838424
"05015_1993",-0.290761026376363
"05001_1993",-1.35359858211817
"06007_1993",-1.64656432009936
"06002_1993",-1.90633941836522
"06010_1993",-1.57882918306002
"06009_1993",-1.01209371202074
"06005_1993",-1.43107934862146
"06001_1993",-0.938100114823353
"06003_1993",-0.902784108750252
"06004_1993",-1.01571418106579
"06008_1993",-1.0627203873833
"06006_1993",-0.332043494769236
"07101_1993",-1.39201596848406
"07089_1993",-0.518225864141966
"07059_1993",1.65811018313999
"07078_1993",-0.625210493197496
"07019_1993",-0.220057386770812
"07031_1993",1.86673432503519
"07052_1993",1.86558412810223
"07065_1993",0.53717408687059
"07108_1993",-0.190289224858001
"07027_1993",-0.153016399966406
"07061_1993",0.189028403040102
"07097_1993",-0.334177092049279
"07023_1993",2.03291414013615
"07017_1993",NA
"07107_1993",0.295494970842008
"07096_1993",1.43465398281086
"07099_1993",0.934914421319574
"07034_1993",0.366981915989434
"07057_1993",0.318204922167778
"07106_1993",0.145750704979049
"07077_1993",1.60096996842493
"07040_1993",-0.265375297499355
"07069_1993",0.300385541878712
"07012_1993",0.326897091485
"07064_1993",1.93352727389895
"07051_1993",0.253345518868396
"07020_1993",0.482634955096169
"07015_1993",NA
"07074_1993",-0.69711721356997
"07041_1993",1.07185197766762
"07081_1993",1.4840655717816
"07093_1993",1.36355166578957
"07094_1993",0.713826627726321
"07102_1993",0.675926848999357
"07092_1993",0.287308140690913
"07111_1993",1.68022786242288
"07009_1993",-0.606228795880874
"07026_1993",2.18162919900213
"07079_1993",0.214984161620545
"07046_1993",-0.154599223131337
"07087_1993",0.366783563496202
"07080_1993",1.16794326958206
"07109_1993",0.814803541783511
"07037_1993",0.655212029441016
"07013_1993",0.908752813598648
"07112_1993",2.87124284491585
"07030_1993",0.838540395640055
"07100_1993",1.91984249356359
"07004_1993",1.81280204494572
"07072_1993",1.23207593380716
"07032_1993",0.269212817597982
"07103_1993",0.413881766209236
"07002_1993",-0.0489115865763554
"07068_1993",0.267517671120237
"07006_1993",0.714151944453831
"07054_1993",0.586293282403136
"07071_1993",0.712560516784528
"07008_1993",0.397651533487794
"07003_1993",0.569357250126619
"07075_1993",0.86128230524441
"07044_1993",0.382436821070509
"07076_1993",1.95699377282333
"07086_1993",-0.150105451628451
"07049_1993",1.99374682093926
"07038_1993",1.90666839074767
"07039_1993",1.81802600004022
"07014_1993",1.23286944183786
"07066_1993",1.84119060662875
"07021_1993",0.238268783847942
"07005_1993",1.41850109274083
"07048_1993",0.449671693681641
"07047_1993",0.768346147376841
"07114_1993",NA
"07011_1993",0.893598793587819
"07083_1993",0.740586089488642
"07062_1993",0.857307431597893
"07001_1993",0.53569832758046
"07016_1993",0.111321714159993
"07022_1993",2.50725113283471
"07105_1993",0.188286040239735
"07104_1993",0.631112941927648
"07035_1993",0.608348038446382
"07070_1993",1.09260781706112
"07082_1993",2.11385887946277
"07115_1993",NA
"07091_1993",0.201971605370149
"07060_1993",1.77748625514198
"07024_1993",2.29656381653581
"07067_1993",1.51629833168978
"07056_1993",2.23408347191566
"07116_1993",NA
"07042_1993",0.815695055136032
"07043_1993",0.326919681364187
"07085_1993",0.340267195591714
"07007_1993",1.62199309573833
"07073_1993",0.782089591487978
"07018_1993",0.75814292435077
"07084_1993",0.61686223296689
"07053_1993",0.882781044756583
"07117_1993",NA
"07025_1993",1.14793074378873
"07010_1993",1.53728346282327
"07033_1993",1.84199536942301
"07098_1993",0.814653333195263
"07036_1993",1.05975419875342
"07110_1993",0.86645302424641
"07113_1993",NA
"07028_1993",0.396601824241072
"07055_1993",-0.0782483330185445
"07045_1993",0.987312810434432
"07050_1993",0.129296586458098
"07118_1993",NA
"07029_1993",NA
"07058_1993",0.15574539551746
"07090_1993",0.892045634051831
"07063_1993",-0.18378600811705
"07119_1993",NA
"07088_1993",1.38266020601149
"08037_1993",-1.89908475211071
"08019_1993",-2.04745537997247
"08017_1993",-1.63202595048883
"08021_1993",-1.72331877609848
"08032_1993",-1.70046071467375
"08050_1993",-1.59029067858466
"08029_1993",1.13225246426037
"08011_1993",-1.5642886976708
"08027_1993",1.28409128451669
"08045_1993",-1.45265484713847
"08036_1993",-1.30217508480115
"08031_1993",-0.703059944392883
"08040_1993",-1.0164603661123
"08062_1993",-1.40603581831926
"08048_1993",-1.20215711371461
"08009_1993",NA
"08052_1993",-1.50059872096582
"08005_1993",-1.37399125786332
"08002_1993",-1.30399078809315
"08010_1993",-1.23103103350009
"08065_1993",1.26755226823826
"08007_1993",0.986157872062774
"08055_1993",-1.02253605296657
"08004_1993",-1.10420849992416
"08060_1993",-1.55356835247192
"08008_1993",1.87894061248408
"08001_1993",-1.29049288674016
"08013_1993",-0.79446902019198
"08035_1993",-0.705552671002527
"08030_1993",1.28017873254899
"08054_1993",-1.11214763980334
"08025_1993",-1.21809877095692
"08028_1993",-1.19535045544385
"08012_1993",1.00726883523376
"08059_1993",-1.68619164823128
"08046_1993",1.44398559107315
"08003_1993",-1.1979509468377
"08034_1993",-0.936395390513211
"08063_1993",-0.092068196313412
"08053_1993",-1.12178223605526
"08066_1993",1.48895832653079
"08020_1993",1.02616147847806
"08006_1993",-1.08923742339422
"08051_1993",0.751452509209024
"08067_1993",-0.529646436270622
"08018_1993",-0.642458864889362
"08061_1993",-0.0996798367915311
"08023_1993",-1.29015251237409
"08038_1993",-1.14910773813104
"08022_1993",-1.31316410096491
"08026_1993",-0.944743926738642
"08047_1993",0.874308954468844
"08044_1993",-0.774063752507844
"08024_1993",-1.05880564799444
"08039_1993",-1.14847498388637
"08043_1993",-0.912184139141517
"08016_1993",-1.19010956600669
"08049_1993",0.781164545894824
"08058_1993",-1.10684345926493
"08057_1993",-0.589085039493074
"08056_1993",NA
"08014_1993",-0.715408599122028
"08042_1993",-0.744336311501824
"08064_1993",-0.616355158681693
"08015_1993",-0.930214258289873
"08041_1993",1.43489763885523
"08033_1993",NA
"09007_1993",-1.56945389284564
"09005_1993",-1.81844852159723
"09010_1993",-1.76460056369578
"09012_1993",-1.79043447227639
"09003_1993",-2.20001755871733
"09015_1993",-2.11769277679012
"09017_1993",-1.87512362213264
"09002_1993",-1.89907456924117
"09006_1993",-1.8271987329574
"09014_1993",-2.53752936749414
"09013_1993",-1.46009872832888
"09016_1993",-2.11273533652509
"09011_1993",-1.33829476503042
"09008_1993",-1.65794006045703
"09004_1993",-1.49821761885407
"09009_1993",-1.02826615768378
"010005_1993",-1.5775833898393
"010007_1993",-1.44089673810234
"010012_1993",-1.10669567365172
"010023_1993",-0.177315621220153
"010032_1993",-0.809997639224227
"010014_1993",1.60685878289302
"010004_1993",-0.659377573942391
"010008_1993",-1.00563644682986
"010001_1993",-0.695775221797397
"010039_1993",-0.659593400314873
"010034_1993",1.4869551894224
"010036_1993",-0.722930817277614
"010013_1993",-0.590366861947607
"010022_1993",-0.858566213135315
"010026_1993",NA
"010038_1993",-1.13576952684521
"010016_1993",-0.483971636942272
"010035_1993",-0.369867232111573
"010018_1993",-0.94298683247478
"010020_1993",-0.726917664858613
"010028_1993",-0.303217841565917
"010015_1993",-0.662856600924915
"010024_1993",-0.582340793847997
"010017_1993",-0.755241835643589
"010006_1993",NA
"010009_1993",0.127209423954629
"010021_1993",-0.549329779358882
"010037_1993",0.536935257184296
"010011_1993",-0.779541952151399
"010031_1993",-0.339874995818368
"010027_1993",0.17382036795837
"010033_1993",-0.23441937508653
"010025_1993",NA
"010010_1993",-0.645150752273893
"010003_1993",NA
"010019_1993",1.12803860682035
"010002_1993",0.448203520106141
"010030_1993",-0.0687611740458921
"010029_1993",-0.72444036757354
"011020_1993",-1.63631023352706
"011017_1993",-1.18403262060149
"011007_1993",-1.43798213648327
"011027_1993",-1.21766563761367
"011037_1993",-0.662811050508124
"011015_1993",-1.14908671406068
"011003_1993",-0.271828929525499
"011014_1993",-0.0491441402659013
"011023_1993",-0.347419234175854
"011042_1993",-0.513853111279781
"011033_1993",0.0190499222810151
"011031_1993",-1.08009341383907
"011030_1993",0.159131339637207
"011002_1993",-0.938326087648901
"011028_1993",-0.764590339564058
"011011_1993",-0.815371088543944
"011005_1993",-0.503800503313088
"011001_1993",-0.263703911348211
"011035_1993",-0.334866865659231
"011009_1993",-0.233795699211348
"011025_1993",-0.994289373356269
"011032_1993",-0.235382816217726
"011046_1993",-0.360848446823504
"011004_1993",-0.42129009414425
"011041_1993",-1.17553079073866
"011026_1993",-0.260598293441473
"011044_1993",-0.656277054183668
"011019_1993",0.329273674612
"011021_1993",-1.48426459894853
"011029_1993",0.164276413407128
"011008_1993",-0.171981954982536
"011039_1993",-0.357080747765624
"011018_1993",-0.619105747617019
"011012_1993",-0.513257682010801
"011013_1993",0.131318602491068
"011022_1993",0.122049620265513
"011016_1993",-0.481558636447906
"011043_1993",0.777032785933459
"011040_1993",0.810375001760886
"011038_1993",-0.774529833360087
"011010_1993",NA
"011024_1993",-0.521163839538159
"011045_1993",1.72529549858552
"011036_1993",-0.3543245122315
"011006_1993",1.23894171725191
"011034_1993",0.53338161957711
"012001_1993",-0.901901959758837
"012029_1993",-0.933676448877994
"012035_1993",-1.03260656103296
"012028_1993",1.23893665122253
"012038_1993",-0.952107775240495
"012055_1993",-0.562915137764842
"012066_1993",0.603045324443953
"012021_1993",0.0566254109472807
"012012_1993",1.32959190301119
"012046_1993",0.917386619743959
"012057_1993",-0.376622117598598
"012011_1993",NA
"012058_1993",0.200209231102735
"012075_1993",0.149657104425282
"012053_1993",0.61875218578372
"012048_1993",-0.358224514259264
"012056_1993",0.85433354672965
"012022_1993",0.647534717880904
"012052_1993",1.54256614447253
"012061_1993",NA
"012003_1993",0.922370740709024
"012034_1993",NA
"012050_1993",-0.796396178622337
"012032_1993",1.43783400864857
"012076_1993",NA
"012051_1993",1.27393937008569
"012059_1993",0.397831594934389
"012041_1993",1.72579056379039
"012007_1993",-0.0371005636649877
"012013_1993",0.86558207463376
"012043_1993",2.85805543479689
"012027_1993",0.579375002311182
"012054_1993",1.26134253968136
"012071_1993",2.20311597998847
"012068_1993",0.16276610522647
"012023_1993",0.54119037665131
"012010_1993",2.18952556574092
"012002_1993",1.62751803027534
"012040_1993",0.456882724443897
"012045_1993",1.33210823588256
"012039_1993",-0.108583029750786
"012073_1993",0.925165693954736
"012072_1993",2.14099439164217
"012062_1993",2.32050013818947
"012074_1993",1.80614801941051
"012067_1993",0.0743883642703858
"012030_1993",0.434643901455659
"012020_1993",1.97017430431583
"012004_1993",1.82904624256008
"012078_1993",NA
"012042_1993",1.27715441999837
"012079_1993",NA
"012017_1993",NA
"012025_1993",1.16473815946331
"012014_1993",-0.555878366056253
"012064_1993",0.405641883156404
"012016_1993",1.43216766262842
"012033_1993",0.253198102259356
"012019_1993",1.80485317357535
"012006_1993",0.0867773253602364
"012060_1993",0.661131066984211
"012018_1993",0.337408534397791
"012077_1993",NA
"012015_1993",-0.742599711119186
"012049_1993",NA
"012044_1993",0.299774502933865
"012069_1993",1.92059897735803
"012036_1993",1.25402388266757
"012081_1993",NA
"012026_1993",0.744464171216997
"012063_1993",2.13989535682953
"012031_1993",1.10662731554763
"012008_1993",0.729646806235186
"012070_1993",1.01298816949794
"012047_1993",1.62425273209715
"012024_1993",0.869407282541632
"012009_1993",1.96406376702328
"012037_1993",0.399420226978993
"012080_1993",NA
"012065_1993",0.801587892281968
"012005_1993",0.369820566678429
"013048_1993",-1.77976553300833
"013077_1993",-1.21168111348147
"013051_1993",-1.43304579387049
"013028_1993",0.790633806834228
"013069_1993",-1.44979630035941
"013076_1993",-1.4144896820073
"013030_1993",-0.329210527024295
"013063_1993",-0.898446387856033
"013016_1993",-0.253244585038693
"013003_1993",-0.834635223182005
"013061_1993",-1.75941084511773
"013067_1993",-0.602126809098512
"013041_1993",-0.959883480085313
"013029_1993",-0.461990563592573
"013083_1993",-0.564289797251315
"013008_1993",-1.0600468511544
"013002_1993",0.812045659802471
"013084_1993",NA
"013073_1993",1.12549865291642
"013046_1993",1.23280193942904
"013013_1993",-1.17506641700364
"013059_1993",0.102399679958772
"013056_1993",-0.825616980922968
"013052_1993",-0.523074960997681
"013023_1993",-0.748548026051091
"013054_1993",-0.368758739076785
"013081_1993",-0.443025892529465
"013062_1993",1.61051840951217
"013010_1993",-1.40803439049134
"013074_1993",-0.989792232454375
"013012_1993",NA
"013027_1993",1.66815392267416
"013025_1993",0.905520049151587
"013080_1993",1.73547904981793
"013018_1993",0.843025631226358
"013050_1993",-1.07110293524746
"013037_1993",0.56282032942828
"013001_1993",0.345908741976619
"013006_1993",NA
"013011_1993",1.20818552620514
"013078_1993",1.57969633235288
"013070_1993",-1.07607906016078
"013053_1993",1.87371229293436
"013009_1993",-0.214015828656644
"013060_1993",1.02519900750149
"013082_1993",-0.912395269369683
"013015_1993",0.455744203802977
"013005_1993",-0.730861832655643
"013049_1993",1.39419965565063
"013019_1993",0.181561703110424
"013024_1993",0.21607311387301
"013014_1993",0.579554362620186
"013055_1993",NA
"013058_1993",NA
"013044_1993",-0.129523183934236
"013075_1993",-0.798453660608729
"013057_1993",0.16077088182699
"013068_1993",1.20223503855929
"013021_1993",-1.37794067938641
"013022_1993",-0.486269776303268
"013039_1993",-0.942602685825958
"013026_1993",1.321025557859
"013017_1993",NA
"013031_1993",0.146286432269808
"013066_1993",-0.825810017389007
"013007_1993",-0.0743851179582764
"013032_1993",0.49826969667274
"013035_1993",0.0641793146420253
"013040_1993",1.29187112283055
"013065_1993",-1.11382753359601
"013042_1993",0.258335843122981
"013071_1993",1.37683170122061
"013064_1993",-0.588795789486625
"013072_1993",-1.64906922630024
"013034_1993",0.821362935940607
"013045_1993",-0.215951309339714
"013036_1993",-0.0621722282056112
"013004_1993",0.487995901520048
"013038_1993",0.40677373941717
"013079_1993",0.423130178177162
"013043_1993",1.01885638811083
"013047_1993",1.11667014665828
"013020_1993",NA
"013033_1993",0.431220797572272
"014039_1993",-2.02328294245363
"014120_1993",-1.95343327647537
"014098_1993",-1.18861949337386
"014097_1993",-0.99658540887952
"014101_1993",-1.07022405377052
"014067_1993",-1.84014488429857
"014070_1993",-0.957761136294265
"014053_1993",-0.854318792978333
"014093_1993",-1.32436159460607
"014023_1993",-1.65887658971023
"014063_1993",-1.66556699642864
"014083_1993",-1.37261788698442
"014008_1993",-0.821842981304139
"014073_1993",-1.22287922566062
"014124_1993",-0.941719794101328
"014018_1993",-1.21774731496977
"014006_1993",-1.38304244808686
"014015_1993",-1.38813681780381
"014013_1993",-1.06284647571814
"014035_1993",-0.804463976520214
"014044_1993",-1.21805617073199
"014066_1993",-0.922259117533343
"014030_1993",-1.55972446466454
"014050_1993",-1.20901873536674
"014085_1993",-1.17438286273256
"014094_1993",-0.890038625292224
"014022_1993",-1.32954513861896
"014091_1993",-0.747182542120969
"014016_1993",-0.813206824123509
"014082_1993",-1.29915897145
"014100_1993",-0.218814777940988
"014108_1993",-1.37959860882934
"014046_1993",-1.20119913633688
"014078_1993",-1.09762606957547
"014064_1993",-0.235966696289674
"014121_1993",-1.49208953808596
"014119_1993",-1.15137953933451
"014077_1993",-1.48862004264333
"014024_1993",-1.22284908915252
"014047_1993",-1.42903827353529
"014043_1993",-0.858161395282771
"014037_1993",-1.38859688715591
"014118_1993",-1.10350485874711
"014003_1993",-1.52420595831217
"014002_1993",-1.61728275858642
"014105_1993",-0.977147906175569
"014055_1993",-1.32270087599261
"014021_1993",-1.35439832789818
"014001_1993",-0.445605238773957
"014033_1993",-0.716787813170747
"014096_1993",-0.925731201734749
"014048_1993",NA
"014116_1993",-0.998549561237957
"014009_1993",-1.35769390677659
"014036_1993",-1.37919965190481
"014045_1993",-0.289823604387525
"014086_1993",NA
"014061_1993",1.34057783517294
"014125_1993",NA
"014027_1993",0.212192255086418
"014025_1993",-1.13676741542632
"014087_1993",-0.931099366883292
"014029_1993",0.0624081594398963
"014051_1993",-1.3678539719883
"014109_1993",-0.166652713397204
"014123_1993",-0.487652279384116
"014114_1993",-1.38812415864578
"014088_1993",-1.1274295267818
"014065_1993",-0.945359106425362
"014113_1993",-0.571027042409814
"014074_1993",-1.10055396830281
"014005_1993",-0.978461961365155
"014084_1993",-0.621187657897453
"014110_1993",-1.33706807709574
"014058_1993",-1.33883563242627
"014079_1993",-0.911410803959374
"014059_1993",-0.971040851978644
"014017_1993",-0.696379079183491
"014092_1993",-0.707337423238196
"014069_1993",-0.379908164051926
"014068_1993",-0.0898201452609283
"014049_1993",0.402535836873094
"014099_1993",NA
"014020_1993",0.0439370677880606
"014040_1993",-0.367089476797399
"014042_1993",NA
"014095_1993",-1.41198800946159
"014007_1993",-1.26870332442096
"014014_1993",-0.791201535806053
"014103_1993",-1.17977474144375
"014072_1993",-0.371167295138703
"014019_1993",0.360447075694152
"014060_1993",-0.700407798802058
"014041_1993",-0.890295312178739
"014090_1993",-1.16521321047304
"014080_1993",NA
"014122_1993",0.186047692576282
"014111_1993",-0.947202986592618
"014102_1993",-0.840494823472686
"014010_1993",NA
"014104_1993",-0.598414649875581
"014054_1993",-1.4573386395751
"014115_1993",-0.388137972345042
"014107_1993",-1.03684084625019
"014052_1993",-1.11495780919511
"014032_1993",NA
"014026_1993",-0.75489681211097
"014112_1993",-0.980490242466508
"014004_1993",-0.811338844518727
"014011_1993",-0.34584236192536
"014038_1993",-0.342975850399667
"014117_1993",-0.309726032416773
"014081_1993",-0.671126583580915
"014071_1993",0.410626369990649
"014012_1993",-0.868205165432704
"014106_1993",NA
"014076_1993",-0.0780338483488824
"014062_1993",-0.354043262075838
"014031_1993",0.367350433877569
"014057_1993",-1.04013829429054
"014075_1993",-0.969804579538895
"014089_1993",-0.761494835441059
"014028_1993",-0.473054662065737
"014056_1993",0.588786954804045
"014034_1993",-1.15968509292315
"015033_1993",-1.4777372588355
"015058_1993",-1.63819467623538
"015106_1993",-1.50534608737074
"015057_1993",-1.74161671491697
"015104_1993",-1.80078036738403
"015031_1993",-0.880758566344743
"015121_1993",-2.1536646619481
"015109_1993",-1.7143111946765
"015013_1993",-1.80375512374603
"015039_1993",-1.14250934882654
"015081_1993",-1.5604362990943
"015060_1993",-1.19103438139351
"015122_1993",NA
"015025_1993",-0.73617647660387
"015070_1993",-1.24329173377782
"015020_1993",-2.22979304877175
"015037_1993",-1.59702349484094
"015099_1993",-1.5262651320068
"015054_1993",-2.05585321719081
"015029_1993",-1.22580592229319
"015120_1993",-1.2533082931954
"015118_1993",-0.689035022542195
"015074_1993",0.740356719254562
"015005_1993",0.117690581884542
"015042_1993",NA
"015002_1993",-1.30835209946579
"015108_1993",-1.43950706093103
"015024_1993",-1.6777874730724
"015051_1993",-1.17861083893885
"015035_1993",-1.17776692141643
"015114_1993",0.887371968788092
"015087_1993",NA
"015014_1993",-0.619259731592747
"015088_1993",-0.630316418784769
"015082_1993",0.276421267889756
"015095_1993",-1.30182347305711
"015124_1993",NA
"015045_1993",-0.200372773819963
"015090_1993",-0.726288847626536
"015067_1993",-0.512719591099577
"015101_1993",-0.900355682201773
"015076_1993",-1.2580006619552
"015047_1993",NA
"015091_1993",-1.06260370936775
"015113_1993",-0.129183256008829
"015062_1993",-1.19921188393159
"015001_1993",0.313665603614594
"015110_1993",-0.901491166646533
"015048_1993",-0.470788707563237
"015085_1993",NA
"015011_1993",-1.18800150975519
"015053_1993",-1.32864989577826
"015092_1993",-1.253
"015018_1993",-0.905593541679231
"015111_1993",0.59402730845033
"015115_1993",-1.00231444572687
"015009_1993",-1.09986803402016
"015003_1993",0.335560537937601
"015103_1993",-1.43119913889992
"015112_1993",0.0979048333365245
"015036_1993",-0.397920436431125
"015023_1993",-0.987145393082917
"015100_1993",-1.21958124833896
"015021_1993",0.196618929558033
"015059_1993",-1.17322888701713
"015084_1993",-0.62605036549509
"015064_1993",-0.0671993601068613
"015096_1993",-1.0557944356671
"015105_1993",0.753653066832346
"015040_1993",-0.558353608033257
"015019_1993",-1.32320253060476
"015065_1993",-0.730334093125839
"015063_1993",NA
"015032_1993",0.808191536783446
"015086_1993",0.351282398008667
"015044_1993",-1.80337809109113
"015015_1993",-0.265868860780338
"015093_1993",-0.836626940089694
"015008_1993",0.705338330460427
"015056_1993",0.51791287924978
"015043_1993",-0.627319280453685
"015010_1993",-1.0685503459582
"015028_1993",-1.06728479599913
"015068_1993",-0.758347460881327
"015026_1993",0.293755552671346
"015123_1993",NA
"015016_1993",-0.589611181533032
"015080_1993",1.0071989281455
"015052_1993",0.10155023691231
"015073_1993",-0.869396695830912
"015075_1993",-1.06171645127779
"015030_1993",-1.41928796241447
"015050_1993",-0.724956697685059
"015007_1993",0.531895767268736
"015094_1993",-0.709498819144136
"015097_1993",0.362595580443294
"015046_1993",-0.630401365738396
"015119_1993",0.611181561948122
"015117_1993",0.486215130940514
"015102_1993",-0.178877090952109
"015004_1993",NA
"015022_1993",-0.939446238115899
"015049_1993",-0.38964866695609
"015071_1993",-0.561523054742162
"015079_1993",-0.0866470749597311
"015072_1993",-1.02274386890326
"015083_1993",-1.09438173802054
"015055_1993",-1.22618200856617
"015089_1993",-0.764699544145984
"015107_1993",-0.841358710553691
"015012_1993",-0.887
"015027_1993",-0.958891933344482
"015038_1993",-0.353349718455145
"015006_1993",-1.07300938688091
"015125_1993",NA
"015017_1993",-0.736580248205934
"015078_1993",NA
"015034_1993",NA
"015061_1993",-0.472410614178718
"015041_1993",0.479774450477955
"015077_1993",NA
"015098_1993",-0.963673057954416
"015066_1993",0.440969045202146
"015069_1993",-1.21813920048243
"015116_1993",NA
"016053_1993",-1.62211823292517
"016102_1993",-1.28344038620382
"016108_1993",-1.3998271582478
"016052_1993",-1.5428424929028
"016112_1993",-0.694700734124446
"016006_1993",-0.875629700482499
"016034_1993",-0.589790046183179
"016088_1993",-0.462226900649251
"016069_1993",-1.40777233499593
"016066_1993",-0.818570686848286
"016050_1993",-0.0973055611228867
"016082_1993",-0.455050199081707
"016076_1993",-1.38437894462421
"016107_1993",-1.30950507273233
"016071_1993",-0.565978748109667
"016043_1993",-1.15693161201414
"016075_1993",-0.940565247525833
"016079_1993",-0.182114692123048
"016110_1993",-0.587471223989111
"016012_1993",-0.552891910235301
"016038_1993",-0.0350929272400609
"016055_1993",-0.570709802894379
"016025_1993",-0.0886746317541507
"016065_1993",-0.391987487773918
"016045_1993",-1.32722419209072
"016009_1993",-0.238510640789947
"016097_1993",0.405749807032169
"016035_1993",0.243147173807562
"016017_1993",NA
"016085_1993",-0.704961592084684
