"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","PAN_PRD","nulos","noreg","total","muniYear1","win_state","wintop_state","win","win_top","prevyear","difY","inc","cont","alt","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","PAN_PRD_ofi","PRI_opo","PAN_opo","PRD_opo","PAN_PRD_opo","edo_year"
"20495_1983","20","20495",1983,"PRI",0,1628,0,0,NA,NA,1628,NA,"PRI","PRI","PRI","PRI",2013,-30,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1983"
"20495_1986","20","20495",1986,"PRI",0,1512,0,0,0,0,1512,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1986"
"20495_1989","20","20495",1989,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1986,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1989"
"20495_1992","20","20495",1992,"PRI",0,622,0,0,0,0,622,NA,"PRI","PRI","PRI","PRI",1989,3,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1992"
"20495_1995","20","20495",1995,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1992,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1995"
"20495_1998","20","20495",1998,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1995,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_1998"
"20495_2001","20","20495",2001,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1998,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2001"
"20495_2004","20","20495",2004,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,2001,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2004"
"20495_2007","20","20495",2007,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2004,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2007"
"20495_2010","20","20495",2010,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2007,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2010"
"20495_2013","20","20495",2013,NA,0,0,0,0,0,0,0,NA,"PAN_PRD_CONV_PT","PAN",NA,NA,2010,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,"20_2013"
"20496_1983","20","20496",1983,"PRI",0,242,0,0,NA,NA,242,NA,"PRI","PRI","PRI","PRI",2013,-30,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1983"
"20496_1986","20","20496",1986,"PRI",19,1239,3,0,0,0,1295,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1986"
"20496_1989","20","20496",1989,"PRI",0,1173,0,0,0,0,1173,NA,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1989"
"20496_1992","20","20496",1992,"PRI",0,672,0,0,0,0,672,NA,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1992"
"20496_1995","20","20496",1995,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1992,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1995"
"20496_1998","20","20496",1998,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1995,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_1998"
"20496_2001","20","20496",2001,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1998,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2001"
"20496_2004","20","20496",2004,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,2001,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2004"
"20496_2007","20","20496",2007,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2004,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2007"
"20496_2010","20","20496",2010,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2007,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2010"
"20496_2013","20","20496",2013,NA,0,0,0,0,0,0,0,NA,"PAN_PRD_CONV_PT","PAN",NA,NA,2010,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,"20_2013"
"20497_1983","20","20497",1983,"PRI",0,426,0,0,NA,NA,426,NA,"PRI","PRI","PRI","PRI",2013,-30,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1983"
"20497_1986","20","20497",1986,"PRI",0,594,0,0,0,0,594,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1986"
"20497_1989","20","20497",1989,"PRI",0,40,0,0,0,0,40,NA,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1989"
"20497_1992","20","20497",1992,"PRI",0,340,281,0,0,0,621,NA,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1992"
"20497_1995","20","20497",1995,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1992,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1995"
"20497_1998","20","20497",1998,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1995,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_1998"
"20497_2001","20","20497",2001,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1998,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2001"
"20497_2004","20","20497",2004,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,2001,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2004"
"20497_2007","20","20497",2007,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2004,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2007"
"20497_2010","20","20497",2010,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2007,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2010"
"20497_2013","20","20497",2013,NA,0,0,0,0,0,0,0,NA,"PAN_PRD_CONV_PT","PAN",NA,NA,2010,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,"20_2013"
"20498_1983","20","20498",1983,"PRI",0,1316,0,0,NA,NA,1316,NA,"PRI","PRI","PRI","PRI",2013,-30,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1983"
"20498_1986","20","20498",1986,"PRI",0,1653,0,0,0,0,1653,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1986"
"20498_1989","20","20498",1989,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1986,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1989"
"20498_1992","20","20498",1992,"PRI",0,1458,0,0,0,0,1458,NA,"PRI","PRI","PRI","PRI",1989,3,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1992"
"20498_1995","20","20498",1995,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1992,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1995"
"20498_1998","20","20498",1998,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1995,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_1998"
"20498_2001","20","20498",2001,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1998,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2001"
"20498_2004","20","20498",2004,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,2001,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2004"
"20498_2007","20","20498",2007,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2004,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2007"
"20498_2010","20","20498",2010,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2007,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2010"
"20498_2013","20","20498",2013,NA,0,0,0,0,0,0,0,NA,"PAN_PRD_CONV_PT","PAN",NA,NA,2010,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,"20_2013"
"20499_1983","20","20499",1983,"PRI",0,240,0,0,NA,NA,240,NA,"PRI","PRI","PRI","PRI",2013,-30,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1983"
"20499_1986","20","20499",1986,"PRI",0,325,0,0,0,0,325,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1986"
"20499_1989","20","20499",1989,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1986,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1989"
"20499_1992","20","20499",1992,"PRI",0,102,0,0,0,0,102,NA,"PRI","PRI","PRI","PRI",1989,3,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1992"
"20499_1995","20","20499",1995,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1992,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1995"
"20499_1998","20","20499",1998,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1995,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_1998"
"20499_2001","20","20499",2001,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1998,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2001"
"20499_2004","20","20499",2004,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,2001,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2004"
"20499_2007","20","20499",2007,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2004,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2007"
"20499_2010","20","20499",2010,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2007,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2010"
"20499_2013","20","20499",2013,NA,0,0,0,0,0,0,0,NA,"PAN_PRD_CONV_PT","PAN",NA,NA,2010,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,"20_2013"
"20500_1983","20","20500",1983,"PRI",0,2401,0,0,NA,NA,2401,NA,"PRI","PRI","PRI","PRI",2013,-30,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1983"
"20500_1986","20","20500",1986,"PRI",0,1996,0,0,0,0,2008,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1986"
"20500_1989","20","20500",1989,"PRI",0,1002,0,0,0,0,1002,NA,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1989"
"20500_1992","20","20500",1992,"PRI",0,675,0,0,0,0,675,NA,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1992"
"20500_1995","20","20500",1995,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1992,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1995"
"20500_1998","20","20500",1998,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1995,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_1998"
"20500_2001","20","20500",2001,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1998,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2001"
"20500_2004","20","20500",2004,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,2001,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2004"
"20500_2007","20","20500",2007,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2004,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2007"
"20500_2010","20","20500",2010,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2007,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2010"
"20500_2013","20","20500",2013,NA,0,0,0,0,0,0,0,NA,"PAN_PRD_CONV_PT","PAN",NA,NA,2010,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,"20_2013"
"20501_1983","20","20501",1983,"PRI",0,480,0,0,NA,NA,480,NA,"PRI","PRI","PRI","PRI",2013,-30,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1983"
"20501_1986","20","20501",1986,"PRI",0,228,0,0,0,0,228,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1986"
"20501_1989","20","20501",1989,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1986,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1989"
"20501_1992","20","20501",1992,"PRI",0,55,0,0,0,0,55,NA,"PRI","PRI","PRI","PRI",1989,3,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1992"
"20501_1995","20","20501",1995,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1992,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1995"
"20501_1998","20","20501",1998,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1995,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_1998"
"20501_2001","20","20501",2001,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1998,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2001"
"20501_2004","20","20501",2004,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,2001,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2004"
"20501_2007","20","20501",2007,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2004,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2007"
"20501_2010","20","20501",2010,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2007,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2010"
"20501_2013","20","20501",2013,NA,0,0,0,0,0,0,0,NA,"PAN_PRD_CONV_PT","PAN",NA,NA,2010,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,"20_2013"
"20502_1983","20","20502",1983,"PRI",0,1989,0,0,NA,NA,1989,NA,"PRI","PRI","PRI","PRI",2013,-30,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1983"
"20502_1986","20","20502",1986,"PRI",0,1726,0,0,0,0,1726,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1986"
"20502_1989","20","20502",1989,"PRI",0,1731,0,0,0,0,1731,NA,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1989"
"20502_1992","20","20502",1992,"PRI",0,889,0,0,0,0,889,NA,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1992"
"20502_1995","20","20502",1995,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1992,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1995"
"20502_1998","20","20502",1998,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1995,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_1998"
"20502_2001","20","20502",2001,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1998,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2001"
"20502_2004","20","20502",2004,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,2001,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2004"
"20502_2007","20","20502",2007,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2004,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2007"
"20502_2010","20","20502",2010,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2007,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2010"
"20502_2013","20","20502",2013,NA,0,0,0,0,0,0,0,NA,"PAN_PRD_CONV_PT","PAN",NA,NA,2010,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,"20_2013"
"20503_1983","20","20503",1983,"PRI",0,369,0,0,NA,NA,369,NA,"PRI","PRI","PRI","PRI",2013,-30,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1983"
"20503_1986","20","20503",1986,"PRI",0,370,0,0,0,0,370,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1986"
"20503_1989","20","20503",1989,"PRI",0,393,0,0,0,0,393,NA,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1989"
"20503_1992","20","20503",1992,"PRI",0,103,0,0,0,0,103,NA,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1992"
"20503_1995","20","20503",1995,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1992,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1995"
"20503_1998","20","20503",1998,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1995,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_1998"
"20503_2001","20","20503",2001,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1998,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2001"
"20503_2004","20","20503",2004,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,2001,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2004"
"20503_2007","20","20503",2007,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2004,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2007"
"20503_2010","20","20503",2010,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2007,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2010"
"20503_2013","20","20503",2013,NA,0,0,0,0,0,0,0,NA,"PAN_PRD_CONV_PT","PAN",NA,NA,2010,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,"20_2013"
"20504_1983","20","20504",1983,"PRI",0,487,0,0,NA,NA,487,NA,"PRI","PRI","PRI","PRI",2013,-30,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1983"
"20504_1986","20","20504",1986,"PRI",0,710,0,0,0,0,710,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1986"
"20504_1989","20","20504",1989,"PRI",0,549,0,0,0,0,549,NA,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1989"
"20504_1992","20","20504",1992,"PRI",0,469,0,0,0,0,469,NA,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1992"
"20504_1995","20","20504",1995,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1992,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1995"
"20504_1998","20","20504",1998,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1995,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_1998"
"20504_2001","20","20504",2001,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1998,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2001"
"20504_2004","20","20504",2004,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,2001,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2004"
"20504_2007","20","20504",2007,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2004,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2007"
"20504_2010","20","20504",2010,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2007,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2010"
"20504_2013","20","20504",2013,NA,0,0,0,0,0,0,0,NA,"PAN_PRD_CONV_PT","PAN",NA,NA,2010,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,"20_2013"
"20505_1983","20","20505",1983,"PRI",0,1854,418,0,NA,NA,2319,NA,"PRI","PRI","PRI","PRI",2013,-30,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1983"
"20505_1986","20","20505",1986,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1983,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1986"
"20505_1989","20","20505",1989,"PRI",0,1520,877,0,0,0,2397,NA,"PRI","PRI","PRI","PRI",1986,3,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1989"
"20505_1992","20","20505",1992,"PRI",0,1049,409,0,0,0,2848,NA,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1992"
"20505_1995","20","20505",1995,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1992,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1995"
"20505_1998","20","20505",1998,"PRI",0,1674,1415,0,43,0,3546,NA,"PRI","PRI","PRI","PRI",1995,3,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1998"
"20505_2001","20","20505",2001,"MC",0,1411,198,0,2,0,3868,NA,"PRI","PRI","MC","Otros",1998,3,"PRI",0,1,"PRI",0,0,0,0,0,0,0,0,0,"20_2001"
"20505_2004","20","20505",2004,"PRI",0,2588,979,0,28,0,3642,NA,"PRI","PRI","PRI","PRI",2001,3,"MC",0,1,"Otros",1,1,0,0,0,0,0,0,0,"20_2004"
"20505_2007","20","20505",2007,"PRI",1347,2806,24,0,26,0,4177,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2004,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_2007"
"20505_2010","20","20505",2010,"PRI_PVEM",0,2450,0,414,210,3,4209,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2007,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_2010"
"20505_2013","20","20505",2013,"PAN_PRD_PT",0,2005,0,2255,91,0,4530,NA,"PAN_PRD_CONV_PT","PAN","PAN","PAN",2010,3,"PRI",0,1,"PRI",1,0,1,0,1,0,0,0,0,"20_2013"
"20506_1983","20","20506",1983,"PRI",0,295,0,0,NA,NA,295,NA,"PRI","PRI","PRI","PRI",2013,-30,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"20_1983"
"20506_1986","20","20506",1986,"PRI",0,630,0,0,0,0,630,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1986"
"20506_1989","20","20506",1989,"PRI",15,142,13,0,0,0,230,NA,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1989"
"20506_1992","20","20506",1992,"PRI",0,377,0,0,0,0,377,NA,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1992"
"20506_1995","20","20506",1995,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1992,3,"PRI",NA,NA,"PRI",NA,NA,0,0,0,0,NA,NA,NA,"20_1995"
"20506_1998","20","20506",1998,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1995,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_1998"
"20506_2001","20","20506",2001,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,1998,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2001"
"20506_2004","20","20506",2004,NA,0,0,0,0,0,0,0,NA,"PRI","PRI",NA,NA,2001,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2004"
"20506_2007","20","20506",2007,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2004,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2007"
"20506_2010","20","20506",2010,NA,0,0,0,0,0,0,0,NA,"PRI_PT_PVEM","PRI",NA,NA,2007,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,"20_2010"
"20506_2013","20","20506",2013,NA,0,0,0,0,0,0,0,NA,"PAN_PRD_CONV_PT","PAN",NA,NA,2010,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,"20_2013"
"20507_1983","20","20507",1983,"PRI",0,962,0,0,NA,NA,962,NA,"PRI","PRI","PRI","PRI",2013,-30,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"20_1983"
"20507_1986","20","20507",1986,"PRI",0,959,0,0,0,0,959,NA,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1986"
"20507_1989","20","20507",1989,"PRI",0,902,0,0,0,0,902,NA,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1989"
"20507_1992","20","20507",1992,"PRI",0,188,0,0,0,0,188,NA,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1992"
"20507_1995","20","20507",1995,"PRI",304,374,0,0,19,0,678,NA,"PRI","PRI","PRI","PRI",1992,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"20_1995"
