"muniYear","muni","year","tomas_dom_agua","tomas_elec","sist_dren"
"20025_2000","20025",2000,1398,NA,1
"20026_2000","20026",2000,1139,NA,0
"20027_2000","20027",2000,151,NA,0
"20028_2000","20028",2000,1851,NA,1
"20029_2000","20029",2000,245,NA,0
"20030_2000","20030",2000,1787,NA,1
"20031_2000","20031",2000,1576,NA,0
"20032_2000","20032",2000,141,NA,0
"20033_2000","20033",2000,359,NA,1
"20034_2000","20034",2000,228,NA,0
"20035_2000","20035",2000,120,NA,0
"20036_2000","20036",2000,994,NA,0
"20037_2000","20037",2000,503,NA,0
"20038_2000","20038",2000,486,NA,0
"20039_2000","20039",2000,8998,NA,5
"20040_2000","20040",2000,170,NA,0
"20041_2000","20041",2000,2354,NA,1
"20042_2000","20042",2000,1371,NA,1
"20043_2000","20043",2000,14394,NA,6
"20044_2000","20044",2000,6679,NA,6
"20045_2000","20045",2000,675,NA,0
"20046_2000","20046",2000,385,NA,0
"20047_2000","20047",2000,253,NA,0
"20048_2000","20048",2000,104,NA,0
"20049_2000","20049",2000,60,NA,0
"20050_2000","20050",2000,383,NA,0
"20051_2000","20051",2000,373,NA,1
"20052_2000","20052",2000,1060,NA,1
"20053_2000","20053",2000,270,NA,0
"20054_2000","20054",2000,118,NA,0
"20055_2000","20055",2000,885,NA,1
"20056_2000","20056",2000,207,NA,0
"20057_2000","20057",2000,4268,NA,5
"20058_2000","20058",2000,924,NA,0
"20059_2000","20059",2000,3718,NA,1
"20060_2000","20060",2000,310,NA,0
"20061_2000","20061",2000,53,NA,0
"20062_2000","20062",2000,160,NA,0
"20063_2000","20063",2000,449,NA,1
"20064_2000","20064",2000,1346,NA,0
"20065_2000","20065",2000,336,NA,0
"20066_2000","20066",2000,1000,NA,1
"20067_2000","20067",2000,67486,NA,4
"20068_2000","20068",2000,2278,NA,1
"20069_2000","20069",2000,279,NA,0
"20070_2000","20070",2000,613,NA,1
"20071_2000","20071",2000,417,NA,0
"20072_2000","20072",2000,230,NA,0
"20073_2000","20073",2000,4809,NA,3
"20074_2000","20074",2000,0,NA,0
"20075_2000","20075",2000,616,NA,1
"20076_2000","20076",2000,590,NA,0
"20077_2000","20077",2000,120,NA,1
"20078_2000","20078",2000,194,NA,0
"20079_2000","20079",2000,16689,NA,3
"20080_2000","20080",2000,383,NA,0
"20081_2000","20081",2000,802,NA,0
"20082_2000","20082",2000,634,NA,0
"20083_2000","20083",2000,536,NA,1
"20084_2000","20084",2000,0,NA,1
"20085_2000","20085",2000,2252,NA,1
"20086_2000","20086",2000,212,NA,0
"20087_2000","20087",2000,425,NA,1
"20088_2000","20088",2000,308,NA,0
"20089_2000","20089",2000,448,NA,0
"20090_2000","20090",2000,383,NA,0
"20091_2000","20091",2000,0,NA,0
"20092_2000","20092",2000,0,NA,0
"20093_2000","20093",2000,145,NA,0
"20094_2000","20094",2000,0,NA,0
"20095_2000","20095",2000,232,NA,0
"20096_2000","20096",2000,171,NA,0
"20097_2000","20097",2000,464,NA,0
"20098_2000","20098",2000,687,NA,1
"20099_2000","20099",2000,7,NA,0
"20100_2000","20100",2000,153,NA,1
"20101_2000","20101",2000,200,NA,0
"20102_2000","20102",2000,602,NA,1
"20103_2000","20103",2000,857,NA,2
"20104_2000","20104",2000,274,NA,0
"20105_2000","20105",2000,738,NA,0
"20106_2000","20106",2000,77,NA,0
"20107_2000","20107",2000,1343,NA,2
"20108_2000","20108",2000,515,NA,0
"20109_2000","20109",2000,237,NA,1
"20110_2000","20110",2000,68,NA,0
"20111_2000","20111",2000,151,NA,0
"20112_2000","20112",2000,571,NA,0
"20113_2000","20113",2000,371,NA,0
"20114_2000","20114",2000,391,NA,0
"20115_2000","20115",2000,800,NA,0
"20116_2000","20116",2000,176,NA,0
"20117_2000","20117",2000,295,NA,0
"20118_2000","20118",2000,421,NA,1
"20119_2000","20119",2000,123,NA,0
"20120_2000","20120",2000,145,NA,0
"20121_2000","20121",2000,162,NA,0
"20122_2000","20122",2000,177,NA,0
"20123_2000","20123",2000,364,NA,0
"20124_2000","20124",2000,2299,NA,1
"20125_2000","20125",2000,1477,NA,0
"20126_2000","20126",2000,568,NA,1
"20127_2000","20127",2000,70,NA,0
"20128_2000","20128",2000,365,NA,0
"20129_2000","20129",2000,99,NA,0
"20130_2000","20130",2000,554,NA,1
"20131_2000","20131",2000,1033,NA,0
"20132_2000","20132",2000,137,NA,0
"20133_2000","20133",2000,196,NA,0
"20134_2000","20134",2000,812,NA,1
"20135_2000","20135",2000,528,NA,0
"20136_2000","20136",2000,734,NA,1
"20137_2000","20137",2000,169,NA,0
"20138_2000","20138",2000,173,NA,2
"20139_2000","20139",2000,145,NA,0
"20140_2000","20140",2000,150,NA,0
"20141_2000","20141",2000,625,NA,1
"20142_2000","20142",2000,178,NA,0
"20143_2000","20143",2000,1704,NA,1
"20144_2000","20144",2000,234,NA,0
"20145_2000","20145",2000,181,NA,0
"20146_2000","20146",2000,160,NA,0
"20147_2000","20147",2000,97,NA,0
"20148_2000","20148",2000,0,NA,0
"20149_2000","20149",2000,360,NA,0
"20150_2000","20150",2000,1292,NA,1
"20151_2000","20151",2000,84,NA,0
"20152_2000","20152",2000,146,NA,0
"20153_2000","20153",2000,365,NA,0
"20154_2000","20154",2000,216,NA,0
"20155_2000","20155",2000,86,NA,0
"20156_2000","20156",2000,618,NA,2
"20157_2000","20157",2000,677,NA,1
"20158_2000","20158",2000,186,NA,0
"20159_2000","20159",2000,371,NA,0
"20160_2000","20160",2000,377,NA,0
"20161_2000","20161",2000,316,NA,0
"20162_2000","20162",2000,202,NA,0
"20163_2000","20163",2000,213,NA,0
"20164_2000","20164",2000,499,NA,0
"20165_2000","20165",2000,143,NA,0
"20166_2000","20166",2000,1087,NA,1
"20167_2000","20167",2000,194,NA,0
"20168_2000","20168",2000,143,NA,0
"20169_2000","20169",2000,120,NA,0
"20170_2000","20170",2000,242,NA,0
"20171_2000","20171",2000,690,NA,0
"20172_2000","20172",2000,123,NA,0
"20173_2000","20173",2000,406,NA,1
"20174_2000","20174",2000,325,NA,1
"20175_2000","20175",2000,247,NA,0
"20176_2000","20176",2000,403,NA,1
"20177_2000","20177",2000,1862,NA,1
"20178_2000","20178",2000,520,NA,0
"20179_2000","20179",2000,265,NA,0
"20180_2000","20180",2000,488,NA,0
"20181_2000","20181",2000,125,NA,0
"20182_2000","20182",2000,196,NA,0
"20183_2000","20183",2000,259,NA,0
"20184_2000","20184",2000,22259,NA,4
"20185_2000","20185",2000,1230,NA,1
"20186_2000","20186",2000,126,NA,0
"20187_2000","20187",2000,228,NA,0
"20188_2000","20188",2000,1023,NA,1
"20189_2000","20189",2000,188,NA,0
"20190_2000","20190",2000,1781,NA,2
"20191_2000","20191",2000,83,NA,0
"20192_2000","20192",2000,230,NA,0
"20193_2000","20193",2000,411,NA,0
"20194_2000","20194",2000,292,NA,0
"20195_2000","20195",2000,0,NA,0
"20196_2000","20196",2000,0,NA,0
"20197_2000","20197",2000,100,NA,1
"20198_2000","20198",2000,2206,NA,1
"20199_2000","20199",2000,66,NA,0
"20200_2000","20200",2000,1050,NA,0
"20201_2000","20201",2000,370,NA,0
"20202_2000","20202",2000,0,NA,0
"20203_2000","20203",2000,140,NA,0
"20204_2000","20204",2000,163,NA,0
"20205_2000","20205",2000,677,NA,0
"20206_2000","20206",2000,346,NA,0
"20207_2000","20207",2000,1157,NA,0
"20208_2000","20208",2000,174,NA,0
"20209_2000","20209",2000,0,NA,0
"20210_2000","20210",2000,643,NA,0
"20211_2000","20211",2000,302,NA,0
"20212_2000","20212",2000,0,NA,0
"20213_2000","20213",2000,227,NA,0
"20214_2000","20214",2000,384,NA,0
"20215_2000","20215",2000,182,NA,0
"20216_2000","20216",2000,249,NA,0
"20217_2000","20217",2000,212,NA,0
"20218_2000","20218",2000,106,NA,0
"20219_2000","20219",2000,370,NA,0
"20220_2000","20220",2000,579,NA,0
"20221_2000","20221",2000,193,NA,0
"20222_2000","20222",2000,344,NA,1
"20223_2000","20223",2000,0,NA,0
"20224_2000","20224",2000,161,NA,0
"20225_2000","20225",2000,480,NA,0
"20226_2000","20226",2000,375,NA,0
"20227_2000","20227",2000,1463,NA,1
"20228_2000","20228",2000,0,NA,0
"20229_2000","20229",2000,499,NA,0
"20230_2000","20230",2000,216,NA,0
"20231_2000","20231",2000,304,NA,0
"20232_2000","20232",2000,723,NA,1
"20233_2000","20233",2000,356,NA,0
"20234_2000","20234",2000,674,NA,0
"20235_2000","20235",2000,0,NA,0
"20236_2000","20236",2000,235,NA,0
"20237_2000","20237",2000,446,NA,0
"20238_2000","20238",2000,114,NA,0
"20239_2000","20239",2000,136,NA,0
"20240_2000","20240",2000,109,NA,0
"20241_2000","20241",2000,228,NA,0
"20242_2000","20242",2000,621,NA,0
"20243_2000","20243",2000,232,NA,0
"20244_2000","20244",2000,488,NA,0
"20245_2000","20245",2000,227,NA,0
"20246_2000","20246",2000,128,NA,1
"20247_2000","20247",2000,317,NA,1
"20248_2000","20248",2000,879,NA,1
"20249_2000","20249",2000,391,NA,1
"20250_2000","20250",2000,163,NA,0
"20251_2000","20251",2000,55,NA,0
"20252_2000","20252",2000,201,NA,0
"20253_2000","20253",2000,0,NA,0
"20254_2000","20254",2000,445,NA,0
"20255_2000","20255",2000,242,NA,0
"20256_2000","20256",2000,0,NA,0
"20257_2000","20257",2000,260,NA,0
"20258_2000","20258",2000,180,NA,0
"20259_2000","20259",2000,323,NA,0
"20260_2000","20260",2000,431,NA,1
"20261_2000","20261",2000,344,NA,0
"20262_2000","20262",2000,265,NA,1
"20263_2000","20263",2000,308,NA,0
"20264_2000","20264",2000,90,NA,0
"20265_2000","20265",2000,653,NA,0
"20266_2000","20266",2000,1025,NA,0
"20267_2000","20267",2000,0,NA,0
"20268_2000","20268",2000,102,NA,0
"20269_2000","20269",2000,774,NA,1
"20270_2000","20270",2000,0,NA,0
"20271_2000","20271",2000,271,NA,0
"20272_2000","20272",2000,0,NA,1
"20273_2000","20273",2000,345,NA,0
"20274_2000","20274",2000,154,NA,0
"20275_2000","20275",2000,755,NA,0
"20276_2000","20276",2000,144,NA,0
"20277_2000","20277",2000,582,NA,1
"20278_2000","20278",2000,896,NA,1
"20279_2000","20279",2000,320,NA,0
"20280_2000","20280",2000,100,NA,1
"20281_2000","20281",2000,63,NA,0
"20282_2000","20282",2000,0,NA,0
"20283_2000","20283",2000,226,NA,0
"20284_2000","20284",2000,421,NA,0
"20285_2000","20285",2000,244,NA,0
"20286_2000","20286",2000,562,NA,0
"20287_2000","20287",2000,124,NA,0
"20288_2000","20288",2000,0,NA,0
"20289_2000","20289",2000,250,NA,0
"20290_2000","20290",2000,156,NA,0
"20291_2000","20291",2000,508,NA,0
"20292_2000","20292",2000,174,NA,0
"20293_2000","20293",2000,872,NA,1
"20294_2000","20294",2000,482,NA,1
"20295_2000","20295",2000,1589,NA,1
"20296_2000","20296",2000,271,NA,1
"20297_2000","20297",2000,201,NA,0
"20298_2000","20298",2000,1398,NA,1
"20299_2000","20299",2000,242,NA,0
"20300_2000","20300",2000,656,NA,1
"20301_2000","20301",2000,120,NA,0
"20302_2000","20302",2000,6,NA,0
"20303_2000","20303",2000,321,NA,0
"20304_2000","20304",2000,0,NA,0
"20305_2000","20305",2000,844,NA,3
"20306_2000","20306",2000,523,NA,0
"20307_2000","20307",2000,1351,NA,0
"20308_2000","20308",2000,384,NA,3
"20309_2000","20309",2000,546,NA,1
"20310_2000","20310",2000,212,NA,0
"20311_2000","20311",2000,0,NA,0
"20312_2000","20312",2000,200,NA,0
"20313_2000","20313",2000,0,NA,0
"20314_2000","20314",2000,219,NA,0
"20315_2000","20315",2000,130,NA,0
"20316_2000","20316",2000,141,NA,0
"20317_2000","20317",2000,147,NA,0
"20318_2000","20318",2000,4840,NA,3
"20319_2000","20319",2000,504,NA,0
"20320_2000","20320",2000,155,NA,0
"20321_2000","20321",2000,144,NA,0
"20322_2000","20322",2000,0,NA,0
"20323_2000","20323",2000,306,NA,0
"20324_2000","20324",2000,3744,NA,2
"20325_2000","20325",2000,941,NA,0
"20326_2000","20326",2000,166,NA,0
"20327_2000","20327",2000,2348,NA,1
"20328_2000","20328",2000,0,NA,0
"20329_2000","20329",2000,158,NA,0
"20330_2000","20330",2000,458,NA,0
"20331_2000","20331",2000,220,NA,0
"20332_2000","20332",2000,214,NA,0
"20333_2000","20333",2000,611,NA,0
"20334_2000","20334",2000,1897,NA,4
"20335_2000","20335",2000,173,NA,0
"20336_2000","20336",2000,375,NA,1
"20337_2000","20337",2000,482,NA,1
"20338_2000","20338",2000,1420,NA,3
"20339_2000","20339",2000,592,NA,1
"20340_2000","20340",2000,556,NA,0
"20341_2000","20341",2000,0,NA,0
"20342_2000","20342",2000,304,NA,0
"20343_2000","20343",2000,312,NA,0
"20344_2000","20344",2000,308,NA,0
"20345_2000","20345",2000,487,NA,1
"20346_2000","20346",2000,361,NA,1
"20347_2000","20347",2000,354,NA,0
"20348_2000","20348",2000,1268,NA,0
"20349_2000","20349",2000,178,NA,0
"20350_2000","20350",2000,2719,NA,2
"20351_2000","20351",2000,346,NA,0
"20352_2000","20352",2000,1,NA,0
"20353_2000","20353",2000,253,NA,0
"20354_2000","20354",2000,0,NA,0
"20355_2000","20355",2000,144,NA,0
"20356_2000","20356",2000,156,NA,0
"20357_2000","20357",2000,261,NA,0
"20358_2000","20358",2000,762,NA,0
"20359_2000","20359",2000,239,NA,0
"20360_2000","20360",2000,80,NA,1
"20361_2000","20361",2000,0,NA,0
"20362_2000","20362",2000,371,NA,0
"20363_2000","20363",2000,427,NA,0
"20364_2000","20364",2000,1272,NA,1
"20365_2000","20365",2000,317,NA,0
"20366_2000","20366",2000,486,NA,1
"20367_2000","20367",2000,231,NA,1
"20368_2000","20368",2000,213,NA,0
"20369_2000","20369",2000,338,NA,0
"20370_2000","20370",2000,123,NA,0
"20371_2000","20371",2000,130,NA,0
"20372_2000","20372",2000,58,NA,0
"20373_2000","20373",2000,83,NA,0
"20374_2000","20374",2000,134,NA,0
"20375_2000","20375",2000,2153,NA,1
"20376_2000","20376",2000,91,NA,0
"20377_2000","20377",2000,789,NA,0
"20378_2000","20378",2000,290,NA,0
"20379_2000","20379",2000,238,NA,1
"20380_2000","20380",2000,274,NA,0
"20381_2000","20381",2000,486,NA,0
"20382_2000","20382",2000,170,NA,0
"20383_2000","20383",2000,76,NA,0
"20384_2000","20384",2000,280,NA,1
"20385_2000","20385",2000,6176,NA,4
"20386_2000","20386",2000,1634,NA,0
"20387_2000","20387",2000,594,NA,0
"20388_2000","20388",2000,32,NA,0
"20389_2000","20389",2000,113,NA,0
"20390_2000","20390",2000,6947,NA,2
"20391_2000","20391",2000,325,NA,0
"20392_2000","20392",2000,297,NA,0
"20393_2000","20393",2000,200,NA,0
"20394_2000","20394",2000,501,NA,0
"20395_2000","20395",2000,69,NA,0
"20396_2000","20396",2000,300,NA,0
"20397_2000","20397",2000,4125,NA,1
"20398_2000","20398",2000,2540,NA,1
"20399_2000","20399",2000,643,NA,1
"20400_2000","20400",2000,318,NA,0
"20401_2000","20401",2000,1428,NA,0
"20402_2000","20402",2000,176,NA,0
"20403_2000","20403",2000,232,NA,1
"20404_2000","20404",2000,151,NA,0
"20405_2000","20405",2000,226,NA,0
"20406_2000","20406",2000,589,NA,0
"20407_2000","20407",2000,315,NA,0
"20408_2000","20408",2000,63,NA,0
"20409_2000","20409",2000,1629,NA,2
"20410_2000","20410",2000,473,NA,0
"20411_2000","20411",2000,120,NA,0
"20412_2000","20412",2000,372,NA,0
"20413_2000","20413",2000,4586,NA,3
"20414_2000","20414",2000,814,NA,1
"20415_2000","20415",2000,615,NA,0
"20416_2000","20416",2000,150,NA,0
"20417_2000","20417",2000,1090,NA,0
"20418_2000","20418",2000,2022,NA,1
"20419_2000","20419",2000,163,NA,0
"20420_2000","20420",2000,215,NA,0
"20421_2000","20421",2000,723,NA,1
"20422_2000","20422",2000,133,NA,0
"20423_2000","20423",2000,131,NA,0
"20424_2000","20424",2000,551,NA,0
"20425_2000","20425",2000,213,NA,0
"20426_2000","20426",2000,312,NA,0
"20427_2000","20427",2000,1150,NA,1
"20428_2000","20428",2000,249,NA,0
"20429_2000","20429",2000,245,NA,0
"20430_2000","20430",2000,72,NA,0
"20431_2000","20431",2000,317,NA,0
"20432_2000","20432",2000,210,NA,0
"20433_2000","20433",2000,0,NA,0
"20434_2000","20434",2000,482,NA,0
"20435_2000","20435",2000,272,NA,0
"20436_2000","20436",2000,0,NA,0
"20437_2000","20437",2000,522,NA,0
"20438_2000","20438",2000,175,NA,0
"20439_2000","20439",2000,496,NA,0
"20440_2000","20440",2000,232,NA,0
"20441_2000","20441",2000,948,NA,1
"20442_2000","20442",2000,105,NA,0
"20443_2000","20443",2000,106,NA,0
"20444_2000","20444",2000,57,NA,0
"20445_2000","20445",2000,155,NA,0
"20446_2000","20446",2000,922,NA,0
"20447_2000","20447",2000,2377,NA,1
"20448_2000","20448",2000,0,NA,0
"20449_2000","20449",2000,584,NA,0
"20450_2000","20450",2000,0,NA,0
"20451_2000","20451",2000,92,NA,1
"20452_2000","20452",2000,860,NA,1
"20453_2000","20453",2000,535,NA,0
"20454_2000","20454",2000,216,NA,0
"20455_2000","20455",2000,238,NA,0
"20456_2000","20456",2000,258,NA,0
"20457_2000","20457",2000,460,NA,0
"20458_2000","20458",2000,357,NA,0
"20459_2000","20459",2000,960,NA,1
"20460_2000","20460",2000,484,NA,1
"20461_2000","20461",2000,55,NA,0
"20462_2000","20462",2000,798,NA,0
"20463_2000","20463",2000,193,NA,0
"20464_2000","20464",2000,126,NA,0
"20465_2000","20465",2000,175,NA,0
"20466_2000","20466",2000,461,NA,1
"20467_2000","20467",2000,1695,NA,1
"20468_2000","20468",2000,0,NA,0
"20469_2000","20469",2000,3634,NA,1
"20470_2000","20470",2000,977,NA,0
"20471_2000","20471",2000,0,NA,0
"20472_2000","20472",2000,609,NA,0
"20473_2000","20473",2000,348,NA,0
"20474_2000","20474",2000,509,NA,0
"20475_2000","20475",2000,873,NA,1
"20476_2000","20476",2000,96,NA,0
"20477_2000","20477",2000,190,NA,0
"20478_2000","20478",2000,607,NA,0
"20479_2000","20479",2000,84,NA,0
"20480_2000","20480",2000,83,NA,0
"20481_2000","20481",2000,519,NA,0
"20482_2000","20482",2000,4530,NA,1
"20483_2000","20483",2000,445,NA,1
"20484_2000","20484",2000,405,NA,0
"20485_2000","20485",2000,383,NA,0
"20486_2000","20486",2000,416,NA,0
"20487_2000","20487",2000,135,NA,0
"20488_2000","20488",2000,43,NA,0
"20489_2000","20489",2000,499,NA,0
"20490_2000","20490",2000,336,NA,0
"20491_2000","20491",2000,454,NA,0
"20492_2000","20492",2000,341,NA,0
"20493_2000","20493",2000,137,NA,0
"20494_2000","20494",2000,91,NA,0
"20495_2000","20495",2000,0,NA,0
"20496_2000","20496",2000,505,NA,0
"20497_2000","20497",2000,418,NA,0
"20498_2000","20498",2000,205,NA,0
"20499_2000","20499",2000,352,NA,1
"20500_2000","20500",2000,731,NA,0
"20501_2000","20501",2000,292,NA,0
"20502_2000","20502",2000,401,NA,0
"20503_2000","20503",2000,104,NA,0
"20504_2000","20504",2000,815,NA,1
"20505_2000","20505",2000,1521,NA,1
"20506_2000","20506",2000,176,NA,0
"20507_2000","20507",2000,407,NA,1
"20508_2000","20508",2000,317,NA,0
"20509_2000","20509",2000,204,NA,0
"20510_2000","20510",2000,135,NA,1
"20511_2000","20511",2000,65,NA,0
"20512_2000","20512",2000,147,NA,0
"20513_2000","20513",2000,1271,NA,1
"20514_2000","20514",2000,148,NA,0
"20515_2000","20515",2000,10111,NA,3
"20516_2000","20516",2000,671,NA,0
"20517_2000","20517",2000,352,NA,0
"20518_2000","20518",2000,45,NA,0
"20519_2000","20519",2000,488,NA,0
"20520_2000","20520",2000,1179,NA,1
"20521_2000","20521",2000,0,NA,0
"20522_2000","20522",2000,174,NA,0
"20523_2000","20523",2000,327,NA,0
"20524_2000","20524",2000,135,NA,0
"20525_2000","20525",2000,1481,NA,1
"20526_2000","20526",2000,1396,NA,0
"20527_2000","20527",2000,0,NA,0
"20528_2000","20528",2000,30,NA,0
"20529_2000","20529",2000,64,NA,0
"20530_2000","20530",2000,141,NA,0
"20531_2000","20531",2000,349,NA,1
"20532_2000","20532",2000,500,NA,0
"20533_2000","20533",2000,277,NA,0
"20534_2000","20534",2000,535,NA,0
"20535_2000","20535",2000,206,NA,0
"20536_2000","20536",2000,0,NA,0
"20537_2000","20537",2000,1449,NA,0
"20538_2000","20538",2000,0,NA,0
"20539_2000","20539",2000,598,NA,1
"20540_2000","20540",2000,1180,NA,1
"20541_2000","20541",2000,461,NA,0
"20542_2000","20542",2000,172,NA,0
"20543_2000","20543",2000,630,NA,0
"20544_2000","20544",2000,345,NA,0
"20545_2000","20545",2000,1360,NA,1
"20546_2000","20546",2000,985,NA,1
"20547_2000","20547",2000,264,NA,0
"20548_2000","20548",2000,200,NA,0
"20549_2000","20549",2000,2001,NA,1
"20550_2000","20550",2000,471,NA,1
"20551_2000","20551",2000,2292,NA,2
"20552_2000","20552",2000,150,NA,0
"20553_2000","20553",2000,982,NA,1
"20554_2000","20554",2000,856,NA,1
"20555_2000","20555",2000,260,NA,1
"20556_2000","20556",2000,77,NA,0
"20557_2000","20557",2000,2936,NA,3
"20558_2000","20558",2000,489,NA,0
"20559_2000","20559",2000,2680,NA,1
"20560_2000","20560",2000,1125,NA,0
"20561_2000","20561",2000,266,NA,0
"20562_2000","20562",2000,298,NA,0
"20563_2000","20563",2000,190,NA,0
"20564_2000","20564",2000,174,NA,0
"20565_2000","20565",2000,2433,NA,1
"20566_2000","20566",2000,185,NA,0
"20567_2000","20567",2000,257,NA,0
"20568_2000","20568",2000,227,NA,1
"20569_2000","20569",2000,144,NA,0
"20570_2000","20570",2000,3348,NA,2
"20901_2000","20901",2000,NA,NA,NA
"20902_2000","20902",2000,NA,NA,NA
"20903_2000","20903",2000,NA,NA,NA
"20904_2000","20904",2000,NA,NA,NA
"20905_2000","20905",2000,NA,NA,NA
"20906_2000","20906",2000,NA,NA,NA
"20907_2000","20907",2000,NA,NA,NA
"20908_2000","20908",2000,NA,NA,NA
"20909_2000","20909",2000,NA,NA,NA
"20910_2000","20910",2000,NA,NA,NA
"20911_2000","20911",2000,NA,NA,NA
"20912_2000","20912",2000,NA,NA,NA
"20913_2000","20913",2000,NA,NA,NA
"20914_2000","20914",2000,NA,NA,NA
"20915_2000","20915",2000,NA,NA,NA
"20916_2000","20916",2000,NA,NA,NA
"20917_2000","20917",2000,NA,NA,NA
"20918_2000","20918",2000,NA,NA,NA
"20919_2000","20919",2000,NA,NA,NA
"20920_2000","20920",2000,NA,NA,NA
"20921_2000","20921",2000,NA,NA,NA
"20922_2000","20922",2000,NA,NA,NA
"20923_2000","20923",2000,NA,NA,NA
"20924_2000","20924",2000,NA,NA,NA
"20925_2000","20925",2000,NA,NA,NA
"20926_2000","20926",2000,NA,NA,NA
"20927_2000","20927",2000,NA,NA,NA
"20928_2000","20928",2000,NA,NA,NA
"20929_2000","20929",2000,NA,NA,NA
"20930_2000","20930",2000,NA,NA,NA
"21001_2000","21001",2000,6206,NA,8
"21002_2000","21002",2000,776,NA,1
"21003_2000","21003",2000,3646,NA,2
"21004_2000","21004",2000,4086,NA,5
"21005_2000","21005",2000,128,NA,0
"21006_2000","21006",2000,1161,NA,2
"21007_2000","21007",2000,392,NA,1
"21008_2000","21008",2000,1252,NA,5
"21009_2000","21009",2000,221,NA,1
"21010_2000","21010",2000,4675,NA,3
"21011_2000","21011",2000,180,NA,1
"21012_2000","21012",2000,1395,NA,5
"21013_2000","21013",2000,3000,NA,1
"21014_2000","21014",2000,480,NA,2
"21015_2000","21015",2000,2117,NA,3
"21016_2000","21016",2000,856,NA,3
"21017_2000","21017",2000,3650,NA,5
"21018_2000","21018",2000,569,NA,1
"21019_2000","21019",2000,17962,NA,26
"21020_2000","21020",2000,1013,NA,1
"21021_2000","21021",2000,230,NA,1
"21022_2000","21022",2000,1723,NA,8
"21023_2000","21023",2000,1238,NA,6
"21024_2000","21024",2000,342,NA,3
"21025_2000","21025",2000,690,NA,3
"21026_2000","21026",2000,990,NA,6
"21027_2000","21027",2000,727,NA,2
"21028_2000","21028",2000,198,NA,3
"21029_2000","21029",2000,607,NA,1
"21030_2000","21030",2000,174,NA,1
"21031_2000","21031",2000,630,NA,1
"21032_2000","21032",2000,12,NA,0
"21033_2000","21033",2000,356,NA,0
"21034_2000","21034",2000,0,NA,4
"21035_2000","21035",2000,1792,NA,6
"21036_2000","21036",2000,784,NA,0
"21037_2000","21037",2000,401,NA,3
"21038_2000","21038",2000,1276,NA,2
"21039_2000","21039",2000,764,NA,2
"21040_2000","21040",2000,886,NA,3
"21041_2000","21041",2000,4085,NA,7
"21042_2000","21042",2000,941,NA,0
"21043_2000","21043",2000,3737,NA,5
"21044_2000","21044",2000,2330,NA,9
"21045_2000","21045",2000,3645,NA,14
"21046_2000","21046",2000,670,NA,2
"21047_2000","21047",2000,3133,NA,5
"21048_2000","21048",2000,2440,NA,4
"21049_2000","21049",2000,1112,NA,5
"21050_2000","21050",2000,1039,NA,2
"21051_2000","21051",2000,6137,NA,8
"21052_2000","21052",2000,280,NA,0
"21053_2000","21053",2000,2624,NA,14
"21054_2000","21054",2000,1889,NA,10
"21055_2000","21055",2000,807,NA,1
"21056_2000","21056",2000,233,NA,0
"21057_2000","21057",2000,540,NA,2
"21058_2000","21058",2000,1643,NA,3
"21059_2000","21059",2000,1221,NA,4
"21060_2000","21060",2000,1426,NA,1
"21061_2000","21061",2000,487,NA,1
"21062_2000","21062",2000,816,NA,1
"21063_2000","21063",2000,1993,NA,7
"21064_2000","21064",2000,1164,NA,3
"21065_2000","21065",2000,2520,NA,4
"21066_2000","21066",2000,1725,NA,0
"21067_2000","21067",2000,1916,NA,8
"21068_2000","21068",2000,185,NA,2
"21069_2000","21069",2000,3303,NA,9
"21070_2000","21070",2000,1635,NA,2
"21071_2000","21071",2000,8566,NA,10
"21072_2000","21072",2000,465,NA,1
"21073_2000","21073",2000,1140,NA,1
"21074_2000","21074",2000,4249,NA,9
"21075_2000","21075",2000,1543,NA,4
"21076_2000","21076",2000,2690,NA,5
"21077_2000","21077",2000,450,NA,1
"21078_2000","21078",2000,1097,NA,7
"21079_2000","21079",2000,896,NA,1
"21080_2000","21080",2000,0,NA,1
"21081_2000","21081",2000,351,NA,0
"21082_2000","21082",2000,1413,NA,6
"21083_2000","21083",2000,2441,NA,7
"21084_2000","21084",2000,690,NA,1
"21085_2000","21085",2000,8142,NA,17
"21086_2000","21086",2000,707,NA,4
"21087_2000","21087",2000,2500,NA,0
"21088_2000","21088",2000,766,NA,2
"21089_2000","21089",2000,1390,NA,6
"21090_2000","21090",2000,0,NA,3
"21091_2000","21091",2000,823,NA,5
"21092_2000","21092",2000,692,NA,2
"21093_2000","21093",2000,2070,NA,6
"21094_2000","21094",2000,4651,NA,11
"21095_2000","21095",2000,130,NA,1
"21096_2000","21096",2000,335,NA,2
"21097_2000","21097",2000,150,NA,2
"21098_2000","21098",2000,970,NA,1
"21099_2000","21099",2000,1823,NA,3
"21100_2000","21100",2000,1350,NA,9
"21101_2000","21101",2000,586,NA,1
"21102_2000","21102",2000,819,NA,3
"21103_2000","21103",2000,787,NA,1
"21104_2000","21104",2000,2234,NA,6
"21105_2000","21105",2000,876,NA,4
"21106_2000","21106",2000,156,NA,9
"21107_2000","21107",2000,1478,NA,4
"21108_2000","21108",2000,2499,NA,4
"21109_2000","21109",2000,2354,NA,6
"21110_2000","21110",2000,6208,NA,4
"21111_2000","21111",2000,1194,NA,2
"21112_2000","21112",2000,778,NA,3
