"muniYear","muni","year","tomas_dom_agua","tomas_elec","sist_dren"
"14078_2002","14078",2002,6415,9499,1
"14079_2002","14079",2002,NA,3759,NA
"14080_2002","14080",2002,179,1734,1
"14081_2002","14081",2002,425,NA,1
"14082_2002","14082",2002,6815,9582,1
"14083_2002","14083",2002,8783,16189,1
"14084_2002","14084",2002,2336,4188,1
"14085_2002","14085",2002,4768,13043,1
"14086_2002","14086",2002,1553,4281,1
"14087_2002","14087",2002,NA,4561,NA
"14088_2002","14088",2002,2790,5817,1
"14089_2002","14089",2002,1267,1026,1
"14090_2002","14090",2002,NA,2655,NA
"14091_2002","14091",2002,6238,8482,1
"14092_2002","14092",2002,1716,4037,1
"14093_2002","14093",2002,19561,38818,1
"14094_2002","14094",2002,7077,9381,1
"14095_2002","14095",2002,NA,2771,NA
"14096_2002","14096",2002,4151,846,1
"14097_2002","14097",2002,3956,31574,1
"14098_2002","14098",2002,92209,94382,1
"14099_2002","14099",2002,NA,2223,NA
"14100_2002","14100",2002,2032,7078,1
"14101_2002","14101",2002,61171,79618,1
"14102_2002","14102",2002,1222,2285,1
"14103_2002","14103",2002,980,NA,1
"14104_2002","14104",2002,636,NA,1
"14105_2002","14105",2002,3147,4980,1
"14106_2002","14106",2002,NA,1115,NA
"14107_2002","14107",2002,447,1993,1
"14108_2002","14108",2002,8035,8280,1
"14109_2002","14109",2002,NA,NA,NA
"14110_2002","14110",2002,2999,5091,1
"14111_2002","14111",2002,1506,2051,1
"14112_2002","14112",2002,2603,NA,1
"14113_2002","14113",2002,NA,4168,NA
"14114_2002","14114",2002,NA,5525,NA
"14115_2002","14115",2002,NA,NA,NA
"14116_2002","14116",2002,NA,NA,NA
"14117_2002","14117",2002,1279,1630,1
"14118_2002","14118",2002,4640,8312,1
"14119_2002","14119",2002,5081,8040,1
"14120_2002","14120",2002,237995,253496,1
"14121_2002","14121",2002,6865,9450,1
"14122_2002","14122",2002,1637,788,1
"14123_2002","14123",2002,NA,4516,NA
"14124_2002","14124",2002,7314,17332,1
"14125_2002","14125",2002,0,0,0
"15001_2002","15001",2002,7730,9434,NA
"15002_2002","15002",2002,11636,9901,NA
"15003_2002","15003",2002,5892,7860,NA
"15004_2002","15004",2002,1871,4008,NA
"15005_2002","15005",2002,12410,21837,NA
"15006_2002","15006",2002,1627,1782,NA
"15007_2002","15007",2002,3014,2099,NA
"15008_2002","15008",2002,2171,5348,NA
"15009_2002","15009",2002,8802,10401,NA
"15010_2002","15010",2002,4462,4258,NA
"15011_2002","15011",2002,5796,4222,NA
"15012_2002","15012",2002,1425,1411,NA
"15013_2002","15013",2002,105534,101562,NA
"15014_2002","15014",2002,13340,20146,NA
"15015_2002","15015",2002,3860,3536,NA
"15016_2002","15016",2002,3804,2303,NA
"15017_2002","15017",2002,1147,707,NA
"15018_2002","15018",2002,6352,6005,NA
"15019_2002","15019",2002,5283,5607,NA
"15020_2002","15020",2002,3504,81307,NA
"15021_2002","15021",2002,1059,6146,NA
"15022_2002","15022",2002,3180,1235,NA
"15023_2002","15023",2002,22769,4248,NA
"15024_2002","15024",2002,2804,21782,NA
"15025_2002","15025",2002,94149,18775,NA
"15026_2002","15026",2002,4796,3744,NA
"15027_2002","15027",2002,1880,1719,NA
"15028_2002","15028",2002,6135,3110,NA
"15029_2002","15029",2002,16053,9419,NA
"15030_2002","15030",2002,100696,3100,NA
"15031_2002","15031",2002,72179,72684,NA
"15032_2002","15032",2002,2228,3557,NA
"15033_2002","15033",2002,328346,312997,NA
"15034_2002","15034",2002,1234,1187,NA
"15035_2002","15035",2002,6791,6139,NA
"15036_2002","15036",2002,5781,4564,NA
"15037_2002","15037",2002,37497,42853,NA
"15038_2002","15038",2002,1361,1514,NA
"15039_2002","15039",2002,56115,51905,NA
"15040_2002","15040",2002,4634,7593,NA
"15041_2002","15041",2002,781,758,NA
"15042_2002","15042",2002,14370,22676,NA
"15043_2002","15043",2002,3169,3726,NA
"15044_2002","15044",2002,5929,1296,NA
"15045_2002","15045",2002,10893,12848,NA
"15046_2002","15046",2002,2566,1666,NA
"15047_2002","15047",2002,8583,11766,NA
"15048_2002","15048",2002,9015,8636,NA
"15049_2002","15049",2002,1728,2251,NA
"15050_2002","15050",2002,2615,3344,NA
"15051_2002","15051",2002,18461,12821,NA
"15052_2002","15052",2002,3183,5203,NA
"15053_2002","15053",2002,6674,5809,NA
"15054_2002","15054",2002,42618,50460,NA
"15055_2002","15055",2002,1449,1935,NA
"15056_2002","15056",2002,3385,6078,NA
"15057_2002","15057",2002,196475,210763,NA
"15058_2002","15058",2002,302710,307172,NA
"15059_2002","15059",2002,3282,1507,NA
"15060_2002","15060",2002,51188,49727,NA
"15061_2002","15061",2002,1544,1229,NA
"15062_2002","15062",2002,8746,6557,NA
"15063_2002","15063",2002,3987,4849,NA
"15064_2002","15064",2002,4565,5899,NA
"15065_2002","15065",2002,5260,6048,NA
"15066_2002","15066",2002,694,523,NA
"15067_2002","15067",2002,8765,7879,NA
"15068_2002","15068",2002,3459,3726,NA
"15069_2002","15069",2002,684,818,NA
"15070_2002","15070",2002,40272,35554,NA
"15071_2002","15071",2002,2379,1248,NA
"15072_2002","15072",2002,1510,1052,NA
"15073_2002","15073",2002,1620,1770,NA
"15074_2002","15074",2002,14316,14096,NA
"15075_2002","15075",2002,3906,3087,NA
"15076_2002","15076",2002,7354,10258,NA
"15077_2002","15077",2002,759,985,NA
"15078_2002","15078",2002,1117,1059,NA
"15079_2002","15079",2002,1906,1733,NA
"15080_2002","15080",2002,2458,4010,NA
"15081_2002","15081",2002,35179,37053,NA
"15082_2002","15082",2002,10314,13746,NA
"15083_2002","15083",2002,1759,1372,NA
"15084_2002","15084",2002,4912,1582,NA
"15085_2002","15085",2002,8599,12741,NA
"15086_2002","15086",2002,4265,4911,NA
"15087_2002","15087",2002,9540,5374,NA
"15088_2002","15088",2002,12269,18907,NA
"15089_2002","15089",2002,1616,1427,NA
"15090_2002","15090",2002,10382,12382,NA
"15091_2002","15091",2002,12581,9346,NA
"15092_2002","15092",2002,7832,9068,NA
"15093_2002","15093",2002,4061,2879,NA
"15094_2002","15094",2002,2513,2623,NA
"15095_2002","15095",2002,11518,15288,NA
"15096_2002","15096",2002,4810,3631,NA
"15097_2002","15097",2002,2052,2409,NA
"15098_2002","15098",2002,741,872,NA
"15099_2002","15099",2002,39909,40598,NA
"15100_2002","15100",2002,3555,2670,NA
"15101_2002","15101",2002,9656,11557,NA
"15102_2002","15102",2002,2302,2114,NA
"15103_2002","15103",2002,8217,7491,NA
"15104_2002","15104",2002,168765,186138,NA
"15105_2002","15105",2002,2003,5523,NA
"15106_2002","15106",2002,123252,145430,NA
"15107_2002","15107",2002,1911,3208,NA
"15108_2002","15108",2002,18406,12321,NA
"15109_2002","15109",2002,102062,91053,NA
"15110_2002","15110",2002,9234,14405,NA
"15111_2002","15111",2002,4195,3867,NA
"15112_2002","15112",2002,5347,4744,NA
"15113_2002","15113",2002,7019,10715,NA
"15114_2002","15114",2002,4578,8952,NA
"15115_2002","15115",2002,6721,6915,NA
"15116_2002","15116",2002,580,449,NA
"15117_2002","15117",2002,1309,2160,NA
"15118_2002","15118",2002,16894,18633,NA
"15119_2002","15119",2002,1709,2396,NA
"15120_2002","15120",2002,17339,15462,NA
"15121_2002","15121",2002,83850,101495,NA
"15122_2002","15122",2002,67005,66208,NA
"15123_2002","15123",2002,0,4506,NA
"15124_2002","15124",2002,0,5580,NA
"15125_2002","15125",2002,0,0,NA
"16001_2002","16001",2002,NA,2589,NA
"16002_2002","16002",2002,NA,5258,NA
"16003_2002","16003",2002,NA,5312,NA
"16004_2002","16004",2002,NA,4698,NA
"16005_2002","16005",2002,NA,2253,NA
"16006_2002","16006",2002,NA,35329,NA
"16007_2002","16007",2002,NA,727,NA
"16008_2002","16008",2002,NA,3303,NA
"16009_2002","16009",2002,NA,8798,NA
"16010_2002","16010",2002,NA,4609,NA
"16011_2002","16011",2002,NA,NA,NA
"16012_2002","16012",2002,NA,11513,NA
"16013_2002","16013",2002,NA,1565,NA
"16014_2002","16014",2002,NA,3981,NA
"16015_2002","16015",2002,NA,4625,NA
"16016_2002","16016",2002,NA,8165,NA
"16017_2002","16017",2002,NA,NA,NA
"16018_2002","16018",2002,NA,2526,NA
"16019_2002","16019",2002,NA,7544,NA
"16020_2002","16020",2002,NA,7369,NA
"16021_2002","16021",2002,NA,2373,NA
"16022_2002","16022",2002,NA,4476,NA
"16023_2002","16023",2002,NA,4223,NA
"16024_2002","16024",2002,NA,3775,NA
"16025_2002","16025",2002,NA,7456,NA
"16026_2002","16026",2002,NA,1295,NA
"16027_2002","16027",2002,NA,2238,NA
"16028_2002","16028",2002,NA,3201,NA
"16029_2002","16029",2002,NA,2925,NA
"16030_2002","16030",2002,NA,5116,NA
"16031_2002","16031",2002,NA,NA,NA
"16032_2002","16032",2002,NA,3649,NA
"16033_2002","16033",2002,NA,5151,NA
"16034_2002","16034",2002,NA,28903,NA
"16035_2002","16035",2002,NA,7611,NA
"16036_2002","16036",2002,NA,4690,NA
"16037_2002","16037",2002,NA,3588,NA
"16038_2002","16038",2002,NA,NA,NA
"16039_2002","16039",2002,NA,1596,NA
"16040_2002","16040",2002,NA,3988,NA
"16041_2002","16041",2002,NA,2405,NA
"16042_2002","16042",2002,NA,5815,NA
"16043_2002","16043",2002,NA,16093,NA
"16044_2002","16044",2002,NA,5438,NA
"16045_2002","16045",2002,NA,13027,NA
"16046_2002","16046",2002,NA,3389,NA
"16047_2002","16047",2002,NA,4343,NA
"16048_2002","16048",2002,NA,1620,NA
"16049_2002","16049",2002,NA,2707,NA
"16050_2002","16050",2002,NA,1967,NA
"16051_2002","16051",2002,NA,4122,NA
"16052_2002","16052",2002,NA,49393,NA
"16053_2002","16053",2002,NA,201713,NA
"16054_2002","16054",2002,NA,3240,NA
"16055_2002","16055",2002,NA,11412,NA
"16056_2002","16056",2002,NA,4749,NA
"16057_2002","16057",2002,NA,1977,NA
"16058_2002","16058",2002,NA,4237,NA
"16059_2002","16059",2002,NA,1740,NA
"16060_2002","16060",2002,NA,3050,NA
"16061_2002","16061",2002,NA,3130,NA
"16062_2002","16062",2002,NA,6539,NA
"16063_2002","16063",2002,NA,5756,NA
"16064_2002","16064",2002,NA,8158,NA
"16065_2002","16065",2002,NA,5967,NA
"16066_2002","16066",2002,NA,22910,NA
"16067_2002","16067",2002,NA,6520,NA
"16068_2002","16068",2002,NA,5732,NA
"16069_2002","16069",2002,NA,31262,NA
"16070_2002","16070",2002,NA,6025,NA
"16071_2002","16071",2002,NA,21541,NA
"16072_2002","16072",2002,NA,3958,NA
"16073_2002","16073",2002,NA,7452,NA
"16074_2002","16074",2002,NA,3390,NA
"16075_2002","16075",2002,NA,16899,NA
"16076_2002","16076",2002,NA,21159,NA
"16077_2002","16077",2002,NA,NA,NA
"16078_2002","16078",2002,NA,NA,NA
"16079_2002","16079",2002,NA,9179,NA
"16080_2002","16080",2002,NA,489,NA
"16081_2002","16081",2002,NA,1560,NA
"16082_2002","16082",2002,NA,15763,NA
"16083_2002","16083",2002,NA,5352,NA
"16084_2002","16084",2002,NA,6229,NA
"16085_2002","16085",2002,NA,11537,NA
"16086_2002","16086",2002,NA,5120,NA
"16087_2002","16087",2002,NA,3598,NA
"16088_2002","16088",2002,NA,13704,NA
"16089_2002","16089",2002,NA,8661,NA
"16090_2002","16090",2002,NA,3224,NA
"16091_2002","16091",2002,NA,4431,NA
"16092_2002","16092",2002,NA,25,NA
"16093_2002","16093",2002,NA,NA,NA
"16094_2002","16094",2002,NA,4115,NA
"16095_2002","16095",2002,NA,4156,NA
"16096_2002","16096",2002,NA,1359,NA
"16097_2002","16097",2002,NA,7430,NA
"16098_2002","16098",2002,NA,6075,NA
"16099_2002","16099",2002,NA,2337,NA
"16100_2002","16100",2002,NA,3565,NA
"16101_2002","16101",2002,NA,1572,NA
"16102_2002","16102",2002,NA,79551,NA
"16103_2002","16103",2002,NA,6207,NA
"16104_2002","16104",2002,NA,6477,NA
"16105_2002","16105",2002,NA,4811,NA
"16106_2002","16106",2002,NA,8326,NA
"16107_2002","16107",2002,NA,23432,NA
"16108_2002","16108",2002,NA,54084,NA
"16109_2002","16109",2002,NA,1829,NA
"16110_2002","16110",2002,NA,15153,NA
"16111_2002","16111",2002,NA,3015,NA
"16112_2002","16112",2002,NA,34779,NA
"16113_2002","16113",2002,NA,7535,NA
"17001_2002","17001",2002,NA,3918,NA
"17002_2002","17002",2002,NA,6008,NA
"17003_2002","17003",2002,NA,7460,NA
"17004_2002","17004",2002,NA,17717,NA
"17005_2002","17005",2002,NA,1975,NA
"17006_2002","17006",2002,NA,50978,NA
"17007_2002","17007",2002,81483,113642,NA
"17008_2002","17008",2002,NA,13598,NA
"17009_2002","17009",2002,NA,3446,NA
"17010_2002","17010",2002,NA,3294,NA
"17011_2002","17011",2002,NA,56531,NA
"17012_2002","17012",2002,NA,17740,NA
"17013_2002","17013",2002,NA,3699,NA
"17014_2002","17014",2002,NA,1970,NA
"17015_2002","17015",2002,NA,5528,NA
"17016_2002","17016",2002,NA,2522,NA
"17017_2002","17017",2002,NA,11719,NA
"17018_2002","17018",2002,NA,26453,NA
"17019_2002","17019",2002,NA,5040,NA
"17020_2002","17020",2002,NA,6955,NA
"17021_2002","17021",2002,NA,1677,NA
"17022_2002","17022",2002,NA,2155,NA
"17023_2002","17023",2002,NA,1071,NA
"17024_2002","17024",2002,NA,11910,NA
"17025_2002","17025",2002,NA,7656,NA
"17026_2002","17026",2002,NA,2808,NA
"17027_2002","17027",2002,NA,1831,NA
"17028_2002","17028",2002,NA,12950,NA
"17029_2002","17029",2002,NA,27538,NA
"17030_2002","17030",2002,NA,7545,NA
"17031_2002","17031",2002,NA,9983,NA
"17032_2002","17032",2002,NA,1743,NA
"17033_2002","17033",2002,NA,2235,NA
"18001_2002","18001",2002,5781,10818,3
"18002_2002","18002",2002,2704,5689,4
"18003_2002","18003",2002,1239,4572,7
"18004_2002","18004",2002,9903,23489,13
"18005_2002","18005",2002,677,1042,1
"18006_2002","18006",2002,5917,9165,4
"18007_2002","18007",2002,3111,4192,1
"18008_2002","18008",2002,9113,12200,2
"18009_2002","18009",2002,0,1442,0
"18010_2002","18010",2002,1030,9282,4
"18011_2002","18011",2002,3374,6586,1
"18012_2002","18012",2002,2906,12777,4
"18013_2002","18013",2002,1538,2666,3
"18014_2002","18014",2002,1345,6305,3
"18015_2002","18015",2002,10241,27329,3
"18016_2002","18016",2002,6198,13301,3
"18017_2002","18017",2002,82208,99412,3
"18018_2002","18018",2002,5913,10338,1
"18019_2002","18019",2002,0,827,2
"18020_2002","18020",2002,15139,23229,18
"19001_2002","19001",2002,816,NA,NA
"19002_2002","19002",2002,1784,NA,NA
"19003_2002","19003",2002,1297,NA,NA
"19004_2002","19004",2002,7026,NA,NA
"19005_2002","19005",2002,4329,NA,NA
"19006_2002","19006",2002,86633,NA,NA
"19007_2002","19007",2002,1695,NA,NA
"19008_2002","19008",2002,1393,NA,NA
"19009_2002","19009",2002,15930,NA,NA
"19010_2002","19010",2002,1934,NA,NA
"19011_2002","19011",2002,2807,NA,NA
"19012_2002","19012",2002,3623,NA,NA
"19013_2002","19013",2002,2975,NA,NA
"19014_2002","19014",2002,3334,NA,NA
"19015_2002","19015",2002,810,NA,NA
"19016_2002","19016",2002,943,NA,NA
"19017_2002","19017",2002,3124,NA,NA
"19018_2002","19018",2002,7408,NA,NA
"19019_2002","19019",2002,31806,NA,NA
"19020_2002","19020",2002,2042,NA,NA
"19021_2002","19021",2002,56706,NA,NA
"19022_2002","19022",2002,2694,NA,NA
"19023_2002","19023",2002,805,NA,NA
"19024_2002","19024",2002,375,NA,NA
"19025_2002","19025",2002,1538,NA,NA
"19026_2002","19026",2002,164958,NA,NA
"19027_2002","19027",2002,1401,NA,NA
"19028_2002","19028",2002,621,NA,NA
"19029_2002","19029",2002,1823,NA,NA
"19030_2002","19030",2002,537,NA,NA
"19031_2002","19031",2002,16283,NA,NA
"19032_2002","19032",2002,1626,NA,NA
"19033_2002","19033",2002,15359,NA,NA
"19034_2002","19034",2002,1414,NA,NA
"19035_2002","19035",2002,485,NA,NA
"19036_2002","19036",2002,937,NA,NA
"19037_2002","19037",2002,871,NA,NA
"19038_2002","19038",2002,11765,NA,NA
"19039_2002","19039",2002,264210,NA,NA
"19040_2002","19040",2002,498,NA,NA
"19041_2002","19041",2002,2185,NA,NA
"19042_2002","19042",2002,1837,NA,NA
"19043_2002","19043",2002,259,NA,NA
"19044_2002","19044",2002,10207,NA,NA
"19045_2002","19045",2002,4593,NA,NA
"19046_2002","19046",2002,125018,NA,NA
"19047_2002","19047",2002,3484,NA,NA
"19048_2002","19048",2002,54519,NA,NA
"19049_2002","19049",2002,9349,NA,NA
"19050_2002","19050",2002,761,NA,NA
"19051_2002","19051",2002,1183,NA,NA
"20001_2002","20001",2002,0,NA,1
"20002_2002","20002",2002,6504,NA,7
"20003_2002","20003",2002,268,NA,0
"20004_2002","20004",2002,173,NA,0
"20005_2002","20005",2002,2857,NA,2
"20006_2002","20006",2002,2315,NA,1
"20007_2002","20007",2002,320,NA,1
"20008_2002","20008",2002,460,NA,0
"20009_2002","20009",2002,549,NA,1
"20010_2002","20010",2002,2371,NA,1
"20011_2002","20011",2002,210,NA,0
"20012_2002","20012",2002,2340,NA,0
"20013_2002","20013",2002,678,NA,0
"20014_2002","20014",2002,6936,NA,4
"20015_2002","20015",2002,68,NA,0
"20016_2002","20016",2002,377,NA,1
"20017_2002","20017",2002,402,NA,0
"20018_2002","20018",2002,168,NA,0
"20019_2002","20019",2002,594,NA,1
"20020_2002","20020",2002,441,NA,0
"20021_2002","20021",2002,2428,NA,1
"20022_2002","20022",2002,244,NA,0
"20023_2002","20023",2002,1815,NA,2
"20024_2002","20024",2002,507,NA,0
"20025_2002","20025",2002,1398,NA,1
"20026_2002","20026",2002,1139,NA,0
"20027_2002","20027",2002,151,NA,0
"20028_2002","20028",2002,1851,NA,1
"20029_2002","20029",2002,245,NA,0
"20030_2002","20030",2002,2010,NA,1
"20031_2002","20031",2002,1576,NA,0
"20032_2002","20032",2002,141,NA,0
"20033_2002","20033",2002,359,NA,1
"20034_2002","20034",2002,228,NA,0
"20035_2002","20035",2002,120,NA,0
"20036_2002","20036",2002,994,NA,0
"20037_2002","20037",2002,503,NA,0
"20038_2002","20038",2002,486,NA,0
"20039_2002","20039",2002,10684,NA,5
"20040_2002","20040",2002,170,NA,0
"20041_2002","20041",2002,2354,NA,1
"20042_2002","20042",2002,1371,NA,1
"20043_2002","20043",2002,14621,NA,6
"20044_2002","20044",2002,6679,NA,6
"20045_2002","20045",2002,675,NA,0
"20046_2002","20046",2002,385,NA,0
"20047_2002","20047",2002,253,NA,0
"20048_2002","20048",2002,104,NA,0
"20049_2002","20049",2002,60,NA,0
"20050_2002","20050",2002,383,NA,1
"20051_2002","20051",2002,373,NA,1
"20052_2002","20052",2002,1060,NA,1
"20053_2002","20053",2002,270,NA,0
"20054_2002","20054",2002,118,NA,0
"20055_2002","20055",2002,885,NA,1
"20056_2002","20056",2002,207,NA,0
"20057_2002","20057",2002,5639,NA,5
"20058_2002","20058",2002,924,NA,0
"20059_2002","20059",2002,3718,NA,1
"20060_2002","20060",2002,310,NA,0
"20061_2002","20061",2002,53,NA,0
"20062_2002","20062",2002,160,NA,0
"20063_2002","20063",2002,449,NA,1
"20064_2002","20064",2002,1346,NA,0
"20065_2002","20065",2002,336,NA,0
"20066_2002","20066",2002,1000,NA,1
"20067_2002","20067",2002,68427,NA,7
"20068_2002","20068",2002,2278,NA,1
"20069_2002","20069",2002,279,NA,0
"20070_2002","20070",2002,613,NA,2
"20071_2002","20071",2002,417,NA,0
"20072_2002","20072",2002,230,NA,0
"20073_2002","20073",2002,4809,NA,3
"20074_2002","20074",2002,0,NA,0
"20075_2002","20075",2002,616,NA,1
"20076_2002","20076",2002,590,NA,1
"20077_2002","20077",2002,120,NA,1
"20078_2002","20078",2002,194,NA,0
"20079_2002","20079",2002,62061,NA,3
"20080_2002","20080",2002,383,NA,0
"20081_2002","20081",2002,802,NA,0
"20082_2002","20082",2002,634,NA,0
"20083_2002","20083",2002,536,NA,1
"20084_2002","20084",2002,0,NA,1
"20085_2002","20085",2002,2252,NA,1
"20086_2002","20086",2002,212,NA,0
"20087_2002","20087",2002,425,NA,1
"20088_2002","20088",2002,308,NA,0
"20089_2002","20089",2002,448,NA,0
"20090_2002","20090",2002,383,NA,0
"20091_2002","20091",2002,0,NA,0
"20092_2002","20092",2002,0,NA,0
"20093_2002","20093",2002,145,NA,0
"20094_2002","20094",2002,0,NA,0
"20095_2002","20095",2002,232,NA,0
"20096_2002","20096",2002,171,NA,0
"20097_2002","20097",2002,464,NA,0
"20098_2002","20098",2002,687,NA,2
"20099_2002","20099",2002,7,NA,0
"20100_2002","20100",2002,153,NA,1
"20101_2002","20101",2002,200,NA,0
"20102_2002","20102",2002,602,NA,1
"20103_2002","20103",2002,857,NA,2
"20104_2002","20104",2002,274,NA,0
"20105_2002","20105",2002,738,NA,1
"20106_2002","20106",2002,77,NA,0
"20107_2002","20107",2002,1343,NA,2
"20108_2002","20108",2002,515,NA,0
"20109_2002","20109",2002,237,NA,1
"20110_2002","20110",2002,68,NA,0
"20111_2002","20111",2002,151,NA,0
"20112_2002","20112",2002,571,NA,0
"20113_2002","20113",2002,371,NA,0
"20114_2002","20114",2002,391,NA,0
"20115_2002","20115",2002,800,NA,0
"20116_2002","20116",2002,176,NA,0
"20117_2002","20117",2002,295,NA,0
"20118_2002","20118",2002,421,NA,1
"20119_2002","20119",2002,123,NA,0
"20120_2002","20120",2002,145,NA,0
"20121_2002","20121",2002,162,NA,0
"20122_2002","20122",2002,177,NA,0
"20123_2002","20123",2002,364,NA,0
"20124_2002","20124",2002,2299,NA,2
"20125_2002","20125",2002,1477,NA,0
"20126_2002","20126",2002,568,NA,1
"20127_2002","20127",2002,70,NA,0
"20128_2002","20128",2002,365,NA,0
"20129_2002","20129",2002,99,NA,0
"20130_2002","20130",2002,554,NA,1
"20131_2002","20131",2002,1033,NA,0
"20132_2002","20132",2002,137,NA,1
"20133_2002","20133",2002,196,NA,0
"20134_2002","20134",2002,812,NA,1
"20135_2002","20135",2002,528,NA,0
"20136_2002","20136",2002,734,NA,1
"20137_2002","20137",2002,169,NA,0
"20138_2002","20138",2002,173,NA,2
"20139_2002","20139",2002,145,NA,0
"20140_2002","20140",2002,150,NA,0
"20141_2002","20141",2002,625,NA,1
"20142_2002","20142",2002,178,NA,0
"20143_2002","20143",2002,1704,NA,1
"20144_2002","20144",2002,234,NA,0
"20145_2002","20145",2002,181,NA,0
"20146_2002","20146",2002,160,NA,0
"20147_2002","20147",2002,97,NA,0
"20148_2002","20148",2002,0,NA,0
"20149_2002","20149",2002,360,NA,0
"20150_2002","20150",2002,1412,NA,1
"20151_2002","20151",2002,84,NA,0
"20152_2002","20152",2002,146,NA,0
"20153_2002","20153",2002,365,NA,0
"20154_2002","20154",2002,216,NA,0
"20155_2002","20155",2002,86,NA,0
"20156_2002","20156",2002,618,NA,2
"20157_2002","20157",2002,677,NA,2
"20158_2002","20158",2002,186,NA,0
"20159_2002","20159",2002,371,NA,0
"20160_2002","20160",2002,377,NA,0
"20161_2002","20161",2002,316,NA,0
"20162_2002","20162",2002,202,NA,0
"20163_2002","20163",2002,213,NA,0
"20164_2002","20164",2002,499,NA,0
"20165_2002","20165",2002,143,NA,0
"20166_2002","20166",2002,1087,NA,1
"20167_2002","20167",2002,194,NA,0
"20168_2002","20168",2002,143,NA,0
"20169_2002","20169",2002,120,NA,0
"20170_2002","20170",2002,242,NA,0
"20171_2002","20171",2002,690,NA,0
"20172_2002","20172",2002,123,NA,0
"20173_2002","20173",2002,406,NA,1
"20174_2002","20174",2002,325,NA,1
"20175_2002","20175",2002,247,NA,0
"20176_2002","20176",2002,403,NA,1
"20177_2002","20177",2002,1862,NA,1
"20178_2002","20178",2002,520,NA,0
"20179_2002","20179",2002,265,NA,0
"20180_2002","20180",2002,488,NA,0
"20181_2002","20181",2002,125,NA,0
"20182_2002","20182",2002,196,NA,0
"20183_2002","20183",2002,259,NA,0
"20184_2002","20184",2002,39691,NA,4
"20185_2002","20185",2002,1230,NA,1
"20186_2002","20186",2002,126,NA,0
"20187_2002","20187",2002,228,NA,0
"20188_2002","20188",2002,1023,NA,1
"20189_2002","20189",2002,188,NA,0
"20190_2002","20190",2002,1781,NA,2
"20191_2002","20191",2002,83,NA,0
"20192_2002","20192",2002,230,NA,0
"20193_2002","20193",2002,411,NA,0
"20194_2002","20194",2002,292,NA,0
"20195_2002","20195",2002,0,NA,0
"20196_2002","20196",2002,0,NA,0
"20197_2002","20197",2002,100,NA,1
"20198_2002","20198",2002,2206,NA,1
"20199_2002","20199",2002,66,NA,0
"20200_2002","20200",2002,1050,NA,0
"20201_2002","20201",2002,370,NA,0
"20202_2002","20202",2002,0,NA,0
"20203_2002","20203",2002,140,NA,0
"20204_2002","20204",2002,163,NA,0
"20205_2002","20205",2002,677,NA,0
"20206_2002","20206",2002,346,NA,0
"20207_2002","20207",2002,1157,NA,0
"20208_2002","20208",2002,174,NA,0
"20209_2002","20209",2002,0,NA,0
"20210_2002","20210",2002,643,NA,0
"20211_2002","20211",2002,302,NA,0
"20212_2002","20212",2002,0,NA,0
"20213_2002","20213",2002,227,NA,0
"20214_2002","20214",2002,384,NA,0
"20215_2002","20215",2002,182,NA,0
"20216_2002","20216",2002,249,NA,0
"20217_2002","20217",2002,212,NA,0
"20218_2002","20218",2002,106,NA,0
"20219_2002","20219",2002,370,NA,0
"20220_2002","20220",2002,579,NA,0
"20221_2002","20221",2002,193,NA,0
"20222_2002","20222",2002,344,NA,1
"20223_2002","20223",2002,0,NA,0
"20224_2002","20224",2002,161,NA,0
"20225_2002","20225",2002,480,NA,0
"20226_2002","20226",2002,375,NA,0
"20227_2002","20227",2002,1463,NA,1
"20228_2002","20228",2002,0,NA,0
"20229_2002","20229",2002,499,NA,0
"20230_2002","20230",2002,216,NA,0
"20231_2002","20231",2002,304,NA,0
"20232_2002","20232",2002,723,NA,1
"20233_2002","20233",2002,356,NA,1
"20234_2002","20234",2002,674,NA,0
"20235_2002","20235",2002,0,NA,0
"20236_2002","20236",2002,235,NA,0
"20237_2002","20237",2002,446,NA,0
"20238_2002","20238",2002,114,NA,0
"20239_2002","20239",2002,136,NA,0
"20240_2002","20240",2002,109,NA,1
"20241_2002","20241",2002,228,NA,0
"20242_2002","20242",2002,621,NA,0
"20243_2002","20243",2002,232,NA,0
"20244_2002","20244",2002,488,NA,0
"20245_2002","20245",2002,227,NA,0
"20246_2002","20246",2002,128,NA,1
"20247_2002","20247",2002,317,NA,1
"20248_2002","20248",2002,879,NA,1
"20249_2002","20249",2002,391,NA,1
"20250_2002","20250",2002,163,NA,0
"20251_2002","20251",2002,55,NA,0
"20252_2002","20252",2002,201,NA,0
"20253_2002","20253",2002,0,NA,0
"20254_2002","20254",2002,445,NA,0
"20255_2002","20255",2002,242,NA,0
"20256_2002","20256",2002,0,NA,0
"20257_2002","20257",2002,260,NA,0
"20258_2002","20258",2002,180,NA,0
"20259_2002","20259",2002,323,NA,0
"20260_2002","20260",2002,431,NA,1
"20261_2002","20261",2002,344,NA,0
"20262_2002","20262",2002,265,NA,1
"20263_2002","20263",2002,308,NA,0
"20264_2002","20264",2002,90,NA,0
"20265_2002","20265",2002,653,NA,0
"20266_2002","20266",2002,1025,NA,0
"20267_2002","20267",2002,0,NA,0
"20268_2002","20268",2002,102,NA,0
"20269_2002","20269",2002,774,NA,1
"20270_2002","20270",2002,0,NA,0
"20271_2002","20271",2002,271,NA,0
"20272_2002","20272",2002,0,NA,1
