"Clave","mayor6_leer_esc","may5_asistencia","year","muniYear"
"20496",1653,1688,2007,"20496_2007"
"20497",3238,3363,2007,"20497_2007"
"20498",5184,5335,2007,"20498_2007"
"20499",1704,1741,2007,"20499_2007"
"20500",6505,6661,2007,"20500_2007"
"20501",736,754,2007,"20501_2007"
"20502",4525,4637,2007,"20502_2007"
"20503",371,379,2007,"20503_2007"
"20504",1343,1385,2007,"20504_2007"
"20505",6710,6839,2007,"20505_2007"
"20506",688,703,2007,"20506_2007"
"20507",2666,2755,2007,"20507_2007"
"20508",1309,1328,2007,"20508_2007"
"20509",7852,8147,2007,"20509_2007"
"20510",1113,1132,2007,"20510_2007"
"20511",2878,2960,2007,"20511_2007"
"20512",817,840,2007,"20512_2007"
"20513",6878,7068,2007,"20513_2007"
"20514",780,801,2007,"20514_2007"
"20515",51780,52983,2007,"20515_2007"
"20516",3560,3666,2007,"20516_2007"
"20517",3645,3754,2007,"20517_2007"
"20518",134,136,2007,"20518_2007"
"20519",2248,2290,2007,"20519_2007"
"20520",5869,6021,2007,"20520_2007"
"20521",256,262,2007,"20521_2007"
"20522",900,923,2007,"20522_2007"
"20523",1385,1401,2007,"20523_2007"
"20524",380,384,2007,"20524_2007"
"20525",9701,9909,2007,"20525_2007"
"20526",12989,13389,2007,"20526_2007"
"20527",2248,2319,2007,"20527_2007"
"20528",1018,1037,2007,"20528_2007"
"20529",1059,1102,2007,"20529_2007"
"20530",2671,2741,2007,"20530_2007"
"20531",1807,1848,2007,"20531_2007"
"20532",3381,3469,2007,"20532_2007"
"20533",1732,1775,2007,"20533_2007"
"20534",3040,3145,2007,"20534_2007"
"20535",2618,2695,2007,"20535_2007"
"20536",441,448,2007,"20536_2007"
"20537",5876,6001,2007,"20537_2007"
"20538",605,624,2007,"20538_2007"
"20539",3954,4045,2007,"20539_2007"
"20540",5922,6059,2007,"20540_2007"
"20541",1442,1467,2007,"20541_2007"
"20542",668,681,2007,"20542_2007"
"20543",4714,4856,2007,"20543_2007"
"20544",1074,1095,2007,"20544_2007"
"20545",7573,7760,2007,"20545_2007"
"20546",5025,5121,2007,"20546_2007"
"20547",841,857,2007,"20547_2007"
"20548",1331,1365,2007,"20548_2007"
"20549",9883,10106,2007,"20549_2007"
"20550",4274,4361,2007,"20550_2007"
"20551",14898,15229,2007,"20551_2007"
"20552",427,438,2007,"20552_2007"
"20553",7725,7914,2007,"20553_2007"
"20554",4469,4577,2007,"20554_2007"
"20555",2483,2525,2007,"20555_2007"
"20556",215,220,2007,"20556_2007"
"20557",12017,12243,2007,"20557_2007"
"20558",1347,1384,2007,"20558_2007"
"20559",19191,19659,2007,"20559_2007"
"20560",5307,5411,2007,"20560_2007"
"20561",2171,2235,2007,"20561_2007"
"20562",1143,1168,2007,"20562_2007"
"20563",1111,1129,2007,"20563_2007"
"20564",1091,1111,2007,"20564_2007"
"20565",26170,26826,2007,"20565_2007"
"20566",2772,2854,2007,"20566_2007"
"20567",2722,2783,2007,"20567_2007"
"20568",1267,1301,2007,"20568_2007"
"20569",1482,1512,2007,"20569_2007"
"20570",16343,16731,2007,"20570_2007"
"20901",NA,NA,2007,"20901_2007"
"20902",NA,NA,2007,"20902_2007"
"20903",NA,NA,2007,"20903_2007"
"20904",NA,NA,2007,"20904_2007"
"20905",NA,NA,2007,"20905_2007"
"20906",NA,NA,2007,"20906_2007"
"20907",NA,NA,2007,"20907_2007"
"20908",NA,NA,2007,"20908_2007"
"20909",NA,NA,2007,"20909_2007"
"20910",NA,NA,2007,"20910_2007"
"20911",NA,NA,2007,"20911_2007"
"20912",NA,NA,2007,"20912_2007"
"20913",NA,NA,2007,"20913_2007"
"20914",NA,NA,2007,"20914_2007"
"20915",NA,NA,2007,"20915_2007"
"20916",NA,NA,2007,"20916_2007"
"20917",NA,NA,2007,"20917_2007"
"20918",NA,NA,2007,"20918_2007"
"20919",NA,NA,2007,"20919_2007"
"20920",NA,NA,2007,"20920_2007"
"20921",NA,NA,2007,"20921_2007"
"20922",NA,NA,2007,"20922_2007"
"20923",NA,NA,2007,"20923_2007"
"20924",NA,NA,2007,"20924_2007"
"20925",NA,NA,2007,"20925_2007"
"20926",NA,NA,2007,"20926_2007"
"20927",NA,NA,2007,"20927_2007"
"20928",NA,NA,2007,"20928_2007"
"20929",NA,NA,2007,"20929_2007"
"20930",NA,NA,2007,"20930_2007"
"21001",47148,48673,2007,"21001_2007"
"21002",7601,7779,2007,"21002_2007"
"21003",28754,29442,2007,"21003_2007"
"21004",40203,41518,2007,"21004_2007"
"21005",2634,2688,2007,"21005_2007"
"21006",12147,12467,2007,"21006_2007"
"21007",2977,3045,2007,"21007_2007"
"21008",8522,8744,2007,"21008_2007"
"21009",1792,1823,2007,"21009_2007"
"21010",47823,49304,2007,"21010_2007"
"21011",1542,1574,2007,"21011_2007"
"21012",5452,5561,2007,"21012_2007"
"21013",15545,15934,2007,"21013_2007"
"21014",4325,4456,2007,"21014_2007"
"21015",73530,75682,2007,"21015_2007"
"21016",6561,6733,2007,"21016_2007"
"21017",19589,20183,2007,"21017_2007"
"21018",3158,3233,2007,"21018_2007"
"21019",106708,109369,2007,"21019_2007"
"21020",5310,5465,2007,"21020_2007"
"21021",1064,1092,2007,"21021_2007"
"21022",9877,10131,2007,"21022_2007"
"21023",6947,7151,2007,"21023_2007"
"21024",838,852,2007,"21024_2007"
"21025",6989,7160,2007,"21025_2007"
"21026",11827,12119,2007,"21026_2007"
"21027",3895,3980,2007,"21027_2007"
"21028",1937,1999,2007,"21028_2007"
"21029",3402,3470,2007,"21029_2007"
"21030",664,673,2007,"21030_2007"
"21031",2672,2726,2007,"21031_2007"
"21032",1193,1211,2007,"21032_2007"
"21033",4082,4168,2007,"21033_2007"
"21034",27406,28129,2007,"21034_2007"
"21035",17239,17660,2007,"21035_2007"
"21036",10948,11335,2007,"21036_2007"
"21037",2042,2078,2007,"21037_2007"
"21038",6471,6654,2007,"21038_2007"
"21039",7631,7830,2007,"21039_2007"
"21040",7069,7290,2007,"21040_2007"
"21041",54407,55808,2007,"21041_2007"
"21042",2790,2851,2007,"21042_2007"
"21043",40049,41111,2007,"21043_2007"
"21044",12684,13028,2007,"21044_2007"
"21045",36500,37388,2007,"21045_2007"
"21046",5457,5633,2007,"21046_2007"
"21047",16366,16775,2007,"21047_2007"
"21048",15461,15866,2007,"21048_2007"
"21049",11843,12242,2007,"21049_2007"
"21050",19220,19972,2007,"21050_2007"
"21051",29312,29989,2007,"21051_2007"
"21052",1059,1081,2007,"21052_2007"
"21053",46605,47778,2007,"21053_2007"
"21054",23075,23827,2007,"21054_2007"
"21055",4040,4131,2007,"21055_2007"
"21056",1135,1152,2007,"21056_2007"
"21057",5952,6116,2007,"21057_2007"
"21058",15621,16147,2007,"21058_2007"
"21059",2050,2098,2007,"21059_2007"
"21060",5192,5372,2007,"21060_2007"
"21061",9746,10058,2007,"21061_2007"
"21062",3873,3963,2007,"21062_2007"
"21063",11656,11977,2007,"21063_2007"
"21064",14402,14700,2007,"21064_2007"
"21065",15304,15749,2007,"21065_2007"
"21066",5639,5762,2007,"21066_2007"
"21067",13369,13757,2007,"21067_2007"
"21068",6633,6808,2007,"21068_2007"
"21069",22208,22778,2007,"21069_2007"
"21070",5818,5961,2007,"21070_2007"
"21071",79538,81616,2007,"21071_2007"
"21072",13548,13910,2007,"21072_2007"
"21073",7498,7676,2007,"21073_2007"
"21074",51984,53409,2007,"21074_2007"
"21075",9663,9944,2007,"21075_2007"
"21076",22900,23471,2007,"21076_2007"
"21077",4406,4523,2007,"21077_2007"
"21078",10723,11054,2007,"21078_2007"
"21079",4319,4433,2007,"21079_2007"
"21080",2594,2665,2007,"21080_2007"
"21081",3197,3276,2007,"21081_2007"
"21082",6653,6833,2007,"21082_2007"
"21083",21870,22419,2007,"21083_2007"
"21084",5794,5947,2007,"21084_2007"
"21085",61630,63160,2007,"21085_2007"
"21086",10688,10968,2007,"21086_2007"
"21087",10547,10816,2007,"21087_2007"
"21088",4129,4224,2007,"21088_2007"
"21089",11123,11428,2007,"21089_2007"
"21090",13786,14200,2007,"21090_2007"
"21091",8650,8806,2007,"21091_2007"
"21092",4409,4528,2007,"21092_2007"
"21093",6725,6911,2007,"21093_2007"
"21094",25182,25898,2007,"21094_2007"
"21095",400,409,2007,"21095_2007"
"21096",2173,2225,2007,"21096_2007"
"21097",1911,1958,2007,"21097_2007"
"21098",5165,5283,2007,"21098_2007"
"21099",15609,16082,2007,"21099_2007"
"21100",8433,8651,2007,"21100_2007"
"21101",3122,3178,2007,"21101_2007"
"21102",9363,9670,2007,"21102_2007"
"21103",4843,4981,2007,"21103_2007"
"21104",21563,22224,2007,"21104_2007"
"21105",4035,4126,2007,"21105_2007"
"21106",19407,20023,2007,"21106_2007"
"21107",10201,10507,2007,"21107_2007"
"21108",13050,13406,2007,"21108_2007"
"21109",16343,16835,2007,"21109_2007"
"21110",34181,35253,2007,"21110_2007"
"21111",16307,16668,2007,"21111_2007"
"21112",8067,8296,2007,"21112_2007"
"21113",3845,3918,2007,"21113_2007"
"21114",1293179,1320807,2007,"21114_2007"
"21115",36810,37980,2007,"21115_2007"
"21116",16907,17472,2007,"21116_2007"
"21117",11482,11776,2007,"21117_2007"
"21118",20227,20879,2007,"21118_2007"
"21119",73755,75613,2007,"21119_2007"
"21120",4053,4173,2007,"21120_2007"
"21121",1057,1085,2007,"21121_2007"
"21122",7724,7918,2007,"21122_2007"
"21123",3684,3777,2007,"21123_2007"
"21124",12092,12385,2007,"21124_2007"
"21125",6510,6653,2007,"21125_2007"
"21126",4716,4851,2007,"21126_2007"
"21127",3432,3496,2007,"21127_2007"
"21128",6602,6782,2007,"21128_2007"
"21129",10642,10901,2007,"21129_2007"
"21130",3001,3059,2007,"21130_2007"
"21131",691,713,2007,"21131_2007"
"21132",115566,118367,2007,"21132_2007"
"21133",634,650,2007,"21133_2007"
"21134",15644,16003,2007,"21134_2007"
"21135",519,529,2007,"21135_2007"
"21136",9435,9675,2007,"21136_2007"
"21137",7481,7690,2007,"21137_2007"
"21138",8812,9047,2007,"21138_2007"
"21139",3017,3078,2007,"21139_2007"
"21140",99626,102033,2007,"21140_2007"
"21141",2930,3001,2007,"21141_2007"
"21142",22727,23330,2007,"21142_2007"
"21143",22196,22782,2007,"21143_2007"
"21144",10761,11067,2007,"21144_2007"
"21145",10975,11318,2007,"21145_2007"
"21146",752,769,2007,"21146_2007"
"21147",5048,5168,2007,"21147_2007"
"21148",7422,7644,2007,"21148_2007"
"21149",16789,17290,2007,"21149_2007"
"21150",5722,5869,2007,"21150_2007"
"21151",6678,6852,2007,"21151_2007"
"21152",9840,10125,2007,"21152_2007"
"21153",16314,16756,2007,"21153_2007"
"21154",56695,58325,2007,"21154_2007"
"21155",4638,4722,2007,"21155_2007"
"21156",226287,232104,2007,"21156_2007"
"21157",9504,9698,2007,"21157_2007"
"21158",6024,6139,2007,"21158_2007"
"21159",3757,3834,2007,"21159_2007"
"21160",2692,2749,2007,"21160_2007"
"21161",15292,15693,2007,"21161_2007"
"21162",3657,3740,2007,"21162_2007"
"21163",13154,13526,2007,"21163_2007"
"21164",59616,61352,2007,"21164_2007"
"21165",1016,1053,2007,"21165_2007"
"21166",6749,6899,2007,"21166_2007"
"21167",8240,8482,2007,"21167_2007"
"21168",5492,5657,2007,"21168_2007"
"21169",17196,17605,2007,"21169_2007"
"21170",13828,14190,2007,"21170_2007"
"21171",2756,2820,2007,"21171_2007"
"21172",21938,22443,2007,"21172_2007"
"21173",4872,4992,2007,"21173_2007"
"21174",78103,79972,2007,"21174_2007"
"21175",8480,8704,2007,"21175_2007"
"21176",7209,7395,2007,"21176_2007"
"21177",38619,39873,2007,"21177_2007"
"21178",14608,15051,2007,"21178_2007"
"21179",23605,24281,2007,"21179_2007"
"21180",30018,30830,2007,"21180_2007"
"21181",5005,5137,2007,"21181_2007"
"21182",4021,4137,2007,"21182_2007"
"21183",16379,16890,2007,"21183_2007"
"21184",5329,5476,2007,"21184_2007"
"21185",7111,7296,2007,"21185_2007"
"21186",42230,43276,2007,"21186_2007"
"21187",4724,4831,2007,"21187_2007"
"21188",13724,14076,2007,"21188_2007"
"21189",16169,16602,2007,"21189_2007"
"21190",998,1020,2007,"21190_2007"
"21191",7729,7910,2007,"21191_2007"
"21192",5290,5402,2007,"21192_2007"
"21193",5151,5275,2007,"21193_2007"
"21194",23620,24209,2007,"21194_2007"
"21195",18474,19036,2007,"21195_2007"
"21196",1299,1321,2007,"21196_2007"
"21197",62825,64506,2007,"21197_2007"
"21198",1097,1123,2007,"21198_2007"
"21199",29896,30822,2007,"21199_2007"
"21200",3415,3502,2007,"21200_2007"
"21201",2685,2749,2007,"21201_2007"
"21202",10299,10588,2007,"21202_2007"
"21203",4775,4914,2007,"21203_2007"
"21204",6377,6531,2007,"21204_2007"
"21205",18302,18869,2007,"21205_2007"
"21206",3552,3635,2007,"21206_2007"
"21207",44084,45277,2007,"21207_2007"
"21208",62303,63909,2007,"21208_2007"
"21209",6952,7119,2007,"21209_2007"
"21210",4633,4757,2007,"21210_2007"
"21211",12631,12951,2007,"21211_2007"
"21212",16004,16450,2007,"21212_2007"
"21213",10664,10952,2007,"21213_2007"
"21214",13101,13423,2007,"21214_2007"
"21215",3994,4080,2007,"21215_2007"
"21216",2317,2382,2007,"21216_2007"
"21217",16324,16876,2007,"21217_2007"
"22001",50121,51624,2007,"22001_2007"
"22002",21972,22696,2007,"22002_2007"
"22003",11051,11357,2007,"22003_2007"
"22004",51156,52687,2007,"22004_2007"
"22005",46205,47575,2007,"22005_2007"
"22006",101060,103445,2007,"22006_2007"
"22007",31064,31897,2007,"22007_2007"
"22008",28822,29675,2007,"22008_2007"
"22009",20129,20685,2007,"22009_2007"
"22010",16710,17200,2007,"22010_2007"
"22011",79156,81406,2007,"22011_2007"
"22012",51405,52753,2007,"22012_2007"
"22013",15055,15469,2007,"22013_2007"
"22014",654758,668923,2007,"22014_2007"
"22015",6861,7080,2007,"22015_2007"
"22016",190137,194752,2007,"22016_2007"
"22017",50826,52077,2007,"22017_2007"
"22018",21276,21892,2007,"22018_2007"
"23001",64646,66258,2007,"23001_2007"
"23002",58487,60161,2007,"23002_2007"
"23003",11123,11389,2007,"23003_2007"
"23004",198933,203525,2007,"23004_2007"
"23005",474070,485267,2007,"23005_2007"
"23006",29183,30043,2007,"23006_2007"
"23007",19850,20427,2007,"23007_2007"
"23008",105367,108068,2007,"23008_2007"
"23009",NA,NA,2007,"23009_2007"
"23010",NA,NA,2007,"23010_2007"
"23011",NA,NA,2007,"23011_2007"
"24001",15475,15876,2007,"24001_2007"
"24002",6981,7163,2007,"24002_2007"
"24003",38477,39878,2007,"24003_2007"
"24004",4001,4092,2007,"24004_2007"
"24005",16081,16437,2007,"24005_2007"
"24006",8156,8363,2007,"24006_2007"
"24007",15101,15490,2007,"24007_2007"
"24008",18239,18660,2007,"24008_2007"
"24009",3097,3180,2007,"24009_2007"
"24010",26371,27076,2007,"24010_2007"
"24011",36698,37655,2007,"24011_2007"
"24012",17956,18462,2007,"24012_2007"
"24013",140402,143710,2007,"24013_2007"
"24014",14953,15342,2007,"24014_2007"
"24015",18090,18504,2007,"24015_2007"
"24016",34823,35635,2007,"24016_2007"
"24017",22048,22650,2007,"24017_2007"
"24018",12924,13302,2007,"24018_2007"
"24019",5085,5188,2007,"24019_2007"
"24020",74545,76393,2007,"24020_2007"
"24021",43536,44716,2007,"24021_2007"
"24022",16318,16736,2007,"24022_2007"
"24023",13193,13510,2007,"24023_2007"
"24024",77208,79111,2007,"24024_2007"
"24025",23988,24710,2007,"24025_2007"
"24026",8111,8350,2007,"24026_2007"
"24027",8811,9024,2007,"24027_2007"
"24028",652277,667061,2007,"24028_2007"
"24029",18967,19468,2007,"24029_2007"
"24030",4981,5075,2007,"24030_2007"
"24031",9386,9744,2007,"24031_2007"
"24032",33341,34279,2007,"24032_2007"
"24033",10134,10370,2007,"24033_2007"
"24034",12336,12625,2007,"24034_2007"
"24035",206441,211945,2007,"24035_2007"
"24036",24068,24718,2007,"24036_2007"
"24037",81747,84040,2007,"24037_2007"
"24038",13944,14312,2007,"24038_2007"
"24039",12073,12449,2007,"24039_2007"
"24040",31941,32735,2007,"24040_2007"
"24041",16488,17009,2007,"24041_2007"
"24042",12125,12429,2007,"24042_2007"
"24043",7837,8038,2007,"24043_2007"
"24044",6399,6556,2007,"24044_2007"
"24045",12412,12727,2007,"24045_2007"
"24046",13192,13578,2007,"24046_2007"
"24047",8273,8485,2007,"24047_2007"
"24048",4457,4569,2007,"24048_2007"
"24049",30616,31511,2007,"24049_2007"
"24050",37396,38465,2007,"24050_2007"
"24051",12640,12922,2007,"24051_2007"
"24052",8834,9022,2007,"24052_2007"
"24053",28639,29390,2007,"24053_2007"
"24054",42987,44347,2007,"24054_2007"
"24055",19867,20455,2007,"24055_2007"
"24056",12496,12879,2007,"24056_2007"
"24057",25363,26182,2007,"24057_2007"
"24058",16804,17197,2007,"24058_2007"
"25001",346728,354390,2007,"25001_2007"
"25002",38475,39299,2007,"25002_2007"
"25003",27099,27829,2007,"25003_2007"
"25004",24225,24772,2007,"25004_2007"
"25005",14919,15321,2007,"25005_2007"
"25006",703614,719669,2007,"25006_2007"
"25007",27935,28624,2007,"25007_2007"
"25008",38047,39104,2007,"25008_2007"
"25009",44694,45717,2007,"25009_2007"
"25010",82118,83893,2007,"25010_2007"
"25011",242380,247669,2007,"25011_2007"
"25012",364654,372489,2007,"25012_2007"
"25013",39771,40617,2007,"25013_2007"
"25014",42305,43243,2007,"25014_2007"
"25015",67509,69051,2007,"25015_2007"
"25016",20067,20556,2007,"25016_2007"
"25017",75073,76920,2007,"25017_2007"
"25018",117249,120023,2007,"25018_2007"
"26001",2257,2297,2007,"26001_2007"
"26002",62696,64415,2007,"26002_2007"
"26003",22141,22665,2007,"26003_2007"
"26004",7358,7577,2007,"26004_2007"
"26005",1149,1170,2007,"26005_2007"
"26006",2707,2754,2007,"26006_2007"
"26007",611,621,2007,"26007_2007"
"26008",1110,1138,2007,"26008_2007"
"26009",706,719,2007,"26009_2007"
"26010",1252,1279,2007,"26010_2007"
"26011",1374,1397,2007,"26011_2007"
"26012",19160,19575,2007,"26012_2007"
"26013",1361,1390,2007,"26013_2007"
"26014",3112,3173,2007,"26014_2007"
"26015",1166,1197,2007,"26015_2007"
"26016",4621,4727,2007,"26016_2007"
"26017",64367,65916,2007,"26017_2007"
"26018",339555,346634,2007,"26018_2007"
"26019",28032,28680,2007,"26019_2007"
"26020",4345,4445,2007,"26020_2007"
"26021",1582,1606,2007,"26021_2007"
"26022",763,777,2007,"26022_2007"
"26023",5378,5495,2007,"26023_2007"
"26024",662,672,2007,"26024_2007"
"26025",45576,46592,2007,"26025_2007"
"26026",50540,51786,2007,"26026_2007"
"26027",6758,6948,2007,"26027_2007"
"26028",905,920,2007,"26028_2007"
"26029",123021,125753,2007,"26029_2007"
"26030",631476,645857,2007,"26030_2007"
"26031",1128,1158,2007,"26031_2007"
"26032",802,818,2007,"26032_2007"
"26033",67675,69166,2007,"26033_2007"
"26034",983,1000,2007,"26034_2007"
"26035",9679,9949,2007,"26035_2007"
"26036",23391,23944,2007,"26036_2007"
"26037",1235,1252,2007,"26037_2007"
"26038",3982,4070,2007,"26038_2007"
"26039",5257,5414,2007,"26039_2007"
"26040",1657,1694,2007,"26040_2007"
"26041",10550,10818,2007,"26041_2007"
"26042",131042,134119,2007,"26042_2007"
"26043",169726,174384,2007,"26043_2007"
"26044",362,367,2007,"26044_2007"
"26045",2428,2483,2007,"26045_2007"
"26046",386,392,2007,"26046_2007"
"26047",8172,8361,2007,"26047_2007"
"26048",42424,43522,2007,"26048_2007"
"26049",2779,2840,2007,"26049_2007"
"26050",1439,1459,2007,"26050_2007"
"26051",4633,4725,2007,"26051_2007"
"26052",5198,5302,2007,"26052_2007"
"26053",314,319,2007,"26053_2007"
"26054",281,286,2007,"26054_2007"
"26055",141645,145329,2007,"26055_2007"
"26056",5783,5972,2007,"26056_2007"
"26057",1379,1399,2007,"26057_2007"
"26058",13171,13497,2007,"26058_2007"
"26059",1566,1614,2007,"26059_2007"
"26060",2181,2245,2007,"26060_2007"
"26061",1128,1146,2007,"26061_2007"
"26062",988,1002,2007,"26062_2007"
"26063",1146,1163,2007,"26063_2007"
"26064",1464,1496,2007,"26064_2007"
"26065",1537,1569,2007,"26065_2007"
"26066",7947,8086,2007,"26066_2007"
"26067",1440,1470,2007,"26067_2007"
"26068",1208,1232,2007,"26068_2007"
"26069",5266,5399,2007,"26069_2007"
"26070",11560,11890,2007,"26070_2007"
"26071",18366,18798,2007,"26071_2007"
"26072",11921,12206,2007,"26072_2007"
"27001",47684,48843,2007,"27001_2007"
"27002",198289,203707,2007,"27002_2007"
"27003",82883,85120,2007,"27003_2007"
"27004",511256,521912,2007,"27004_2007"
"27005",157154,161032,2007,"27005_2007"
"27006",101888,104521,2007,"27006_2007"
"27007",24346,24911,2007,"27007_2007"
"27008",145769,149799,2007,"27008_2007"
"27009",30734,31419,2007,"27009_2007"
"27010",66553,68256,2007,"27010_2007"
"27011",25196,25787,2007,"27011_2007"
"27012",126979,130039,2007,"27012_2007"
"27013",84079,86018,2007,"27013_2007"
"27014",70616,72311,2007,"27014_2007"
"27015",38491,39520,2007,"27015_2007"
"27016",44485,45522,2007,"27016_2007"
"27017",49463,50648,2007,"27017_2007"
"28001",10525,10791,2007,"28001_2007"
"28002",25033,25614,2007,"28002_2007"
"28003",155530,159447,2007,"28003_2007"
"28004",7807,7994,2007,"28004_2007"
"28005",4253,4330,2007,"28005_2007"
"28006",6422,6590,2007,"28006_2007"
"28007",14142,14482,2007,"28007_2007"
"28008",3676,3768,2007,"28008_2007"
"28009",172988,176153,2007,"28009_2007"
"28010",1935,1972,2007,"28010_2007"
"28011",7656,7825,2007,"28011_2007"
"28012",36575,37487,2007,"28012_2007"
"28013",13201,13498,2007,"28013_2007"
"28014",3481,3557,2007,"28014_2007"
"28015",13593,13888,2007,"28015_2007"
"28016",21015,21450,2007,"28016_2007"
"28017",12569,12881,2007,"28017_2007"
"28018",7279,7440,2007,"28018_2007"
"28019",15436,15753,2007,"28019_2007"
"28020",2268,2315,2007,"28020_2007"
"28021",100979,102936,2007,"28021_2007"
"28022",403210,413374,2007,"28022_2007"
"28023",4192,4271,2007,"28023_2007"
"28024",5131,5231,2007,"28024_2007"
"28025",21869,22360,2007,"28025_2007"
"28026",2984,3064,2007,"28026_2007"
"28027",306162,314091,2007,"28027_2007"
"28028",2808,2871,2007,"28028_2007"
"28029",11212,11443,2007,"28029_2007"
"28030",11667,11923,2007,"28030_2007"
"28031",1458,1497,2007,"28031_2007"
"28032",445362,456769,2007,"28032_2007"
"28033",95983,98468,2007,"28033_2007"
"28034",8327,8494,2007,"28034_2007"
"28035",49926,51104,2007,"28035_2007"
"28036",910,936,2007,"28036_2007"
"28037",20698,21185,2007,"28037_2007"
"28038",268510,273488,2007,"28038_2007"
"28039",22886,23472,2007,"28039_2007"
"28040",54340,55665,2007,"28040_2007"
"28041",266759,272606,2007,"28041_2007"
"28042",5778,5877,2007,"28042_2007"
"28043",19924,20320,2007,"28043_2007"
"29001",7574,7761,2007,"29001_2007"
"29002",11206,11440,2007,"29002_2007"
"29003",4921,5051,2007,"29003_2007"
"29004",12924,13267,2007,"29004_2007"
"29005",65427,66826,2007,"29005_2007"
"29006",36725,37602,2007,"29006_2007"
"29007",12280,12628,2007,"29007_2007"
"29008",11031,11346,2007,"29008_2007"
"29009",4015,4109,2007,"29009_2007"
"29010",56008,57311,2007,"29010_2007"
"29011",3577,3665,2007,"29011_2007"
"29012",7088,7261,2007,"29012_2007"
"29013",68392,70242,2007,"29013_2007"
"29014",11498,11776,2007,"29014_2007"
"29015",29448,30129,2007,"29015_2007"
"29016",5751,5865,2007,"29016_2007"
"29017",7843,8042,2007,"29017_2007"
"29018",29224,29941,2007,"29018_2007"
"29019",14769,15130,2007,"29019_2007"
"29020",6925,7092,2007,"29020_2007"
"29021",14013,14343,2007,"29021_2007"
"29022",4547,4659,2007,"29022_2007"
"29023",19750,20204,2007,"29023_2007"
"29024",20492,20950,2007,"29024_2007"
"29025",56163,57776,2007,"29025_2007"
"29026",14078,14442,2007,"29026_2007"
"29027",9590,9823,2007,"29027_2007"
"29028",17409,17859,2007,"29028_2007"
"29029",8587,8781,2007,"29029_2007"
"29030",11087,11395,2007,"29030_2007"
"29031",22761,23333,2007,"29031_2007"
"29032",10466,10696,2007,"29032_2007"
"29033",75120,76633,2007,"29033_2007"
"29034",32748,33616,2007,"29034_2007"
"29035",4568,4680,2007,"29035_2007"
"29036",17596,17967,2007,"29036_2007"
"29037",7036,7232,2007,"29037_2007"
"29038",11130,11429,2007,"29038_2007"
"29039",17496,17953,2007,"29039_2007"
"29040",7824,8008,2007,"29040_2007"
"29041",21989,22536,2007,"29041_2007"
"29042",9962,10171,2007,"29042_2007"
"29043",25646,26276,2007,"29043_2007"
"29044",32027,32797,2007,"29044_2007"
"29045",4562,4684,2007,"29045_2007"
"29046",3325,3419,2007,"29046_2007"
"29047",2256,2317,2007,"29047_2007"
"29048",13421,13810,2007,"29048_2007"
"29049",4200,4287,2007,"29049_2007"
"29050",8664,8877,2007,"29050_2007"
"29051",2893,2955,2007,"29051_2007"
"29052",4597,4730,2007,"29052_2007"
"29053",5813,5949,2007,"29053_2007"
"29054",4306,4399,2007,"29054_2007"
"29055",2395,2453,2007,"29055_2007"
"29056",5643,5760,2007,"29056_2007"
"29057",3588,3668,2007,"29057_2007"
"29058",6647,6798,2007,"29058_2007"
"29059",4865,4993,2007,"29059_2007"
"29060",3630,3734,2007,"29060_2007"
"30001",6732,6932,2007,"30001_2007"
"30002",2615,2668,2007,"30002_2007"
"30003",71710,73270,2007,"30003_2007"
"30004",35383,36020,2007,"30004_2007"
"30005",4357,4454,2007,"30005_2007"
"30006",16684,17194,2007,"30006_2007"
"30007",5262,5366,2007,"30007_2007"
"30008",7857,8092,2007,"30008_2007"
"30009",24031,24493,2007,"30009_2007"
"30010",49159,50720,2007,"30010_2007"
"30011",44437,45320,2007,"30011_2007"
"30012",6600,6723,2007,"30012_2007"
"30013",23752,24225,2007,"30013_2007"
"30014",35307,36080,2007,"30014_2007"
"30015",29853,30437,2007,"30015_2007"
"30016",22515,22968,2007,"30016_2007"
"30017",3346,3418,2007,"30017_2007"
"30018",1444,1484,2007,"30018_2007"
"30019",4439,4571,2007,"30019_2007"
"30020",7786,8046,2007,"30020_2007"
"30021",19723,20161,2007,"30021_2007"
"30022",15925,16401,2007,"30022_2007"
"30023",39393,40487,2007,"30023_2007"
"30024",12086,12395,2007,"30024_2007"
"30025",20216,20854,2007,"30025_2007"
"30026",16731,17097,2007,"30026_2007"
"30027",14383,14785,2007,"30027_2007"
"30028",124432,126485,2007,"30028_2007"
"30029",10456,10858,2007,"30029_2007"
"30030",35185,35949,2007,"30030_2007"
"30031",13374,13667,2007,"30031_2007"
"30032",41604,42615,2007,"30032_2007"
"30033",20588,21079,2007,"30033_2007"
"30034",22675,23103,2007,"30034_2007"
"30035",9750,9992,2007,"30035_2007"
"30036",7422,7638,2007,"30036_2007"
"30037",6434,6612,2007,"30037_2007"
"30038",72934,74468,2007,"30038_2007"
"30039",257208,262057,2007,"30039_2007"
"30040",39877,40744,2007,"30040_2007"
"30041",1751,1801,2007,"30041_2007"
"30042",5107,5243,2007,"30042_2007"
"30043",15517,15880,2007,"30043_2007"
"30044",169087,172536,2007,"30044_2007"
"30045",49934,50901,2007,"30045_2007"
"30046",13194,13516,2007,"30046_2007"
"30047",40846,42252,2007,"30047_2007"
"30048",96975,99059,2007,"30048_2007"
"30049",17139,17483,2007,"30049_2007"
