"Clave","mayor6_leer_esc","may5_asistencia","year","muniYear"
"20430",253,NA,1996,"20430_1996"
"20431",1593,NA,1996,"20431_1996"
"20432",798,NA,1996,"20432_1996"
"20433",1429,NA,1996,"20433_1996"
"20434",3322,NA,1996,"20434_1996"
"20435",2088,NA,1996,"20435_1996"
"20436",928,NA,1996,"20436_1996"
"20437",6037,NA,1996,"20437_1996"
"20438",1241,NA,1996,"20438_1996"
"20439",13948,NA,1996,"20439_1996"
"20440",931,NA,1996,"20440_1996"
"20441",4798,NA,1996,"20441_1996"
"20442",365,NA,1996,"20442_1996"
"20443",422,NA,1996,"20443_1996"
"20444",466,NA,1996,"20444_1996"
"20445",1092,NA,1996,"20445_1996"
"20446",5441,NA,1996,"20446_1996"
"20447",12262,NA,1996,"20447_1996"
"20448",1027,NA,1996,"20448_1996"
"20449",3384,NA,1996,"20449_1996"
"20450",6767,NA,1996,"20450_1996"
"20451",1145,NA,1996,"20451_1996"
"20452",4098,NA,1996,"20452_1996"
"20453",2186,NA,1996,"20453_1996"
"20454",2076,NA,1996,"20454_1996"
"20455",1884,NA,1996,"20455_1996"
"20456",1128,NA,1996,"20456_1996"
"20457",2398,NA,1996,"20457_1996"
"20458",1449,NA,1996,"20458_1996"
"20459",3987,NA,1996,"20459_1996"
"20460",3598,NA,1996,"20460_1996"
"20461",757,NA,1996,"20461_1996"
"20462",3830,NA,1996,"20462_1996"
"20463",852,NA,1996,"20463_1996"
"20464",532,NA,1996,"20464_1996"
"20465",1004,NA,1996,"20465_1996"
"20466",7100,NA,1996,"20466_1996"
"20467",14933,NA,1996,"20467_1996"
"20468",9142,NA,1996,"20468_1996"
"20469",23707,NA,1996,"20469_1996"
"20470",5036,NA,1996,"20470_1996"
"20471",429,NA,1996,"20471_1996"
"20472",2508,NA,1996,"20472_1996"
"20473",1267,NA,1996,"20473_1996"
"20474",2828,NA,1996,"20474_1996"
"20475",6980,NA,1996,"20475_1996"
"20476",367,NA,1996,"20476_1996"
"20477",1379,NA,1996,"20477_1996"
"20478",2294,NA,1996,"20478_1996"
"20479",261,NA,1996,"20479_1996"
"20480",916,NA,1996,"20480_1996"
"20481",2541,NA,1996,"20481_1996"
"20482",35159,NA,1996,"20482_1996"
"20483",6116,NA,1996,"20483_1996"
"20484",2805,NA,1996,"20484_1996"
"20485",2732,NA,1996,"20485_1996"
"20486",1908,NA,1996,"20486_1996"
"20487",1419,NA,1996,"20487_1996"
"20488",123,NA,1996,"20488_1996"
"20489",3886,NA,1996,"20489_1996"
"20490",2019,NA,1996,"20490_1996"
"20491",2164,NA,1996,"20491_1996"
"20492",3394,NA,1996,"20492_1996"
"20493",455,NA,1996,"20493_1996"
"20494",3566,NA,1996,"20494_1996"
"20495",2715,NA,1996,"20495_1996"
"20496",1647,NA,1996,"20496_1996"
"20497",2630,NA,1996,"20497_1996"
"20498",5553,NA,1996,"20498_1996"
"20499",1514,NA,1996,"20499_1996"
"20500",6421,NA,1996,"20500_1996"
"20501",1118,NA,1996,"20501_1996"
"20502",4236,NA,1996,"20502_1996"
"20503",412,NA,1996,"20503_1996"
"20504",1353,NA,1996,"20504_1996"
"20505",7072,NA,1996,"20505_1996"
"20506",681,NA,1996,"20506_1996"
"20507",2666,NA,1996,"20507_1996"
"20508",1292,NA,1996,"20508_1996"
"20509",5443,NA,1996,"20509_1996"
"20510",718,NA,1996,"20510_1996"
"20511",2557,NA,1996,"20511_1996"
"20512",908,NA,1996,"20512_1996"
"20513",6481,NA,1996,"20513_1996"
"20514",715,NA,1996,"20514_1996"
"20515",45122,NA,1996,"20515_1996"
"20516",3297,NA,1996,"20516_1996"
"20517",2443,NA,1996,"20517_1996"
"20518",142,NA,1996,"20518_1996"
"20519",2425,NA,1996,"20519_1996"
"20520",5613,NA,1996,"20520_1996"
"20521",296,NA,1996,"20521_1996"
"20522",877,NA,1996,"20522_1996"
"20523",1458,NA,1996,"20523_1996"
"20524",489,NA,1996,"20524_1996"
"20525",8868,NA,1996,"20525_1996"
"20526",9882,NA,1996,"20526_1996"
"20527",1880,NA,1996,"20527_1996"
"20528",1384,NA,1996,"20528_1996"
"20529",1069,NA,1996,"20529_1996"
"20530",2355,NA,1996,"20530_1996"
"20531",1711,NA,1996,"20531_1996"
"20532",3239,NA,1996,"20532_1996"
"20533",1439,NA,1996,"20533_1996"
"20534",2959,NA,1996,"20534_1996"
"20535",2329,NA,1996,"20535_1996"
"20536",504,NA,1996,"20536_1996"
"20537",6824,NA,1996,"20537_1996"
"20538",539,NA,1996,"20538_1996"
"20539",3008,NA,1996,"20539_1996"
"20540",5399,NA,1996,"20540_1996"
"20541",1591,NA,1996,"20541_1996"
"20542",849,NA,1996,"20542_1996"
"20543",4029,NA,1996,"20543_1996"
"20544",1479,NA,1996,"20544_1996"
"20545",6085,NA,1996,"20545_1996"
"20546",4798,NA,1996,"20546_1996"
"20547",988,NA,1996,"20547_1996"
"20548",1402,NA,1996,"20548_1996"
"20549",10104,NA,1996,"20549_1996"
"20550",4232,NA,1996,"20550_1996"
"20551",11406,NA,1996,"20551_1996"
"20552",495,NA,1996,"20552_1996"
"20553",5383,NA,1996,"20553_1996"
"20554",4529,NA,1996,"20554_1996"
"20555",2480,NA,1996,"20555_1996"
"20556",338,NA,1996,"20556_1996"
"20557",11268,NA,1996,"20557_1996"
"20558",1371,NA,1996,"20558_1996"
"20559",18672,NA,1996,"20559_1996"
"20560",5112,NA,1996,"20560_1996"
"20561",1709,NA,1996,"20561_1996"
"20562",1193,NA,1996,"20562_1996"
"20563",1473,NA,1996,"20563_1996"
"20564",1099,NA,1996,"20564_1996"
"20565",14038,NA,1996,"20565_1996"
"20566",2229,NA,1996,"20566_1996"
"20567",2482,NA,1996,"20567_1996"
"20568",1334,NA,1996,"20568_1996"
"20569",1760,NA,1996,"20569_1996"
"20570",14163,NA,1996,"20570_1996"
"20901",NA,NA,1996,"20901_1996"
"20902",NA,NA,1996,"20902_1996"
"20903",NA,NA,1996,"20903_1996"
"20904",NA,NA,1996,"20904_1996"
"20905",NA,NA,1996,"20905_1996"
"20906",NA,NA,1996,"20906_1996"
"20907",NA,NA,1996,"20907_1996"
"20908",NA,NA,1996,"20908_1996"
"20909",NA,NA,1996,"20909_1996"
"20910",NA,NA,1996,"20910_1996"
"20911",NA,NA,1996,"20911_1996"
"20912",NA,NA,1996,"20912_1996"
"20913",NA,NA,1996,"20913_1996"
"20914",NA,NA,1996,"20914_1996"
"20915",NA,NA,1996,"20915_1996"
"20916",NA,NA,1996,"20916_1996"
"20917",NA,NA,1996,"20917_1996"
"20918",NA,NA,1996,"20918_1996"
"20919",NA,NA,1996,"20919_1996"
"20920",NA,NA,1996,"20920_1996"
"20921",NA,NA,1996,"20921_1996"
"20922",NA,NA,1996,"20922_1996"
"20923",NA,NA,1996,"20923_1996"
"20924",NA,NA,1996,"20924_1996"
"20925",NA,NA,1996,"20925_1996"
"20926",NA,NA,1996,"20926_1996"
"20927",NA,NA,1996,"20927_1996"
"20928",NA,NA,1996,"20928_1996"
"20929",NA,NA,1996,"20929_1996"
"20930",NA,NA,1996,"20930_1996"
"21001",39347,NA,1996,"21001_1996"
"21002",7624,NA,1996,"21002_1996"
"21003",27480,NA,1996,"21003_1996"
"21004",30747,NA,1996,"21004_1996"
"21005",2652,NA,1996,"21005_1996"
"21006",9753,NA,1996,"21006_1996"
"21007",2853,NA,1996,"21007_1996"
"21008",7108,NA,1996,"21008_1996"
"21009",2235,NA,1996,"21009_1996"
"21010",35467,NA,1996,"21010_1996"
"21011",1436,NA,1996,"21011_1996"
"21012",5663,NA,1996,"21012_1996"
"21013",12144,NA,1996,"21013_1996"
"21014",3669,NA,1996,"21014_1996"
"21015",47083,NA,1996,"21015_1996"
"21016",6246,NA,1996,"21016_1996"
"21017",14572,NA,1996,"21017_1996"
"21018",2655,NA,1996,"21018_1996"
"21019",96575,NA,1996,"21019_1996"
"21020",4418,NA,1996,"21020_1996"
"21021",1046,NA,1996,"21021_1996"
"21022",9425,NA,1996,"21022_1996"
"21023",6174,NA,1996,"21023_1996"
"21024",1005,NA,1996,"21024_1996"
"21025",5950,NA,1996,"21025_1996"
"21026",10888,NA,1996,"21026_1996"
"21027",4159,NA,1996,"21027_1996"
"21028",1674,NA,1996,"21028_1996"
"21029",3073,NA,1996,"21029_1996"
"21030",742,NA,1996,"21030_1996"
"21031",2769,NA,1996,"21031_1996"
"21032",1559,NA,1996,"21032_1996"
"21033",3751,NA,1996,"21033_1996"
"21034",21402,NA,1996,"21034_1996"
"21035",14970,NA,1996,"21035_1996"
"21036",9385,NA,1996,"21036_1996"
"21037",1929,NA,1996,"21037_1996"
"21038",4801,NA,1996,"21038_1996"
"21039",7141,NA,1996,"21039_1996"
"21040",5255,NA,1996,"21040_1996"
"21041",34730,NA,1996,"21041_1996"
"21042",3192,NA,1996,"21042_1996"
"21043",33892,NA,1996,"21043_1996"
"21044",11620,NA,1996,"21044_1996"
"21045",31636,NA,1996,"21045_1996"
"21046",4054,NA,1996,"21046_1996"
"21047",16995,NA,1996,"21047_1996"
"21048",14430,NA,1996,"21048_1996"
"21049",9424,NA,1996,"21049_1996"
"21050",14957,NA,1996,"21050_1996"
"21051",31012,NA,1996,"21051_1996"
"21052",997,NA,1996,"21052_1996"
"21053",39111,NA,1996,"21053_1996"
"21054",15347,NA,1996,"21054_1996"
"21055",3930,NA,1996,"21055_1996"
"21056",1438,NA,1996,"21056_1996"
"21057",5453,NA,1996,"21057_1996"
"21058",13905,NA,1996,"21058_1996"
"21059",2104,NA,1996,"21059_1996"
"21060",4155,NA,1996,"21060_1996"
"21061",7625,NA,1996,"21061_1996"
"21062",4131,NA,1996,"21062_1996"
"21063",10363,NA,1996,"21063_1996"
"21064",13538,NA,1996,"21064_1996"
"21065",12504,NA,1996,"21065_1996"
"21066",6293,NA,1996,"21066_1996"
"21067",11723,NA,1996,"21067_1996"
"21068",6115,NA,1996,"21068_1996"
"21069",22404,NA,1996,"21069_1996"
"21070",6276,NA,1996,"21070_1996"
"21071",64384,NA,1996,"21071_1996"
"21072",12129,NA,1996,"21072_1996"
"21073",7830,NA,1996,"21073_1996"
"21074",40566,NA,1996,"21074_1996"
"21075",7552,NA,1996,"21075_1996"
"21076",21573,NA,1996,"21076_1996"
"21077",3921,NA,1996,"21077_1996"
"21078",8668,NA,1996,"21078_1996"
"21079",3672,NA,1996,"21079_1996"
"21080",2176,NA,1996,"21080_1996"
"21081",3662,NA,1996,"21081_1996"
"21082",5344,NA,1996,"21082_1996"
"21083",23443,NA,1996,"21083_1996"
"21084",4629,NA,1996,"21084_1996"
"21085",57066,NA,1996,"21085_1996"
"21086",10157,NA,1996,"21086_1996"
"21087",10029,NA,1996,"21087_1996"
"21088",3894,NA,1996,"21088_1996"
"21089",9904,NA,1996,"21089_1996"
"21090",11715,NA,1996,"21090_1996"
"21091",7472,NA,1996,"21091_1996"
"21092",3896,NA,1996,"21092_1996"
"21093",8616,NA,1996,"21093_1996"
"21094",20492,NA,1996,"21094_1996"
"21095",402,NA,1996,"21095_1996"
"21096",1994,NA,1996,"21096_1996"
"21097",1651,NA,1996,"21097_1996"
"21098",5073,NA,1996,"21098_1996"
"21099",13507,NA,1996,"21099_1996"
"21100",7860,NA,1996,"21100_1996"
"21101",2977,NA,1996,"21101_1996"
"21102",7953,NA,1996,"21102_1996"
"21103",4143,NA,1996,"21103_1996"
"21104",14226,NA,1996,"21104_1996"
"21105",4090,NA,1996,"21105_1996"
"21106",16884,NA,1996,"21106_1996"
"21107",8990,NA,1996,"21107_1996"
"21108",11192,NA,1996,"21108_1996"
"21109",14793,NA,1996,"21109_1996"
"21110",26308,NA,1996,"21110_1996"
"21111",14922,NA,1996,"21111_1996"
"21112",7873,NA,1996,"21112_1996"
"21113",4728,NA,1996,"21113_1996"
"21114",1082651,NA,1996,"21114_1996"
"21115",28782,NA,1996,"21115_1996"
"21116",14823,NA,1996,"21116_1996"
"21117",11390,NA,1996,"21117_1996"
"21118",15794,NA,1996,"21118_1996"
"21119",40615,NA,1996,"21119_1996"
"21120",3250,NA,1996,"21120_1996"
"21121",997,NA,1996,"21121_1996"
"21122",7129,NA,1996,"21122_1996"
"21123",3687,NA,1996,"21123_1996"
"21124",10247,NA,1996,"21124_1996"
"21125",5602,NA,1996,"21125_1996"
"21126",4058,NA,1996,"21126_1996"
"21127",3601,NA,1996,"21127_1996"
"21128",5352,NA,1996,"21128_1996"
"21129",8925,NA,1996,"21129_1996"
"21130",3156,NA,1996,"21130_1996"
"21131",520,NA,1996,"21131_1996"
"21132",96913,NA,1996,"21132_1996"
"21133",789,NA,1996,"21133_1996"
"21134",13204,NA,1996,"21134_1996"
"21135",581,NA,1996,"21135_1996"
"21136",7383,NA,1996,"21136_1996"
"21137",6697,NA,1996,"21137_1996"
"21138",8645,NA,1996,"21138_1996"
"21139",2926,NA,1996,"21139_1996"
"21140",78427,NA,1996,"21140_1996"
"21141",2997,NA,1996,"21141_1996"
"21142",19522,NA,1996,"21142_1996"
"21143",17833,NA,1996,"21143_1996"
"21144",7581,NA,1996,"21144_1996"
"21145",9738,NA,1996,"21145_1996"
"21146",627,NA,1996,"21146_1996"
"21147",4587,NA,1996,"21147_1996"
"21148",6871,NA,1996,"21148_1996"
"21149",10038,NA,1996,"21149_1996"
"21150",5802,NA,1996,"21150_1996"
"21151",5637,NA,1996,"21151_1996"
"21152",9124,NA,1996,"21152_1996"
"21153",13397,NA,1996,"21153_1996"
"21154",44580,NA,1996,"21154_1996"
"21155",4664,NA,1996,"21155_1996"
"21156",166760,NA,1996,"21156_1996"
"21157",10387,NA,1996,"21157_1996"
"21158",6013,NA,1996,"21158_1996"
"21159",4374,NA,1996,"21159_1996"
"21160",2731,NA,1996,"21160_1996"
"21161",12451,NA,1996,"21161_1996"
"21162",2892,NA,1996,"21162_1996"
"21163",12013,NA,1996,"21163_1996"
"21164",47883,NA,1996,"21164_1996"
"21165",930,NA,1996,"21165_1996"
"21166",7168,NA,1996,"21166_1996"
"21167",7506,NA,1996,"21167_1996"
"21168",4614,NA,1996,"21168_1996"
"21169",14321,NA,1996,"21169_1996"
"21170",12406,NA,1996,"21170_1996"
"21171",2320,NA,1996,"21171_1996"
"21172",20297,NA,1996,"21172_1996"
"21173",4017,NA,1996,"21173_1996"
"21174",62024,NA,1996,"21174_1996"
"21175",7705,NA,1996,"21175_1996"
"21176",6747,NA,1996,"21176_1996"
"21177",30161,NA,1996,"21177_1996"
"21178",13578,NA,1996,"21178_1996"
"21179",21735,NA,1996,"21179_1996"
"21180",24905,NA,1996,"21180_1996"
"21181",4313,NA,1996,"21181_1996"
"21182",3083,NA,1996,"21182_1996"
"21183",13316,NA,1996,"21183_1996"
"21184",4884,NA,1996,"21184_1996"
"21185",6745,NA,1996,"21185_1996"
"21186",37953,NA,1996,"21186_1996"
"21187",4917,NA,1996,"21187_1996"
"21188",13208,NA,1996,"21188_1996"
"21189",13570,NA,1996,"21189_1996"
"21190",930,NA,1996,"21190_1996"
"21191",7686,NA,1996,"21191_1996"
"21192",4939,NA,1996,"21192_1996"
"21193",5026,NA,1996,"21193_1996"
"21194",21146,NA,1996,"21194_1996"
"21195",16571,NA,1996,"21195_1996"
"21196",1254,NA,1996,"21196_1996"
"21197",54741,NA,1996,"21197_1996"
"21198",999,NA,1996,"21198_1996"
"21199",23040,NA,1996,"21199_1996"
"21200",3588,NA,1996,"21200_1996"
"21201",2695,NA,1996,"21201_1996"
"21202",9576,NA,1996,"21202_1996"
"21203",3949,NA,1996,"21203_1996"
"21204",5395,NA,1996,"21204_1996"
"21205",14498,NA,1996,"21205_1996"
"21206",3655,NA,1996,"21206_1996"
"21207",38490,NA,1996,"21207_1996"
"21208",53548,NA,1996,"21208_1996"
"21209",7003,NA,1996,"21209_1996"
"21210",4230,NA,1996,"21210_1996"
"21211",10866,NA,1996,"21211_1996"
"21212",15737,NA,1996,"21212_1996"
"21213",9436,NA,1996,"21213_1996"
"21214",10611,NA,1996,"21214_1996"
"21215",3367,NA,1996,"21215_1996"
"21216",2436,NA,1996,"21216_1996"
"21217",14903,NA,1996,"21217_1996"
"22001",42033,NA,1996,"22001_1996"
"22002",21679,NA,1996,"22002_1996"
"22003",11111,NA,1996,"22003_1996"
"22004",43027,NA,1996,"22004_1996"
"22005",36444,NA,1996,"22005_1996"
"22006",53030,NA,1996,"22006_1996"
"22007",21903,NA,1996,"22007_1996"
"22008",22198,NA,1996,"22008_1996"
"22009",18090,NA,1996,"22009_1996"
"22010",15576,NA,1996,"22010_1996"
"22011",51991,NA,1996,"22011_1996"
"22012",39157,NA,1996,"22012_1996"
"22013",14572,NA,1996,"22013_1996"
"22014",492086,NA,1996,"22014_1996"
"22015",6147,NA,1996,"22015_1996"
"22016",135427,NA,1996,"22016_1996"
"22017",39336,NA,1996,"22017_1996"
"22018",17011,NA,1996,"22018_1996"
"23001",42867,NA,1996,"23001_1996"
"23002",46923,NA,1996,"23002_1996"
"23003",7773,NA,1996,"23003_1996"
"23004",172042,NA,1996,"23004_1996"
"23005",274641,NA,1996,"23005_1996"
"23006",24441,NA,1996,"23006_1996"
"23007",15501,NA,1996,"23007_1996"
"23008",27543,NA,1996,"23008_1996"
"23009",NA,NA,1996,"23009_1996"
"23010",NA,NA,1996,"23010_1996"
"23011",NA,NA,1996,"23011_1996"
"24001",15510,NA,1996,"24001_1996"
"24002",7220,NA,1996,"24002_1996"
"24003",31476,NA,1996,"24003_1996"
"24004",4678,NA,1996,"24004_1996"
"24005",15679,NA,1996,"24005_1996"
"24006",9283,NA,1996,"24006_1996"
"24007",14281,NA,1996,"24007_1996"
"24008",18348,NA,1996,"24008_1996"
"24009",2686,NA,1996,"24009_1996"
"24010",25646,NA,1996,"24010_1996"
"24011",32609,NA,1996,"24011_1996"
"24012",16216,NA,1996,"24012_1996"
"24013",124310,NA,1996,"24013_1996"
"24014",14266,NA,1996,"24014_1996"
"24015",18226,NA,1996,"24015_1996"
"24016",33190,NA,1996,"24016_1996"
"24017",22778,NA,1996,"24017_1996"
"24018",10709,NA,1996,"24018_1996"
"24019",6092,NA,1996,"24019_1996"
"24020",65356,NA,1996,"24020_1996"
"24021",39136,NA,1996,"24021_1996"
"24022",15925,NA,1996,"24022_1996"
"24023",14120,NA,1996,"24023_1996"
"24024",75663,NA,1996,"24024_1996"
"24025",20240,NA,1996,"24025_1996"
"24026",7124,NA,1996,"24026_1996"
"24027",9249,NA,1996,"24027_1996"
"24028",540975,NA,1996,"24028_1996"
"24029",19179,NA,1996,"24029_1996"
"24030",6355,NA,1996,"24030_1996"
"24031",8711,NA,1996,"24031_1996"
"24032",31614,NA,1996,"24032_1996"
"24033",11167,NA,1996,"24033_1996"
"24034",11509,NA,1996,"24034_1996"
"24035",135967,NA,1996,"24035_1996"
"24036",22763,NA,1996,"24036_1996"
"24037",70054,NA,1996,"24037_1996"
"24038",13552,NA,1996,"24038_1996"
"24039",11069,NA,1996,"24039_1996"
"24040",30662,NA,1996,"24040_1996"
"24041",13789,NA,1996,"24041_1996"
"24042",11226,NA,1996,"24042_1996"
"24043",7944,NA,1996,"24043_1996"
"24044",6764,NA,1996,"24044_1996"
"24045",12486,NA,1996,"24045_1996"
"24046",11790,NA,1996,"24046_1996"
"24047",9288,NA,1996,"24047_1996"
"24048",4359,NA,1996,"24048_1996"
"24049",27361,NA,1996,"24049_1996"
"24050",32626,NA,1996,"24050_1996"
"24051",13509,NA,1996,"24051_1996"
"24052",10193,NA,1996,"24052_1996"
"24053",26212,NA,1996,"24053_1996"
"24054",38876,NA,1996,"24054_1996"
"24055",17519,NA,1996,"24055_1996"
"24056",11100,NA,1996,"24056_1996"
"24057",22028,NA,1996,"24057_1996"
"24058",15555,NA,1996,"24058_1996"
"25001",296966,NA,1996,"25001_1996"
"25002",40503,NA,1996,"25002_1996"
"25003",33057,NA,1996,"25003_1996"
"25004",24000,NA,1996,"25004_1996"
"25005",14632,NA,1996,"25005_1996"
"25006",603511,NA,1996,"25006_1996"
"25007",29368,NA,1996,"25007_1996"
"25008",31367,NA,1996,"25008_1996"
"25009",42362,NA,1996,"25009_1996"
"25010",78250,NA,1996,"25010_1996"
"25011",230367,NA,1996,"25011_1996"
"25012",312955,NA,1996,"25012_1996"
"25013",44975,NA,1996,"25013_1996"
"25014",42434,NA,1996,"25014_1996"
"25015",63051,NA,1996,"25015_1996"
"25016",23111,NA,1996,"25016_1996"
"25017",76144,NA,1996,"25017_1996"
"25018",114828,NA,1996,"25018_1996"
"26001",2024,NA,1996,"26001_1996"
"26002",47987,NA,1996,"26002_1996"
"26003",22407,NA,1996,"26003_1996"
"26004",6122,NA,1996,"26004_1996"
"26005",1356,NA,1996,"26005_1996"
"26006",3147,NA,1996,"26006_1996"
"26007",665,NA,1996,"26007_1996"
"26008",1227,NA,1996,"26008_1996"
"26009",1057,NA,1996,"26009_1996"
"26010",1279,NA,1996,"26010_1996"
"26011",1438,NA,1996,"26011_1996"
"26012",18791,NA,1996,"26012_1996"
"26013",1371,NA,1996,"26013_1996"
"26014",3305,NA,1996,"26014_1996"
"26015",1212,NA,1996,"26015_1996"
"26016",5246,NA,1996,"26016_1996"
"26017",56451,NA,1996,"26017_1996"
"26018",301633,NA,1996,"26018_1996"
"26019",25733,NA,1996,"26019_1996"
"26020",4281,NA,1996,"26020_1996"
"26021",2047,NA,1996,"26021_1996"
"26022",798,NA,1996,"26022_1996"
"26023",5820,NA,1996,"26023_1996"
"26024",725,NA,1996,"26024_1996"
"26025",42132,NA,1996,"26025_1996"
"26026",64322,NA,1996,"26026_1996"
"26027",5786,NA,1996,"26027_1996"
"26028",1126,NA,1996,"26028_1996"
"26029",115822,NA,1996,"26029_1996"
"26030",488318,NA,1996,"26030_1996"
"26031",1107,NA,1996,"26031_1996"
"26032",888,NA,1996,"26032_1996"
"26033",65902,NA,1996,"26033_1996"
"26034",1013,NA,1996,"26034_1996"
"26035",7819,NA,1996,"26035_1996"
"26036",19574,NA,1996,"26036_1996"
"26037",1575,NA,1996,"26037_1996"
"26038",3633,NA,1996,"26038_1996"
"26039",4187,NA,1996,"26039_1996"
"26040",2064,NA,1996,"26040_1996"
"26041",11613,NA,1996,"26041_1996"
"26042",119042,NA,1996,"26042_1996"
"26043",115655,NA,1996,"26043_1996"
"26044",434,NA,1996,"26044_1996"
"26045",2597,NA,1996,"26045_1996"
"26046",383,NA,1996,"26046_1996"
"26047",7732,NA,1996,"26047_1996"
"26048",24051,NA,1996,"26048_1996"
"26049",3271,NA,1996,"26049_1996"
"26050",1492,NA,1996,"26050_1996"
"26051",5112,NA,1996,"26051_1996"
"26052",6217,NA,1996,"26052_1996"
"26053",363,NA,1996,"26053_1996"
"26054",268,NA,1996,"26054_1996"
"26055",115191,NA,1996,"26055_1996"
"26056",3866,NA,1996,"26056_1996"
"26057",1637,NA,1996,"26057_1996"
"26058",11627,NA,1996,"26058_1996"
"26059",1220,NA,1996,"26059_1996"
"26060",1939,NA,1996,"26060_1996"
"26061",1650,NA,1996,"26061_1996"
"26062",1135,NA,1996,"26062_1996"
"26063",1443,NA,1996,"26063_1996"
"26064",1600,NA,1996,"26064_1996"
"26065",1628,NA,1996,"26065_1996"
"26066",8936,NA,1996,"26066_1996"
"26067",1770,NA,1996,"26067_1996"
"26068",1476,NA,1996,"26068_1996"
"26069",5274,NA,1996,"26069_1996"
"26070",8907,NA,1996,"26070_1996"
"26071",NA,NA,1996,"26071_1996"
"26072",NA,NA,1996,"26072_1996"
"27001",45855,NA,1996,"27001_1996"
"27002",173467,NA,1996,"27002_1996"
"27003",66948,NA,1996,"27003_1996"
"27004",412594,NA,1996,"27004_1996"
"27005",133577,NA,1996,"27005_1996"
"27006",84120,NA,1996,"27006_1996"
"27007",22204,NA,1996,"27007_1996"
"27008",128991,NA,1996,"27008_1996"
"27009",27500,NA,1996,"27009_1996"
"27010",55265,NA,1996,"27010_1996"
"27011",21478,NA,1996,"27011_1996"
"27012",106180,NA,1996,"27012_1996"
"27013",59679,NA,1996,"27013_1996"
"27014",56938,NA,1996,"27014_1996"
"27015",31936,NA,1996,"27015_1996"
"27016",36898,NA,1996,"27016_1996"
"27017",46942,NA,1996,"27017_1996"
"28001",11978,NA,1996,"28001_1996"
"28002",24629,NA,1996,"28002_1996"
"28003",99459,NA,1996,"28003_1996"
"28004",8361,NA,1996,"28004_1996"
"28005",5122,NA,1996,"28005_1996"
"28006",6884,NA,1996,"28006_1996"
"28007",13532,NA,1996,"28007_1996"
"28008",4190,NA,1996,"28008_1996"
"28009",154641,NA,1996,"28009_1996"
"28010",2142,NA,1996,"28010_1996"
"28011",7911,NA,1996,"28011_1996"
"28012",36132,NA,1996,"28012_1996"
"28013",13562,NA,1996,"28013_1996"
"28014",3516,NA,1996,"28014_1996"
"28015",13775,NA,1996,"28015_1996"
"28016",22544,NA,1996,"28016_1996"
"28017",11623,NA,1996,"28017_1996"
"28018",7710,NA,1996,"28018_1996"
"28019",16548,NA,1996,"28019_1996"
"28020",2715,NA,1996,"28020_1996"
"28021",101781,NA,1996,"28021_1996"
"28022",315934,NA,1996,"28022_1996"
"28023",5036,NA,1996,"28023_1996"
"28024",5543,NA,1996,"28024_1996"
"28025",19699,NA,1996,"28025_1996"
"28026",2969,NA,1996,"28026_1996"
"28027",239325,NA,1996,"28027_1996"
"28028",2774,NA,1996,"28028_1996"
"28029",12483,NA,1996,"28029_1996"
"28030",12494,NA,1996,"28030_1996"
"28031",1656,NA,1996,"28031_1996"
"28032",301414,NA,1996,"28032_1996"
"28033",86471,NA,1996,"28033_1996"
"28034",9094,NA,1996,"28034_1996"
"28035",48490,NA,1996,"28035_1996"
"28036",873,NA,1996,"28036_1996"
"28037",20759,NA,1996,"28037_1996"
"28038",250989,NA,1996,"28038_1996"
"28039",24091,NA,1996,"28039_1996"
"28040",48104,NA,1996,"28040_1996"
"28041",214542,NA,1996,"28041_1996"
"28042",6561,NA,1996,"28042_1996"
"28043",20146,NA,1996,"28043_1996"
"29001",6213,NA,1996,"29001_1996"
"29002",9574,NA,1996,"29002_1996"
"29003",4044,NA,1996,"29003_1996"
"29004",10731,NA,1996,"29004_1996"
"29005",54851,NA,1996,"29005_1996"
"29006",29651,NA,1996,"29006_1996"
"29007",9859,NA,1996,"29007_1996"
"29008",8648,NA,1996,"29008_1996"
"29009",3370,NA,1996,"29009_1996"
"29010",46673,NA,1996,"29010_1996"
"29011",3256,NA,1996,"29011_1996"
"29012",5825,NA,1996,"29012_1996"
"29013",51184,NA,1996,"29013_1996"
"29014",10602,NA,1996,"29014_1996"
"29015",24874,NA,1996,"29015_1996"
"29016",5075,NA,1996,"29016_1996"
"29017",6528,NA,1996,"29017_1996"
"29018",23239,NA,1996,"29018_1996"
"29019",11178,NA,1996,"29019_1996"
"29020",5716,NA,1996,"29020_1996"
"29021",12416,NA,1996,"29021_1996"
"29022",3584,NA,1996,"29022_1996"
"29023",17399,NA,1996,"29023_1996"
"29024",18391,NA,1996,"29024_1996"
"29025",41900,NA,1996,"29025_1996"
"29026",10299,NA,1996,"29026_1996"
"29027",8430,NA,1996,"29027_1996"
"29028",13737,NA,1996,"29028_1996"
"29029",7610,NA,1996,"29029_1996"
"29030",8931,NA,1996,"29030_1996"
"29031",16889,NA,1996,"29031_1996"
"29032",8909,NA,1996,"29032_1996"
"29033",56513,NA,1996,"29033_1996"
"29034",26210,NA,1996,"29034_1996"
"29035",3625,NA,1996,"29035_1996"
"29036",13274,NA,1996,"29036_1996"
"29037",6868,NA,1996,"29037_1996"
"29038",6650,NA,1996,"29038_1996"
"29039",13380,NA,1996,"29039_1996"
"29040",5992,NA,1996,"29040_1996"
"29041",17443,NA,1996,"29041_1996"
"29042",8439,NA,1996,"29042_1996"
